#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.0199173 0 0 0.0410891 0 0 0.0463216 0 0 0.0209345 0 8.625 8.875 32061 2038 247 379 199
9 -1.93005e-05 0.0170133 0 -1.93005e-05 0.0266526 0.000143212 -1.93005e-05 0.0116304 0 -1.93005e-05 0.00632202 0.000814613 8.875 9.125 58364 6552 814 1408 726
9.25 0 0.0460685 4.25159e-06 0 0.0456487 4.25159e-06 0 0.0490064 4.25159e-06 0 0.0493611 4.25159e-06 9.125 9.375 280339 45133 5933 9334 5084
9.5 9.86932e-06 0.0911696 -5.99955e-06 -1.49989e-05 0.0995846 -5.99955e-06 -1.49989e-05 0.124643 -1.19991e-05 6.48925e-05 0.128988 2.09984e-05 9.375 9.625 1.16092e+06 160848 22461 25956 12517
9.75 0.000116208 0.0939849 5.99043e-05 0.000204667 0.119899 0.000114231 0.000166151 0.149907 3.49641e-05 0.000124186 0.165566 4.60182e-05 9.625 9.875 3.14006e+06 433959 59289 53545 23360
10 -1.38637e-05 0.0979522 -2.55065e-06 -4.80071e-05 0.125166 -1.91926e-05 -1.10779e-05 0.14741 2.72004e-06 -3.97866e-05 0.151953 -2.32859e-05 9.875 10.125 3.95255e+06 645270 92265 76821 32045
10.25 1.50656e-05 0.102018 -1.77811e-05 2.76304e-05 0.124918 -1.03192e-05 -2.75472e-06 0.143473 -4.51878e-05 -1.70294e-05 0.139772 -1.28871e-05 10.125 10.375 2.7647e+06 591992 89566 70054 28226
