#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0666971 0.0934808 0.0666971 -0.0109728 0.0100639 0.0568124 -0.0109728 0.0100639 0.0568124 -0.0109728 0.0100639 0.0568124 7.2 7.4 6209 103 0 0 0
7.5 0.0298275 0.166781 0.0298275 -0.0122777 0.0111122 0.0609241 -0.0122777 0.0111122 0.0609241 -0.0122777 0.0111122 0.0609241 7.4 7.6 4819 95 0 0 0
7.7 0.0514848 0.121894 0.0514848 -0.0199438 0.0187402 0.0591565 -0.0199438 0.0187402 0.0591565 -0.0199438 0.0187402 0.0591565 7.6 7.8 3630 70 0 0 0
7.9 0.0762432 0.142252 0.0762432 -0.0189949 0.01733 0.0701602 -0.0189949 0.01733 0.0701602 -0.0189949 0.01733 0.0701602 7.8 8 2590 63 0 0 0
8.1 0.150696 0.0445418 0.151205 -0.0200354 0.0186387 0.0704408 -0.0200354 0.0186387 0.0704408 -0.0200354 0.0186387 0.0704408 8 8.2 1738 41 0 0 0
8.3 0.167611 0.0461429 0.169572 -0.0268336 0.0258774 0.0742026 -0.0268336 0.0258774 0.0742026 -0.0268336 0.0258774 0.0742026 8.2 8.4 1154 36 0 0 0
8.5 0.11694 0.0695926 0.130893 -0.0163934 0.0163934 0.0844838 -0.0163934 0.0163934 0.0844838 -0.0163934 0.0163934 0.0844838 8.4 8.6 686 15 0 0 0
8.7 0.075603 0.12023 0.102876 -0.0153061 0.0153061 0.0836522 -0.0153061 0.0153061 0.0836522 -0.0153061 0.0153061 0.0836522 8.6 8.8 403 11 0 0 0
8.9 -0.0205761 0.258308 0.0127572 -0.0205761 0.0205761 0.08332 -0.0205761 0.0205761 0.08332 -0.0205761 0.0205761 0.08332 8.8 9 244 1 0 0 0
9.1 -0.018018 0.241095 0.0307625 -0.018018 0.018018 0.0930931 -0.018018 0.018018 0.0930931 -0.018018 0.018018 0.0930931 9 9.2 114 3 0 0 0
9.3 -0.025974 0.025974 0.0581381 -0.025974 0.025974 0.0906926 -0.025974 0.025974 0.0906926 -0.025974 0.025974 0.0906926 9.2 9.4 78 1 0 0 0
9.5 -0.0357143 0.0357143 0.0642857 -0.0357143 0.0357143 0.0892857 -0.0357143 0.0357143 0.0892857 -0.0357143 0.0357143 0.0892857 9.4 9.6 28 0 0 0 0
9.7 -0.0454545 0.0454545 0.0656566 -0.0454545 0.0454545 0.0745455 -0.0454545 0.0454545 0.0745455 -0.0454545 0.0454545 0.0745455 9.6 9.8 22 0 0 0 0
9.9 -0.2 0.2 -0.109091 -0.2 0.2 -0.109091 -0.2 0.2 -0.109091 -0.2 0.2 -0.109091 9.8 10 5 0 0 0 0
10.1 0 0 0 0 0 0 0 0 0 0 0 0 10 10.2 2 0 0 0 0
10.3 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 0 0 0 0 0
10.5 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 0 0 0 0 0
10.7 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 0 0 0 0 0
10.9 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 0 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 0 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 0 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
