#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.875 0 0 0.6 0 0 0 0 8.625 8.875 113818 162 97 1
9.00 0 0.596154 0 0 0.6 0 0 0 0 8.875 9.125 192235 688 367 13
9.25 0 0.574967 0 0 0.635884 0 0 0.625 0 9.125 9.375 756207 5981 3439 79
9.50 0 0.653891 0 0 0.7 0 0 0.6 0 9.375 9.625 2.45771e+06 36906 17316 393
9.75 0 0.705426 0 0 0.775 0 0 0.658537 0 9.625 9.875 4.62893e+06 86160 32678 692
10.00 0.25 0.573932 0.25 0 0.857143 0 0 1 0 9.875 10.125 4.08602e+06 98010 34344 747
10.25 0.8 0.0510291 0.175083 0.7 0.187931 0.0333333 0 0.821429 0 10.125 10.375 2.67532e+06 93191 30178 668
10.50 0.944444 -0.0444444 0.274813 0.916667 0.0410798 0.25 0.5 0.3 0.5 10.375 10.625 1.66976e+06 86086 24835 581
10.75 0.744898 0.104159 0.0782313 0.736842 0.152047 0.0548962 0 0.894737 0 10.625 10.875 989121 65570 17473 431
11.00 0.826715 0.0327446 0.153278 0.77027 0.0886007 0.108073 0.75 0.25 0.116667 10.875 11.125 541091 44558 11460 259
11.25 0.780446 0.0560072 0.118946 0.74359 0.0907853 0.10751 0.857143 0.142857 0.2 11.125 11.375 291910 28527 7757 170
11.50 0.775194 0.0467556 0.128286 0.736434 0.0742757 0.123087 0.769231 0.0307692 0.223776 11.375 11.625 155798 14266 5114 107
11.75 0.731405 0.0518118 0.105343 0.715438 0.0762289 0.115553 0.789474 0.0994152 0.218045 11.625 11.875 81757 3989 3474 59
12.00 0.714286 0.0714285 0.0989011 0.674145 0.0583848 0.100109 0.636364 0.163636 0.198864 11.875 12.125 41651 380 2253 43
12.25 0.777778 0.0793651 0.111111 0.595349 0.0603439 0.0721909 0.647059 0.0862745 0.123249 12.125 12.375 20455 15 1442 28
12.50 1 0 0 0.503937 0.0289971 0.0789858 0.428571 0.0714286 0.142857 12.375 12.625 9570 1 718 16
12.75 0 0 0 0.4375 0.0553571 0.0973639 0.35 0.123684 0.05 12.625 12.875 4212 0 198 21
13.00 0 0 0 0.363636 0.0252525 0.113636 0.454545 0.0909091 0.154545 12.875 13.125 1697 0 26 11
13.25 0 0 0 1 0 1 0.285714 0 0.142857 13.125 13.375 597 0 1 7
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 182 0 0 3
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 40 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 5 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
