#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000879059 0.0270323 0.000885739 -0.00137269 0.00134931 0.0695327 -0.00137269 0.00134931 0.0695327 -0.00137269 0.00134931 0.0695327 8.625 8.875 303854 4441 0 0 0
9 0.00161359 0.0164292 0.00161359 -0.0020193 0.0108015 0.0128183 -0.0020193 0.00196897 0.0854669 -0.0020193 0.00196897 0.0854669 8.875 9.125 482128 5230 26 0 0
9.25 0.00232474 0.0405283 0.00230809 0.0019313 0.0996643 0.0019503 -0.00265586 0.309623 -0.000462491 -0.00265586 0.00254041 0.0777336 9.125 9.375 1.38594e+06 17267 436 5 0
9.5 0.0035921 0.0357918 0.00341009 0.00980422 0.0838598 0.00971758 -0.00373265 0.194607 -0.00309477 -0.00373265 0.00353127 0.0700132 9.375 9.625 2.82533e+06 99116 3472 31 0
9.75 0.00958083 0.0600796 0.00880946 0.0335126 0.135827 0.0294604 0.0351333 0.121392 0.0153171 -0.00486668 0.00453149 0.0676142 9.625 9.875 3.03566e+06 201488 7478 50 0
10 0.026511 0.0911458 0.0237763 0.0680244 0.173805 0.059355 0.129725 0.213856 0.117468 -0.00607773 0.00570927 0.0810563 9.875 10.125 2.04412e+06 201327 9244 81 0
10.25 0.0546416 0.137192 0.0472634 0.0962241 0.195579 0.0806101 0.169007 0.223359 0.169007 -0.00746353 0.00696517 0.0791355 10.125 10.375 1.10244e+06 169374 9654 68 0
10.5 0.0730491 0.136092 0.0580004 0.111577 0.195393 0.08446 0.190382 0.186059 0.155098 -0.00961766 0.00886017 0.075148 10.375 10.625 537575 84762 6766 55 0
10.75 0.0939014 0.128848 0.0694775 0.153775 0.173286 0.110441 0.143207 0.280469 0.0990924 -0.0158837 0.0142493 0.0795289 10.625 10.875 250387 33183 4456 44 0
11 0.113061 0.114005 0.0767148 0.177665 0.162949 0.12333 0.116054 0.231108 0.0629381 -0.0268032 0.0227746 0.0910982 10.875 11.125 110839 12791 2954 21 0
11.25 0.13942 0.0818248 0.0842849 0.192503 0.117096 0.120478 0.256877 0.0344207 0.114468 -0.0431231 0.0332782 0.103214 11.125 11.375 45652 4514 1774 10 0
11.5 0.132219 0.066403 0.0654456 0.137024 0.0727922 0.0680579 0.0703573 0.406824 0.060784 -0.062976 0.045266 0.104589 11.375 11.625 17481 1332 870 15 0
11.75 0.11547 0.0593206 0.0430548 0.09899 0.0444547 0.0292598 0.191308 0.162117 0.111977 -0.0944062 0.0594671 0.110817 11.625 11.875 5991 324 212 7 0
12 0.135442 0.0628385 0.0492836 0.0776327 0.0580284 0.0364226 0.270736 0.0406942 0.273728 -0.129264 0.0676242 0.108917 11.875 12.125 1773 102 29 5 0
12.25 -0.112066 0.0983409 0.00452489 -0.178733 0.0701357 0.0995475 -0.178733 0.167421 0.0859729 -0.178733 0.0701357 0.0995475 12.125 12.375 457 15 1 1 0
12.5 0.429043 0.0396039 0.165017 -0.237624 0.108911 0.118812 0.762376 -0.00990099 0.259901 -0.237624 0.108911 0.118812 12.375 12.625 107 6 0 4 0
12.75 -0.25 0.0625 0.1875 -0.25 0.0625 0.1875 -0.25 0.0625 0.1875 -0.25 0.0625 0.1875 12.625 12.875 16 0 0 0 0
13 -0.666667 0 0 -0.666667 0 0 -0.666667 0 0 -0.666667 0 0 12.875 13.125 3 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
