#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00381611 0.021167 0.00381611 -0.0176164 0.0434567 -0.00716931 0.0168146 0.00892735 0.0168146 0.00212204 0.0202695 0.00212204 8.625 8.875 28116 2403 209 459 367
9 0.00253932 0.00741025 0.00229077 0.00569944 0.0111031 0.00432058 0.00736465 0.0107232 0.00736465 0.00844041 0.0196241 0.00844041 8.875 9.125 49593 7347 713 1543 1182
9.25 0.014917 0.0307802 0.014917 0.0144548 0.0268366 0.0144548 0.0161753 0.0326101 0.0161753 0.0195779 0.0389908 0.0195779 9.125 9.375 235033 44489 4536 9009 7075
9.5 0.0383464 0.0606136 0.0382561 0.0339238 0.063266 0.0338034 0.0474162 0.0747469 0.0472904 0.0550795 0.0817944 0.0549514 9.375 9.625 889814 124361 14989 20269 14906
9.75 0.0456683 0.0639808 0.0452362 0.0530958 0.0788703 0.0527211 0.0709262 0.0965294 0.0702074 0.0757354 0.102208 0.0747836 9.625 9.875 2.52298e+06 344126 41135 44524 29837
10 0.0456168 0.0730264 0.0439491 0.0523795 0.0817579 0.0505214 0.0660623 0.096689 0.062988 0.0663858 0.101341 0.0633357 9.875 10.125 3.64781e+06 600276 77685 76058 48746
10.25 0.0438782 0.0789899 0.0393297 0.0486395 0.0909392 0.0442775 0.0595668 0.101459 0.0519706 0.0599041 0.0963273 0.052053 10.125 10.375 2.63617e+06 568502 79240 72584 44019
