#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0656179 0.0765533 0.0310913 0.0714338 0.0856626 0.0346355 0.0885745 0.0949799 0.0401332 0.0833404 0.0888258 0.0370322 7.2 7.4 712116 185161 26893 24684 17680
7.5 0.065781 0.0755272 0.0230982 0.0661291 0.0795969 0.0245201 0.0854134 0.0894792 0.0266523 0.0825069 0.0869004 0.0272924 7.4 7.6 590240 160902 24624 22300 15978
7.7 0.0735134 0.0692679 0.0195836 0.0734225 0.0749936 0.0207861 0.0892447 0.083198 0.0198711 0.0838605 0.0823051 0.0158936 7.6 7.8 482716 136055 21999 19614 13498
7.9 0.0860256 0.0679972 0.0152725 0.0866263 0.0697705 0.0193081 0.100209 0.0768102 0.012403 0.0901249 0.077372 0.0078267 7.8 8 390636 117645 19588 17214 11864
8.1 0.0914599 0.0694559 0.00414956 0.0887542 0.06759 0.00825026 0.103051 0.0802618 0.000948995 0.102105 0.0738489 0.00195387 8 8.2 321232 106640 18435 15319 10375
8.3 0.0938093 0.0609402 -0.000675857 0.0928887 0.0582028 0.00131349 0.111008 0.0704026 -0.00237216 0.108478 0.0703542 -0.00295837 8.2 8.4 262694 95824 17372 13913 9221
8.5 0.102476 0.0563386 -0.00456506 0.0975783 0.0526008 -0.000372708 0.122183 0.0668969 -0.00545105 0.123489 0.0616505 -0.00145644 8.4 8.6 209158 78889 15099 11841 7686
8.7 0.11757 0.0536167 -0.0036953 0.115571 0.049193 0.000513665 0.14452 0.0593274 0.000776544 0.13894 0.0620873 -0.0055148 8.6 8.8 165599 63266 12859 10019 6491
8.9 0.138764 0.0521611 -0.000747114 0.125969 0.0423437 0.00119841 0.156799 0.0623971 -0.00380982 0.167005 0.057229 0 8.8 9 131819 50187 11000 8367 5380
9.1 0.158186 0.0511507 -1.70767e-05 0.135846 0.0431194 0.00291149 0.184827 0.0523106 0.00114718 0.189335 0.059183 0.000436336 9 9.2 107810 40601 9111 7095 4540
9.3 0.177533 0.0491512 0.00531825 0.136907 0.0457734 0.00825754 0.207916 0.0468573 0.00983393 0.202891 0.0588952 0.00464034 9.2 9.4 89206 33124 7260 6044 3845
9.5 0.198436 0.0499446 0.00567652 0.127004 0.0536513 0.00314806 0.216291 0.0555008 0 0.230373 0.047887 0.0154187 9.4 9.6 76869 28234 5956 5421 3535
9.7 0.225664 0.0463316 0.0133278 0.122408 0.0530322 0.00756112 0.26397 0.0435887 0.0215342 0.258024 0.0455457 0.0165858 9.6 9.8 66770 23638 4302 4895 3164
9.9 0.230636 0.0489762 0.0106477 0.0894206 0.0680321 0.00967425 0.267766 0.0511182 0.00709012 0.267725 0.0485191 0.0107436 9.8 10 60195 21090 3013 4505 2986
10.1 0.237473 0.0524323 0.0124261 0.0486308 0.0923082 0 0.289448 0.041195 0.0200236 0.281523 0.0504682 0.01262 10 10.2 55350 18414 1807 4285 2683
10.3 0.236361 0.0463448 0.00941619 0.0207459 0.0760438 0.016392 0.263453 0.0493178 0.00653517 0.293662 0.027666 0.0235861 10.2 10.4 50790 16244 911 4171 2508
10.5 0.236791 0.0482435 0.0104679 -0.0344835 0.128052 0.00915307 0.272118 0.0388926 0.021796 0.275238 0.0523578 0.00796357 10.4 10.6 44569 13594 400 3810 2349
10.7 0.233741 0.0422877 0.0211931 0.0328675 0.114126 0.0265786 0.243725 0.0338823 0.02999 0.293469 0.0342696 0.0265959 10.6 10.8 35180 9970 136 2891 1813
10.9 0.210581 0.0392486 0.0270985 -0.150144 0.219799 -0.0302237 0.166157 0.0402462 0.0268622 0.292315 0.0246333 0.0390256 10.8 11 23636 6208 37 1765 1391
11.1 0.161541 0.0363462 0.0223229 0.184549 0.17576 0.14968 0.0485843 0.0527928 0.0178069 0.227342 0.0207681 0.0423564 11 11.2 12041 2912 8 684 777
11.3 0.105403 0.0250987 0.0189636 -0.707783 0.942412 0.065141 -0.036976 0.0422014 0.0461991 0.158196 0.024895 0.0284161 11.2 11.4 4623 910 0 161 291
11.5 0.0316052 0.0345946 0.0071938 -0.855574 0.0257021 0.0459896 -0.0430743 0.101009 0.172192 0.0944257 0.0253705 0.034368 11.4 11.6 1379 195 0 16 80
11.7 0.0448745 0.0205964 0.0413023 -0.923875 0.0211909 0.016684 0.0761245 0.00238782 1.0114 0.0761245 0.0191135 0.0317697 11.6 11.8 321 32 0 1 17
11.9 0.0535714 0.0120023 1.01511 -0.946429 0.0233517 0.0339636 -0.946429 0.0233517 0.0339636 -0.946429 0.997276 0.0303156 11.8 12 57 1 0 0 0
