#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.106525 0.0347723 0.0323566 0.291676 0.0931751 0.040362 0.298051 0.0977001 0.0405014 0.326536 0.100894 0.0349836 0.321498 0.097258 0.0381302 7.2 7.4 750404 571894 178510 21654 22999 20672
7.5 0.107244 0.0330705 0.0331558 0.298998 0.0866378 0.0428562 0.300165 0.0970328 0.0435205 0.339266 0.0953139 0.0421445 0.326091 0.0949428 0.0387234 7.4 7.6 649499 482431 167068 21185 22307 19746
7.7 0.108442 0.0300289 0.0310149 0.309035 0.0866119 0.0406585 0.305606 0.0922106 0.0395171 0.341343 0.0948934 0.0370061 0.340745 0.0874172 0.0395064 7.6 7.8 541880 394146 147734 19283 20475 18125
7.9 0.109538 0.0257566 0.0282849 0.324063 0.0782381 0.0390962 0.322697 0.0757217 0.0450753 0.359863 0.0861329 0.0379451 0.344021 0.0886301 0.0334296 7.8 8 441147 313965 127182 17143 18432 16124
8.1 0.112753 0.024325 0.0292079 0.34701 0.0764543 0.0384974 0.330907 0.0826018 0.0347759 0.378226 0.0796322 0.0405864 0.364137 0.0805155 0.0323385 8 8.2 354933 247674 107259 14977 15927 13808
8.3 0.118118 0.0218438 0.0298982 0.385521 0.0697985 0.0435969 0.364007 0.0719264 0.0447629 0.406321 0.0736114 0.0389431 0.401015 0.0704734 0.0432466 8.2 8.4 285610 193213 92397 12986 14112 12214
8.5 0.12681 0.0200125 0.0298941 0.401623 0.0673178 0.0374086 0.38882 0.0679845 0.0434389 0.414507 0.0704894 0.0330152 0.416807 0.0708248 0.0356885 8.4 8.6 234446 151281 83165 12111 12697 10686
8.7 0.137534 0.0164324 0.0314602 0.404259 0.0617336 0.0348635 0.394484 0.0651039 0.0380225 0.431304 0.0573658 0.0362358 0.417272 0.0646249 0.0296781 8.6 8.8 193132 120676 72456 11022 10874 9217
8.9 0.1548 0.0142036 0.0345821 0.419485 0.0550568 0.0352278 0.411478 0.0502375 0.0416397 0.436026 0.0614158 0.0328775 0.436375 0.0558335 0.0336526 8.8 9 156808 97235 59573 9845 9199 7890
9.1 0.166033 0.0140854 0.0331869 0.437184 0.0502633 0.0332919 0.419952 0.0447692 0.0390001 0.460228 0.0506915 0.0338694 0.452649 0.0553019 0.0303611 9 9.2 128447 79996 48451 8420 7807 6663
9.3 0.187506 0.00951162 0.0361714 0.454946 0.0485654 0.0303076 0.433182 0.0454632 0.0361352 0.467837 0.047446 0.0321734 0.482673 0.0438763 0.0327615 9.2 9.4 106635 66894 39741 7034 6607 5656
9.5 0.210649 0.00777611 0.0369807 0.478105 0.0403318 0.0297545 0.42938 0.0429848 0.0365442 0.478918 0.04921 0.0209611 0.5 0.0446303 0.0291355 9.4 9.6 89916 56758 33158 5480 5692 4900
9.7 0.226018 0.0113603 0.0363738 0.500472 0.0451714 0.0254537 0.420639 0.0562072 0.027206 0.523326 0.040629 0.0309212 0.521425 0.0462949 0.0225967 9.6 9.8 75922 48390 27532 4070 4823 4294
9.9 0.251857 0.0150428 0.0357791 0.531979 0.0408756 0.0246093 0.442042 0.0498412 0.0367976 0.548582 0.0405383 0.0251768 0.564745 0.0324768 0.0266905 9.8 10 64954 41861 23093 2683 4302 3869
