#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00102094 0.0335817 0.000895733 0.0137819 0.149761 0.0119269 0.0221947 0.192816 0.0193645 0.0326737 0.186583 0.0283069 0 0 0 7.2 7.4 535461 399631 135830 22618 2173 0
7.5 0.00158315 0.0350699 0.00138177 0.0163273 0.142439 0.0136513 0.0272415 0.180787 0.0231873 0.0309671 0.193237 0.0257609 0 0 0 7.4 7.6 419299 302562 116737 21805 2099 0
7.7 0.00232299 0.0343258 0.00206305 0.0192082 0.135607 0.0154433 0.0305629 0.172802 0.0251133 0.0393578 0.192607 0.0322965 0 0 0 7.6 7.8 320781 226863 93918 20057 1931 0
7.9 0.00346456 0.0375406 0.00304626 0.0262346 0.124714 0.0204095 0.0397625 0.156605 0.0314972 0.0661548 0.169664 0.0540254 0 0 0 7.8 8 240639 170007 70632 17177 1693 0
8.1 0.00480901 0.0408825 0.00414105 0.0329834 0.12141 0.0243658 0.0476158 0.146672 0.0355886 0.0557065 0.176528 0.032342 0 0 0 8 8.2 179149 128093 51056 14617 1472 0
8.3 0.00719484 0.0413564 0.005996 0.0431976 0.130199 0.0299436 0.0576843 0.151109 0.0399753 0.0708899 0.172473 0.0448441 0 0 0 8.2 8.4 132849 96597 36252 11979 1326 0
8.5 0.010786 0.0439569 0.00858476 0.0553491 0.132163 0.0355687 0.0697374 0.1522 0.0460982 0.0973025 0.173869 0.0576879 0 0 0 8.4 8.6 98979 72872 26107 10052 1038 0
8.7 0.0154768 0.0426169 0.011431 0.0699978 0.13058 0.0414484 0.0771525 0.146316 0.0462483 0.131361 0.173914 0.0709075 0 0 0 8.6 8.8 72670 54598 18072 7712 845 0
8.9 0.0202138 0.0456731 0.0133239 0.0861225 0.1416 0.0455606 0.0835393 0.149059 0.0447676 0.134163 0.197992 0.0649438 0 0 0 8.8 9 53729 41061 12668 6069 723 0
9.1 0.0272553 0.0448407 0.0157685 0.103118 0.155966 0.0498819 0.0891779 0.144481 0.0437788 0.160745 0.196158 0.0793286 0 0 0 9 9.2 38869 30306 8563 4306 591 0
9.3 0.0375769 0.0497478 0.0198673 0.133556 0.142802 0.0569239 0.0963811 0.137026 0.0399674 0.216535 0.171455 0.0890844 0 0 0 9.2 9.4 28117 22434 5683 2708 508 0
9.5 0.0498509 0.0489244 0.0201147 0.148536 0.149764 0.0544803 0.100481 0.120871 0.0450741 0.230964 0.183772 0.0928066 0 0 0 9.4 9.6 20253 16429 3824 1662 394 0
9.7 0.063345 0.0525044 0.0243298 0.191939 0.128905 0.0767932 0.110615 0.10965 0.0500085 0.314667 0.149422 0.130175 0 0 0 9.6 9.8 14488 11982 2506 895 375 0
9.9 0.0841416 0.0512844 0.0292397 0.203145 0.140687 0.0642379 0.0779221 0.120634 0.0324675 0.292517 0.179975 0.0692466 0 0 0 9.8 10 10147 8557 1590 385 294 0
10.1 0.0953067 0.0560113 0.0237344 0.215842 0.141366 0.0557389 0.0909091 0.0874693 0.0443975 0.366379 0.14941 0.0791998 0 0 0 10 10.2 7253 6243 1010 187 232 0
10.3 0.102944 0.0670072 0.0117346 0.267831 0.12602 0.0736388 0.0895522 0.151412 0.0435752 0.4 0.135354 0.0978022 0 0 0 10.2 10.4 5136 4449 687 67 185 0
10.5 0.142179 0.0500893 0.0261583 0.276018 0.117217 0.0731196 0.0869565 0.135266 0.0869565 0.381503 0.137728 0.0880897 0 0 0 10.4 10.6 3600 3158 442 23 173 0
10.7 0.148375 0.0626036 0.0166008 0.304511 0.105127 0.0814629 0.0769231 0.123077 0.0769231 0.429752 0.107438 0.121419 0 0 0 10.6 10.8 2389 2123 266 13 121 0
10.9 0.153323 0.0682942 0.0234811 0.26506 0.162613 0.0586086 0 0 0 0.333333 0.166667 0.0652921 0 0 0 10.8 11 1490 1324 166 5 90 0
11.1 0.164948 0.0816823 0.0325762 0.318182 0.0969125 0.100233 0 0 0 0.27027 0.158301 0.0587318 0 0 0 11 11.2 745 679 66 0 37 0
11.3 0.179211 0.0906298 0.0311852 0.416667 0.103333 0.166667 0 0 0 0.285714 0.0892857 0.103896 0 0 0 11.2 11.4 303 279 24 0 14 0
11.5 0.203704 0.093326 0.0608466 0.5 0.1 0.3 0 0 0 0.25 0.0833333 0.25 0 0 0 11.4 11.6 114 108 6 0 4 0
11.7 0.0555556 0.194444 0.00555556 0 1 0 0 0 0 0 0 0 0 0 0 11.6 11.8 18 18 0 0 0 0
11.9 0.2 0.0727273 0.2 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 5 5 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
