#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00550557 0 0 0.0309337 0 0 0.0181289 0 0 0.00273344 0.00630739 8.625 8.875 36075 1972 232 399 119
9 0 0.00934146 0.000490941 0 0.00404954 0.00432398 0 0.00944769 1.68905e-05 0 0 0.015894 8.875 9.125 65367 6162 818 1284 536
9.25 -3.71303e-06 0.0464965 0 -3.71303e-06 0.0529456 0 -3.71303e-06 0.0481605 3.71303e-06 -3.71303e-06 0.0580969 0 9.125 9.375 313484 44162 6317 9237 4032
9.5 7.93796e-05 0.0879039 3.29354e-05 6.54858e-05 0.0997825 9.86217e-06 5.92277e-05 0.126845 2.60276e-05 0.00017389 0.128731 9.59108e-05 9.375 9.625 1.28609e+06 170713 25053 27184 10625
9.75 8.97128e-05 0.0904534 6.99798e-05 8.53492e-05 0.12129 4.55626e-05 0.000140409 0.151151 0.000105427 9.17744e-05 0.159366 3.81961e-05 9.625 9.875 3.32533e+06 458898 64846 54787 19333
10 -1.40396e-05 0.0929418 -7.29147e-06 2.65866e-05 0.119348 7.06278e-06 -6.5024e-05 0.14354 -3.67803e-05 -3.927e-05 0.144371 -1.46533e-05 9.875 10.125 4.02529e+06 653601 95342 75330 25622
10.25 1.4137e-05 0.101234 -2.43776e-06 1.97497e-05 0.125245 0 1.67034e-05 0.142965 -2.53969e-05 -1.274e-05 0.136228 -5.46e-06 10.125 10.375 2.79311e+06 595304 92337 67927 22233
