#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 1 0 1 0.689655 0.114693 0.0588859 0.814815 0.0488216 0.814815 8.625 8.875 28043 118 333 359
9.00 0.75 0.0277778 0.25 0.782609 0.0449775 0.0818788 0.783333 0.216667 0.0276082 8.875 9.125 48272 388 1030 1246
9.25 0.67623 0.180913 0.018165 0.733746 0.182921 0.0351259 0.774436 0.161048 0.0431369 9.125 9.375 218496 2202 5650 6109
9.50 0.638926 0.179256 0.0512181 0.708998 0.165775 0.0817254 0.751419 0.169717 0.0634713 9.375 9.625 758943 7217 11253 11437
9.75 0.683904 0.182484 0.100131 0.736942 0.153579 0.111538 0.788973 0.126488 0.0981128 9.625 9.875 2.06882e+06 24358 29061 26523
10.00 0.881979 0.0571494 0.0792069 0.899934 0.046197 0.0709813 0.916278 0.0356278 0.0744095 9.875 10.125 3.24715e+06 60559 65482 56856
10.25 0.930649 0.0231801 0.0596672 0.944171 0.0155194 0.0629566 0.940742 0.0190139 0.054675 10.125 10.375 2.45654e+06 64986 67109 54811
10.50 0.938437 0.0159522 0.0560666 0.950696 0.0095576 0.0522484 0.95011 0.0096615 0.0541307 10.375 10.625 1.56336e+06 52996 53336 41975
10.75 0.939142 0.0113689 0.0495842 0.950445 0.00970209 0.0497965 0.955168 0.00471109 0.0557626 10.625 10.875 972254 40833 39396 30038
11.00 0.937767 0.00700253 0.0535329 0.949503 0.00755137 0.0479557 0.950307 0.00636959 0.051592 10.875 11.125 601421 31501 27646 20371
11.25 0.914197 0.0123772 0.0447023 0.938986 0.00609905 0.0497464 0.944263 0.0057745 0.0457639 11.125 11.375 358297 22939 17838 13159
11.50 0.884938 0.00814193 0.0485597 0.915019 0.000501931 0.0484877 0.923724 0.00527853 0.0497749 11.375 11.625 211616 13814 11446 8010
11.75 0.825571 0.00610811 0.0402305 0.850036 0.00293207 0.0462404 0.84895 0.00801235 0.0448868 11.625 11.875 124706 4667 7392 5192
12.00 0.713855 0.0281827 0.0318882 0.686136 0.01148 0.0453877 0.713242 0.0103808 0.045652 11.875 12.125 72748 575 5106 3272
12.25 0.610169 0.0406242 0.0387409 0.480697 0.0239345 0.0354269 0.45028 0.0321823 0.0296053 12.125 12.375 42249 79 3254 1946
12.50 0.466667 0.0666667 0.0666667 0.282566 0.0516156 0.0162277 0.249755 0.0447364 0.0277493 12.375 12.625 24454 15 1929 1244
12.75 0.333333 0.0952381 0.166667 0.184669 0.0569536 0.0194148 0.165554 0.0406874 0.0277064 12.625 12.875 14046 7 678 865
13.00 0 0 0 0.121212 0.0485992 0.0378788 0.0856574 0.0221408 0.0115091 12.875 13.125 7879 1 71 539
13.25 0 0 0 0 0.2 0 0.0517711 0.0220925 0.00805527 13.125 13.375 4367 0 6 390
13.50 0 0 0 0 0 0 0.0226244 0.0261561 0.0043596 13.375 13.625 2345 0 1 229
13.75 0 0 0 0 0 0 0.025974 0.0266576 -0.000341764 13.625 13.875 1205 0 0 79
14.00 0 0 0 0 0 0 0.142857 0.142857 0 13.875 14.125 572 0 0 7
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 275 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 84 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 32 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 3 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
