#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.444444 0 0 1 0 0 0 0 8.625 8.875 147278 147 47 0
9.00 0 0.708333 0 0 0.684211 0 0 0 0 8.875 9.125 243063 493 186 0
9.25 0 0.552459 0 0 0.550201 0 0 0 0 9.125 9.375 907100 5116 1967 2
9.50 0 0.75 0 0 0.732448 0 0 0.333333 0 9.375 9.625 2.77098e+06 34746 11189 11
9.75 1 -0.195531 1 1 -0.15625 1 0 0.6 0 9.625 9.875 4.80838e+06 79704 20463 34
10.00 1 -0.0588235 0.438231 0.777778 0.0972222 0.777778 0 0.4 0 9.875 10.125 3.95647e+06 88765 21151 40
10.25 0.931035 0.00317603 0.251414 0.866667 0.133333 0.182098 0 0.5 0 10.125 10.375 2.52784e+06 84362 18754 24
10.50 0.87963 0.0302803 0.203527 0.836735 0.163265 0.143401 0 1 0 10.375 10.625 1.56581e+06 76903 15653 45
10.75 0.779621 0.0808706 0.111436 0.797101 0.0833334 0.141731 0 0.833333 0 10.625 10.875 899107 57043 10784 32
11.00 0.782034 0.0809793 0.121105 0.764192 0.0848644 0.120644 1 0 0.5 10.875 11.125 483368 38255 7113 18
11.25 0.75043 0.0942902 0.099306 0.754569 0.0828542 0.136856 0 1 0 11.125 11.375 255224 24070 4783 8
11.50 0.751479 0.0736328 0.102746 0.727612 0.0774999 0.122977 0.5 0.25 0.166667 11.375 11.625 131690 11634 3146 12
11.75 0.73499 0.0554295 0.109005 0.71567 0.064135 0.130938 1 0 1 11.625 11.875 66937 3191 2173 3
12.00 0.783784 0.0278104 0.112731 0.666093 0.0848798 0.115945 0 0 0 11.875 12.125 32648 315 1340 1
12.25 0.666667 0 0.166667 0.604508 0.0780693 0.0881148 0.5 0.5 0.5 12.125 12.375 15051 10 877 2
12.50 0 0 0 0.576923 0.023077 0.10977 0 0 0 12.375 12.625 6688 0 437 2
12.75 0 0 0 0.448718 0.0365762 0.124394 1 0 1 12.625 12.875 2656 0 114 2
13.00 0 0 0 0.5 0.0714286 0.125 0.5 0.5 0 12.875 13.125 962 0 17 3
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 315 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 70 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 9 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
