#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.69599e-05 0.0205208 -7.17993e-06 2.28993e-05 0.124329 -1.04264e-06 0 0.145578 0 6.32751e-05 0.162064 6.32751e-05 0 0.135389 0 7.2 7.4 646379 471701 174678 34218 15804 1751
7.5 2.47412e-05 0.0196051 3.70323e-06 3.68627e-05 0.123854 1.29958e-05 5.91944e-05 0.141027 2.92192e-05 0.000204792 0.153234 0.000133154 0 0.142937 0 7.4 7.6 526531 363765 162766 33787 14649 1684
7.7 1.79695e-05 0.0190545 4.73541e-07 6.00532e-05 0.117911 -9.00061e-07 8.96566e-05 0.134538 2.86028e-05 0 0.150916 -0.000156274 0.000648929 0.136842 0.000648929 7.6 7.8 428116 278249 149867 33461 13757 1541
7.9 5.11806e-05 0.0187149 1.60274e-05 0.000213726 0.110455 6.65649e-05 0.000261558 0.121067 9.36503e-05 0.000574807 0.148134 0.00024401 0 0.142536 0 7.8 8 341255 214925 126330 30586 12178 1416
8.1 7.11305e-05 0.0185775 1.65076e-05 0.000542675 0.110889 0.000128108 0.000647225 0.122455 0.000232021 0.000950119 0.143905 0 0.00163666 0.136825 0.000956852 8 8.2 268211 168704 99507 26266 10525 1222
8.3 0.000119862 0.0191297 -2.39001e-05 0.00132752 0.110176 0.000356865 0.00142159 0.118751 0.000442663 0.0019054 0.144199 0.000183046 0.00408998 0.134345 0.00205332 8.2 8.4 210322 133487 76835 22510 8922 978
8.5 0.000448979 0.018293 6.91728e-05 0.0034971 0.109816 0.00121871 0.00301879 0.110139 0.000876718 0.00605816 0.140597 0.0018399 0.00921659 0.138743 0.00242157 8.4 8.6 163588 104682 58906 19213 7428 868
8.7 0.00115683 0.0188029 0.000219562 0.00700318 0.105556 0.00155756 0.00490581 0.101754 0.0010017 0.012199 0.138973 0.00271032 0.00716332 0.120894 0.000140852 8.6 8.8 126815 82121 44694 15288 6312 698
8.9 0.00246493 0.0193835 0.000118289 0.0143289 0.106181 0.00293139 0.00863153 0.0910091 0.00186734 0.0222348 0.140142 0.00319138 0.0203046 0.118072 0.00795889 8.8 9 98213 64505 33708 11933 5307 591
9.1 0.00594779 0.0210583 0.000566555 0.0301018 0.102949 0.00598374 0.0129678 0.0842277 0.00051421 0.0527374 0.11788 0.0158584 0.0509259 0.10523 0.0073292 9 9.2 75755 50607 25148 8791 4475 432
9.3 0.0128875 0.0229685 0.00178983 0.0549124 0.10204 0.0100723 0.0235978 0.0799642 0.00576244 0.089468 0.108697 0.0150427 0.0801034 0.0958743 0.0130643 9.2 9.4 58248 39418 18830 5848 3722 387
9.5 0.0260645 0.0237408 0.00444218 0.087708 0.0983636 0.0160206 0.030564 0.0832355 0.00199262 0.127783 0.110543 0.02049 0.151703 0.0990712 0.0437663 9.4 9.6 45673 31729 13944 3599 3099 323
9.7 0.0489335 0.0269984 0.00820534 0.140761 0.0956542 0.0249462 0.0502132 0.0754413 0.0114241 0.181418 0.104352 0.0274841 0.226766 0.0940533 0.0381537 9.6 9.8 36665 25831 10834 2111 2723 269
9.9 0.0859963 0.0229559 0.0142105 0.19147 0.0952028 0.0258276 0.0600677 0.0790554 0.0131927 0.25269 0.100744 0.0346218 0.316872 0.0543066 0.0627058 9.8 10 30768 22187 8581 1182 2509 243
10.1 0.134455 0.0227473 0.0184948 0.277446 0.0739309 0.0511571 0.0753769 0.0869994 0.0137436 0.360053 0.0634581 0.0615741 0.391705 0.0342209 0.0583717 10 10.2 26890 19858 7032 597 2258 217
10.3 0.191836 0.0244953 0.021506 0.346502 0.0666544 0.0434249 0.153025 0.0706038 0.0441424 0.417387 0.0673477 0.0414391 0.475771 0.0476333 0.0575891 10.2 10.4 23304 17786 5518 281 2082 227
10.5 0.258025 0.0231204 0.0214139 0.397571 0.0752263 0.0307837 0.181818 0.0648485 0.0533778 0.45502 0.0736863 0.0291429 0.542553 0.0393677 0.0380889 10.4 10.6 19702 15421 4281 121 1723 188
10.7 0.31248 0.0360601 0.0131803 0.482714 0.0632362 0.0237835 0.228571 0.104762 0.0535714 0.526084 0.0448061 0.0282006 0.592179 0.0695128 0.0171788 10.6 10.8 15502 12436 3066 35 1361 179
10.9 0.371493 0.042506 0.0126367 0.536295 0.0626636 0.0281499 0.315789 0.239766 0.0357895 0.511216 0.0718228 0.0242492 0.732877 0.049732 0.0205479 10.8 11 10328 8482 1846 19 847 146
11.1 0.424157 0.0638505 0.00831941 0.575269 0.0938579 0.0212289 0.8 0.2 0.371429 0.481771 0.0979393 0.000832438 0.802198 0.0233836 0.0495096 11 11.2 5525 4595 930 5 384 91
11.3 0.465632 0.102041 0.00421715 0.633431 0.113144 0.0216992 0 1 0 0.496 0.129 0 0.78 0.0644445 0.0386207 11.2 11.4 2145 1804 341 1 125 50
11.5 0.529774 0.149437 0.00852132 0.724638 0.120433 0.0397062 0 0 0 0.52 0.204138 0.02 0.9 0.1 0.0428571 11.4 11.6 556 487 69 0 25 10
11.7 0.648649 0.132601 0.0611486 1 0 0.333333 0 0 0 0 1 0 1 0 0 11.6 11.8 78 74 4 0 0 2
11.9 1 0 0.25 0 1 0 0 0 0 0 0 0 0 0 0 11.8 12 8 8 0 0 0 0
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
