#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -1.7331e-05 0.102687 -3.84019e-06 -2.87296e-05 0.123549 -2.09246e-05 1.94261e-05 0.12964 0 -2.87296e-05 0.124279 8.99658e-06 7.2 7.4 662764 175461 32623 20766 5699
7.5 -1.88565e-05 0.105927 -1.98147e-05 -3.16578e-05 0.119746 -3.9957e-05 -3.16578e-05 0.131426 -5.3041e-05 -3.16578e-05 0.125478 -2.20813e-05 7.4 7.6 535289 156235 30759 18648 4929
7.7 3.56225e-06 0.104284 -1.50433e-05 -1.02254e-05 0.116435 -2.17639e-05 4.71897e-05 0.132246 0 -1.02254e-05 0.120923 -3.8462e-06 7.6 7.8 438443 145057 29841 17417 4566
7.9 8.70063e-06 0.093416 -9.10505e-05 -2.17948e-05 0.10452 -0.000118035 -2.17948e-05 0.12301 -0.00014617 0.000472398 0.106117 0.000224604 7.8 8 360579 131167 28670 15596 4047
8.1 0.000184365 0.0864825 -0.000196405 0.000253189 0.093343 -0.000168013 0.000206511 0.119765 -0.000254748 0.000272949 0.107978 -0.000271026 8 8.2 290531 109488 25949 13448 3454
8.3 0.000460182 0.0872048 -0.000407698 0.000495089 0.0910729 -0.000563199 0.000724498 0.11953 -0.000779816 0.000957006 0.110456 -5.17447e-05 8.2 8.4 229177 86408 22054 11635 2982
8.5 0.00142113 0.0864263 -0.00122346 0.00109531 0.0867967 -0.000258476 0.00289649 0.109753 -0.000713264 0.00195142 0.106991 -0.00187616 8.4 8.6 178890 66517 18583 9543 2388
8.7 0.00359813 0.0872078 -0.00105344 0.00168007 0.082856 -0.00132846 0.00695755 0.10791 -0.000779273 0.00861378 0.105052 0.000148484 8.6 8.8 139447 51113 15427 7951 1956
8.9 0.00844469 0.0817581 -0.000262737 0.00487311 0.0677856 -0.00132897 0.0118369 0.107068 -0.00144917 0.0143351 0.105013 0.000460569 8.8 9 108170 39429 12364 6677 1610
9.1 0.0182735 0.0854117 0 0.00632527 0.0666202 -0.00271116 0.0263628 0.102647 -0.000337239 0.0316789 0.099918 0.000486232 9 9.2 84143 30018 9309 5522 1378
9.3 0.036073 0.0804566 0.00286141 0.0112979 0.0584612 -0.000553872 0.0503081 0.09642 0.00864907 0.0513841 0.0916092 0.00398549 9.2 9.4 66877 23392 6684 4746 1128
9.5 0.0600489 0.0772975 0.00741798 0.0139335 0.0581121 0.00396785 0.0931116 0.0885943 0.0154913 0.0756533 0.0942352 0.00409755 9.4 9.6 54085 18482 4664 4055 929
9.7 0.0910109 0.0747545 0.0183696 -0.00182662 0.071212 0.00317211 0.138406 0.0798531 0.0269296 0.139935 0.0680065 0.0329627 9.6 9.8 45992 15272 3091 3657 927
9.9 0.116769 0.0748479 0.0310393 -0.0231882 0.0731808 0.0159386 0.176668 0.0717026 0.0363039 0.189879 0.0536115 0.0277101 9.8 10 40916 13064 1883 3505 771
10.1 0.13501 0.0720357 0.0352902 -0.0719387 0.082342 0.0139414 0.20772 0.0707193 0.0416228 0.18597 0.0820635 0.0151649 10 10.2 37531 11189 1045 3365 766
10.3 0.154047 0.0610315 0.0418483 -0.0951962 0.0721246 0.0401318 0.226877 0.0571191 0.0432978 0.258065 0.0370381 0.0522256 10.2 10.4 35027 9745 488 3212 759
10.5 0.157133 0.0680853 0.0375235 -0.151125 0.114554 0.0204817 0.2029 0.0695547 0.037428 0.258631 0.0574255 0.019328 10.4 10.6 30818 7826 235 2871 673
10.7 0.165018 0.0536104 0.0384156 -0.100893 0.0683309 0.0707177 0.174061 0.0517858 0.0300982 0.297537 0.0255074 0.0504153 10.6 10.8 24514 5611 100 2180 567
10.9 0.174391 0.0281744 0.0443653 -0.107861 0.154732 0.0422481 0.174416 0.0131777 0.0500438 0.272194 0.037743 0.0306653 10.8 11 16295 3439 30 1358 478
11.1 0.145383 0.0250403 0.0316529 0.0300081 0.177643 0.123302 0.0951981 0.0220122 0.0306981 0.271227 0.00973308 0.0470688 11 11.2 8433 1720 9 617 310
11.3 0.133247 -0.00074631 0.0606585 -0.120125 0.143592 0.564649 -0.0201248 0.0383595 0.0473837 0.292497 -0.0259803 0.126474 11.2 11.4 3083 519 4 160 103
11.5 0.0791919 0.0445167 0.0476382 -0.703827 0.0096907 0.119596 0.046173 0.0227096 0.188732 0.229506 0 0.120842 11.4 11.6 707 106 0 24 30
11.7 0.170732 0.0189235 0.123644 -0.829268 0.0758436 0.0725175 -0.829268 0.335905 0.0719663 0.170732 0.0531489 0.113493 11.6 11.8 95 13 0 0 5
11.9 -0.625 0.725 0.375 -0.625 -0.125 0.375 -0.625 -0.125 0.375 -0.625 0 0.375 11.8 12 8 0 0 0 0
12.1 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12 12.2 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
