#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00900833 0.109266 0.00789578 0.0159972 0.151372 0.0138452 0.0174518 0.157213 0.0161076 -0.000723893 0.00063412 0.0309632 7.2 7.4 552341 143441 24819 2971 0
7.5 0.0109722 0.105868 0.00942431 0.0171269 0.14402 0.0145538 0.0205461 0.148941 0.016333 -0.00107742 0.0009202 0.0303821 7.4 7.6 435480 125481 24280 2821 0
7.7 0.0136793 0.101637 0.0111936 0.0226218 0.133174 0.018042 0.0299875 0.150275 0.0239777 -0.00164827 0.00140062 0.0323762 7.6 7.8 334592 100407 21920 2592 0
7.9 0.0177399 0.0974911 0.0141289 0.0273051 0.124098 0.0214877 0.0392752 0.136667 0.0300634 -0.00273019 0.00241746 0.0337749 7.8 8 252680 76502 19244 2214 0
8.1 0.0236533 0.0901179 0.0176276 0.03496 0.118969 0.0252105 0.0488986 0.130366 0.034824 -0.0042168 0.00365884 0.0372413 8 8.2 188453 55651 16132 1958 0
8.3 0.0319476 0.0892268 0.0221268 0.046169 0.111847 0.0316911 0.0567439 0.121715 0.034047 -0.00609268 0.00491359 0.0395984 8.2 8.4 141273 40168 13375 1671 0
8.5 0.038601 0.0978244 0.025489 0.0502935 0.115213 0.0329214 0.072582 0.136796 0.0434702 -0.00915581 0.0073166 0.0421171 8.4 8.6 105032 28687 11186 1358 0
8.7 0.0486055 0.106556 0.0324323 0.0555053 0.118007 0.0364644 0.0883812 0.154975 0.0495632 -0.0132375 0.0100547 0.0410358 8.6 8.8 78526 20358 8670 1112 0
8.9 0.0651178 0.0954385 0.0392067 0.0608577 0.100769 0.0396132 0.125297 0.141951 0.0599948 -0.0181453 0.0114908 0.0422517 8.8 9 57616 14244 6620 976 0
9.1 0.0760918 0.099096 0.0398138 0.062195 0.0900512 0.0335835 0.141515 0.127576 0.0625006 -0.025762 0.0149467 0.0399181 9 9.2 42355 9710 4650 819 0
9.3 0.088052 0.0957484 0.0458312 0.0536671 0.0909803 0.0356193 0.143461 0.121508 0.0643304 -0.0351628 0.0156411 0.0432793 9.2 9.4 30869 6582 3017 683 0
9.5 0.107064 0.0883484 0.0500673 0.0469649 0.0846308 0.0312683 0.187253 0.107675 0.0870765 -0.0453864 0.0176633 0.0479478 9.4 9.6 22409 4408 1765 576 0
9.7 0.112138 0.100468 0.04888 0.0317121 0.0824973 0.0250504 0.215982 0.118407 0.0883607 -0.0601683 0.0218047 0.0524675 9.6 9.8 16325 2896 936 478 0
9.9 0.134721 0.0927051 0.0572025 0.0196989 0.0589276 0.0374527 0.217417 0.118078 0.0830089 -0.078786 0.0250719 0.0503552 9.8 10 11381 1925 396 395 0
10.1 0.149263 0.0854028 0.0654491 -0.0348718 0.0580847 0.0131841 0.285254 0.0704802 0.11349 -0.101538 0.0248643 0.0497956 10 10.2 8398 1248 195 318 0
10.3 0.153882 0.0640363 0.0737869 -0.0350595 0.0360842 0.0373941 0.250678 0.0986181 0.0836674 -0.115519 0.0149745 0.0578654 10.2 10.4 6044 902 87 284 0
10.5 0.121518 0.082599 0.0548482 -0.0583239 0.11923 0.0377797 0.282527 0.0571359 0.128372 -0.14528 0.022557 0.0566648 10.4 10.6 4161 506 23 187 0
10.7 0.116238 0.0628003 0.0392808 -0.0844307 0.145587 0.0908715 0.176776 0.0763379 0.0577351 -0.161354 0.0222172 0.0638342 10.6 10.8 2840 299 13 139 0
10.9 0.110699 0.0566075 0.056167 0.0213592 0.211427 0.24252 0.179693 0.0538923 0.0939915 -0.178641 0.0320132 0.0633173 10.8 11 1742 197 5 120 0
11.1 0.229093 0.0210156 0.156181 0.312427 0.388616 0.508978 0.312427 0.00683516 0.213322 -0.187573 0.0341079 0.0757638 11 11.2 949 96 2 54 0
11.3 0.116001 0.164914 0.063713 -0.178117 0.0422857 0.0923748 0.0946102 0.159159 0.0440921 -0.178117 0.0267523 0.100777 11.2 11.4 427 34 0 22 0
11.5 0.445378 0.0493238 0.262421 -0.12605 0.0296649 0.146677 0.37395 0.0994398 0.244239 -0.12605 0.0296649 0.146677 11.4 11.6 126 7 0 4 0
11.7 -0.047619 0.0142857 0.202381 -0.047619 -0.0213465 0.213251 -0.047619 -0.00238095 0.21164 -0.047619 -0.0213465 0.213251 11.6 11.8 21 0 0 0 0
11.9 -0.4 0.4 0.266667 -0.4 0.288889 0.266667 -0.4 0.288889 0.266667 -0.4 0.288889 0.266667 11.8 12 5 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
