#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 5.06632e-05 0.024084 -3.55241e-06 1.13669e-05 0.134428 -3.85941e-05 0 0.151784 -5.52334e-05 4.6477e-05 0.162641 -3.51856e-05 0 0.158045 -0.000118582 7.2 7.4 669405 493455 175950 31622 21516 6969
7.5 2.61194e-05 0.0219201 -6.37382e-06 2.58128e-05 0.13134 -4.31359e-05 0 0.148247 -7.10682e-05 0 0.1624 -5.77367e-05 0 0.149935 0 7.4 7.6 537819 382857 154962 29597 19233 6145
7.7 1.34628e-05 0.0201911 -1.49281e-05 2.10631e-05 0.129066 -8.63685e-05 6.95507e-05 0.141919 -9.69488e-06 0 0.155547 -0.000183318 0 0.144731 -0.000190512 7.6 7.8 439543 297114 142429 28756 17603 5285
7.9 4.29439e-06 0.0201413 -2.76831e-05 5.34661e-05 0.12149 -0.00021815 7.21553e-05 0.129481 -0.000155341 0.000125016 0.150079 -0.000305383 0 0.135366 -0.000409082 7.8 8 363786 232862 130924 27718 15998 5046
8.1 3.27009e-05 0.0199391 -1.92837e-05 0.00022564 0.112319 -0.000558627 0.000196572 0.117712 -0.00056694 0.00042346 0.143827 -0.00086014 0.000232883 0.131097 -0.000503675 8 8.2 294277 183481 110796 25436 14169 4294
8.3 5.53017e-05 0.019712 -9.45324e-05 0.000626267 0.112951 -0.00124057 0.000826712 0.115924 -0.00106403 0.00117509 0.138409 -0.00197287 0.00144928 0.13299 -0.000112736 8.2 8.4 232483 144661 87822 21773 11914 3450
8.5 0.000175411 0.0201429 -0.000188755 0.00156965 0.112559 -0.00307786 0.00119274 0.110806 -0.00242002 0.00250526 0.132604 -0.00400256 0.00169837 0.131174 -0.00347761 8.4 8.6 182186 114018 68168 18445 9979 2944
8.7 0.000380292 0.0198833 -0.000400639 0.00462461 0.111666 -0.00563968 0.00347815 0.100742 -0.00443978 0.00732422 0.135495 -0.00632681 0.00580672 0.13283 -0.00767464 8.6 8.8 141950 89405 52545 15238 8192 2411
8.9 0.0013913 0.020318 -0.000442342 0.0108397 0.106563 -0.00492611 0.00660993 0.0903683 -0.00466435 0.0147374 0.120203 -0.00465235 0.0237854 0.118761 -0.004124 8.8 9 110126 69719 40407 12103 6989 1976
9.1 0.00375333 0.0200481 -0.000234798 0.0236784 0.0992179 -0.000861268 0.0122396 0.0853544 -0.00204161 0.0320444 0.121173 -0.00176188 0.0342508 0.10811 -0.0021365 9 9.2 86023 55151 30872 9314 5586 1635
9.3 0.00891091 0.0200259 0.000402171 0.0467897 0.0987447 -0.000123907 0.0234012 0.0711331 -0.000667864 0.057237 0.117831 -0.000892762 0.0677837 0.110481 -0.00271439 9.2 9.4 68163 43991 24172 6880 4857 1313
9.5 0.020656 0.0216868 0.00343854 0.0846641 0.0855035 0.00277277 0.0380741 0.063802 0.000193585 0.118967 0.0962074 0.0114321 0.11289 0.0952922 0.0123652 9.4 9.6 56615 36890 19725 4964 4413 1187
9.7 0.045196 0.0206539 0.00704031 0.137529 0.0824366 0.0116802 0.0512104 0.0764349 0.00399239 0.181526 0.0883522 0.0160447 0.179007 0.0770418 0.0216811 9.6 9.8 47862 31640 16222 3222 3735 1067
9.9 0.0877235 0.0232595 0.0137786 0.211862 0.0738418 0.0313094 0.0668929 0.0790597 0.00810137 0.277195 0.0603589 0.0412597 0.272385 0.062927 0.0326967 9.8 10 43047 29137 13910 2063 3622 1061
10.1 0.148623 0.0210505 0.0199458 0.292186 0.0608951 0.0315188 0.0818815 0.0701963 0.0131735 0.356556 0.0599171 0.032051 0.36642 0.0415399 0.0288941 10 10.2 39672 27553 12119 1148 3531 947
10.3 0.226107 0.0183036 0.0258422 0.385556 0.0539396 0.0268259 0.110535 0.0671093 0.01147 0.458445 0.0412641 0.0317209 0.47479 0.0366355 0.0303455 10.2 10.4 37316 26682 10634 579 3357 952
10.5 0.307562 0.0211741 0.0211127 0.462995 0.0606037 0.0212156 0.119454 0.100374 -0.000177979 0.522388 0.0551697 0.0236859 0.575374 0.0397382 0.027062 10.4 10.6 33311 24704 8607 293 3015 869
