#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.666667 0.0833333 0.666667 0.8 0.0846153 0.8 0.8 0.0333333 0.8 8.625 8.875 27135 124 294 367
9.00 0.62963 0.179894 0.62963 0.709677 0.0577645 0.709677 0.701613 0.0483871 0.701613 8.875 9.125 46783 391 1001 1198
9.25 0.661017 0.338983 0.0283639 0.744932 0.0445413 0.0591817 0.777966 0.222034 0.0344959 9.125 9.375 216078 2453 5886 6065
9.50 0.624212 0.209121 0.0476601 0.730519 0.159389 0.0979213 0.777913 0.13758 0.0911989 9.375 9.625 767198 7888 12130 11992
9.75 0.692328 0.190227 0.105432 0.756752 0.148614 0.124192 0.797395 0.127956 0.107586 9.625 9.875 2.11434e+06 26392 31277 27593
10.00 0.883817 0.055577 0.0779588 0.905453 0.0456144 0.0818807 0.917062 0.035066 0.0806469 9.875 10.125 3.31104e+06 63383 67662 56930
10.25 0.931471 0.0240589 0.0649463 0.939759 0.0185701 0.061767 0.94287 0.0158936 0.0635712 10.125 10.375 2.4852e+06 67210 68207 54641
10.50 0.937121 0.015051 0.0586135 0.948113 0.012785 0.053454 0.949667 0.0117242 0.0538216 10.375 10.625 1.57789e+06 54782 54041 41394
10.75 0.944466 0.00851691 0.0572963 0.950297 0.00869614 0.0541202 0.954509 0.00563282 0.0564146 10.625 10.875 981104 42515 39679 29465
11.00 0.939112 0.00790912 0.0578824 0.951568 0.00524116 0.0545917 0.948694 0.00916779 0.0535429 10.875 11.125 606247 32694 27793 19943
11.25 0.922003 0.0101273 0.0496577 0.946848 0.00151199 0.0561643 0.942061 0.00842977 0.0514801 11.125 11.375 360163 23709 18036 12972
11.50 0.894976 0.00320202 0.053597 0.916193 0.00222009 0.0497719 0.923412 0.00681317 0.0509977 11.375 11.625 212274 14243 11684 7840
11.75 0.83689 0.00214845 0.0444098 0.855037 0.00288022 0.0486721 0.863218 0.00575036 0.0453101 11.625 11.875 124797 4776 7475 5024
12.00 0.71345 0.0188574 0.0366055 0.687223 0.019787 0.0404763 0.708783 0.0178533 0.0422772 11.875 12.125 72762 593 5169 3190
12.25 0.619048 0.0405268 0.0225564 0.482492 0.0237414 0.0346494 0.454545 0.0305696 0.0356574 12.125 12.375 42192 78 3290 1905
12.50 0.5625 0.0875 0.0240384 0.272386 0.0531957 0.0218231 0.250509 0.0449223 0.0378713 12.375 12.625 24290 16 1961 1185
12.75 0.285714 0 0.119048 0.169521 0.0670386 0.0239726 0.167979 0.0408563 0.0238112 12.625 12.875 13886 9 678 862
13.00 0.25 0 0.25 0.0757576 0.0940537 0.00533504 0.0717054 0.0201313 0.00968992 12.875 13.125 7837 4 73 545
13.25 0 0 0 0.142857 0.0238095 0.031746 0.0424403 0.0221664 0.00368063 13.125 13.375 4290 0 9 394
13.50 0 0 0 0 0 0 0.0363636 0.0219323 0.00832625 13.375 13.625 2286 0 0 223
13.75 0 0 0 0 0 0 0.0140845 0.0287726 -0.000408247 13.625 13.875 1178 0 0 73
14.00 0 0 0 0 0 0 0.166667 0.166667 0 13.875 14.125 540 0 0 6
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 251 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 76 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 28 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
