#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0510653 0.00756238 0.0440192 -0.0238271 0.0228076 0.0232768 0.0543123 -0.00369537 0.0478793 0.0666787 0.0136575 0.0430334 8.625 8.875 37778 763 49 111 161
9 -0.00144216 0.00937122 0.00374724 0.0096474 0.0240826 0.0224064 0.0115761 0.00559232 0.0144945 0.00886057 0.0215532 0.0127354 8.875 9.125 61681 2696 195 452 554
9.25 0.0136509 0.0108252 0.00902887 0.0172531 0.0106038 0.017222 0.00269669 0.0122333 0.000161968 0.0140499 0.0129106 0.00831359 9.125 9.375 254091 18847 1234 3081 3770
9.5 0.0695148 0.0299946 0.0263629 0.0632887 0.0372366 0.0251877 0.0851302 0.0310678 0.0370732 0.0873463 0.0372963 0.032451 9.375 9.625 758659 50681 4495 7385 8269
9.75 0.101276 0.0331565 0.013806 0.10966 0.0398638 0.0161542 0.147696 0.0450356 0.0210263 0.150677 0.0503736 0.0205576 9.625 9.875 1.92647e+06 176443 17326 21794 22159
10 0.148261 0.0441857 0.0148465 0.153529 0.0504651 0.0181679 0.181678 0.0504377 0.0155925 0.18323 0.0502207 0.0160137 9.875 10.125 3.00623e+06 457688 49333 56604 54676
10.25 0.185221 0.0542077 0.0178199 0.19 0.0568148 0.0190003 0.221366 0.0600283 0.0217292 0.217375 0.0582162 0.0187706 10.125 10.375 2.32566e+06 475088 54697 61066 56160
