#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.175886 0.0610869 0.01573 0.178771 0.0685826 0.0125592 0.209513 0.0670694 0.0188365 0.205191 0.0647744 0.0176365 7.2 7.4 745627 179937 22314 23314 20145
7.5 0.182826 0.0551199 0.0186335 0.187783 0.0607321 0.017112 0.219708 0.0592188 0.018849 0.209166 0.0605734 0.0161493 7.4 7.6 642593 167149 21534 22468 19291
7.7 0.191197 0.0545778 0.0164329 0.189952 0.0594521 0.0158406 0.226597 0.0604062 0.0183016 0.217997 0.0572479 0.0199717 7.6 7.8 535083 147433 19578 20646 17290
7.9 0.205109 0.0528828 0.0199065 0.198081 0.0560309 0.0213498 0.235284 0.0632516 0.0243324 0.232464 0.0567779 0.0196465 7.8 8 435696 126086 17490 18247 15421
8.1 0.226875 0.0535122 0.022312 0.218981 0.0568607 0.0233142 0.253568 0.0603706 0.022341 0.241291 0.0615107 0.0156835 8 8.2 350338 106810 15215 15902 13397
8.3 0.258385 0.0557862 0.0269235 0.241035 0.0487988 0.0284008 0.279865 0.0617471 0.0269644 0.269305 0.0616837 0.0236257 8.2 8.4 281516 91927 13358 14135 11560
8.5 0.261601 0.0599146 0.0204197 0.253729 0.0561863 0.0252663 0.279188 0.0647024 0.0195793 0.278092 0.0601462 0.0263833 8.4 8.6 232515 83912 12476 12632 10404
8.7 0.260257 0.0557294 0.0223319 0.24803 0.0533536 0.0249971 0.279069 0.058345 0.0198923 0.280189 0.0597124 0.0218869 8.6 8.8 190173 72072 11293 10834 8850
8.9 0.25461 0.0606248 0.0193296 0.243241 0.0556012 0.0232875 0.282403 0.057975 0.0204011 0.261127 0.0681512 0.00839379 8.8 9 154691 59021 9963 9264 7576
9.1 0.263052 0.0518817 0.0245495 0.240197 0.0463903 0.0226028 0.283283 0.0570075 0.023253 0.289346 0.0483166 0.0277196 9 9.2 126476 47845 8513 7754 6305
9.3 0.265856 0.0537363 0.0199577 0.235111 0.0528078 0.0194498 0.276917 0.0603914 0.0212889 0.291126 0.0528353 0.0206512 9.2 9.4 105111 39351 7124 6568 5409
9.5 0.2705 0.0552186 0.0196855 0.227095 0.0529269 0.0230968 0.281747 0.0602881 0.0117593 0.295593 0.0508755 0.0222015 9.4 9.6 88931 32835 5527 5772 4746
9.7 0.276219 0.0513044 0.0234861 0.210938 0.0529807 0.0323214 0.287163 0.0556349 0.0188933 0.298603 0.0542137 0.0196649 9.6 9.8 75670 27354 4126 4852 4185
9.9 0.276212 0.0553273 0.0197285 0.175741 0.0680767 0.0156838 0.296729 0.0555918 0.0181793 0.314659 0.0481167 0.0255015 9.8 10 64949 23203 2728 4332 3708
10.1 0.277708 0.0541304 0.0192312 0.172843 0.0665208 0.0354581 0.295963 0.0466958 0.0188999 0.305643 0.0497956 0.021473 10 10.2 56812 19847 1600 4021 3310
10.3 0.284491 0.0524764 0.0175171 0.107629 0.0951836 0.0141548 0.30998 0.0475017 0.0206379 0.303361 0.0516515 0.0179904 10.2 10.4 50189 17150 740 3771 3008
10.5 0.285705 0.0463887 0.0245992 0.139199 0.11149 0.0357283 0.289751 0.0469096 0.022826 0.308928 0.0433437 0.0239931 10.4 10.6 43326 14090 322 3303 2665
10.7 0.261353 0.0421175 0.0193128 0.17591 0.0618295 0.0750036 0.266422 0.0320773 0.0299406 0.292228 0.0379414 0.0201186 10.6 10.8 34360 10585 112 2564 2106
10.9 0.235707 0.0309508 0.0256111 0.0787425 0.213611 -0.0165211 0.199167 0.0438232 0.0227012 0.265255 0.0215104 0.0275998 10.8 11 23974 6815 42 1522 1574
11.1 0.169203 0.0347522 0.0231742 0.0931948 0.26246 0.0256441 0.0949975 0.0486465 0.0233956 0.214631 0.0274733 0.0334443 11 11.2 12963 3338 7 634 907
11.3 0.115811 0.0407726 0.0276651 0.251244 0.0213508 1.0503 0.0498554 0.0779904 0.0271103 0.136889 0.0344262 0.0428562 11.2 11.4 5891 1270 1 144 411
11.5 0.0649991 0.0348955 0.0255569 -0.854404 0.0462738 0.0568233 0.145596 0.0233591 0.253843 0.0512565 0.0642729 0.0180393 11.4 11.6 2004 335 0 10 106
11.7 0.0243791 0.0460193 0.0115663 -0.943363 0.0609097 0.0220882 -0.943363 0.0637594 0.0220882 0.0566372 0.0243905 0.0582819 11.6 11.8 627 62 0 0 26
11.9 -0.065268 0.102305 0.0132203 -0.974359 0.0420673 0.010097 -0.974359 0.043109 0.010097 0.025641 0.0381888 0.0129828 11.8 12 167 11 0 0 2
12.1 0.0526316 -0.0213816 1.05263 -0.947368 -0.00501251 0.0526316 -0.947368 -0.00501251 0.0526316 -0.947368 -0.00501251 0.0526316 12 12.2 20 1 0 0 0
12.3 -1 0.333333 0 -1 0.333333 0 -1 0.333333 0 -1 0.333333 0 12.2 12.4 5 0 0 0 0
12.5 0 0 1 0 0 1 0 0 1 0 0 1 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
