#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0727644 0.0328272 0.0247171 0.233189 0.0866074 0.0335485 0.236801 0.0949996 0.0366541 0.269335 0.097142 0.0363005 0.259746 0.0974782 0.0335773 7.2 7.4 741118 559463 181655 22804 23714 19854
7.5 0.0738959 0.0321759 0.0240868 0.239045 0.0831944 0.0339954 0.241905 0.0872039 0.0364246 0.273647 0.092168 0.0359225 0.269086 0.088958 0.0336996 7.4 7.6 632937 466751 166186 22021 22730 18626
7.7 0.0758797 0.0294959 0.0235674 0.250326 0.0797405 0.0334974 0.252 0.0815643 0.0372212 0.284681 0.0886129 0.0356025 0.274298 0.0859752 0.031034 7.6 7.8 527243 380774 146469 19996 20732 17069
7.9 0.0767967 0.0255926 0.0202356 0.266891 0.0758576 0.0306139 0.259593 0.0802308 0.0286049 0.299034 0.0830201 0.0341693 0.290025 0.0826331 0.0330518 7.8 8 428273 303698 124575 17643 18222 14947
8.1 0.08264 0.0237411 0.0205248 0.296362 0.0728699 0.0305988 0.292637 0.0678906 0.0340143 0.317148 0.0795327 0.0294079 0.308242 0.0761436 0.0251273 8 8.2 343349 237863 105486 15538 16002 12886
8.3 0.0889278 0.0236357 0.0189373 0.330441 0.0710107 0.0323225 0.31745 0.0659085 0.0346873 0.344025 0.0742269 0.0280354 0.340477 0.0724054 0.031256 8.2 8.4 278081 185780 92301 13725 14185 11152
8.5 0.0972308 0.0199175 0.019569 0.339852 0.0695786 0.0284269 0.332944 0.0654162 0.0322912 0.356561 0.0722312 0.0258198 0.356084 0.0680647 0.0272796 8.4 8.6 228708 145098 83610 12852 12758 10051
8.7 0.106982 0.0189246 0.0226132 0.346753 0.0623792 0.0277293 0.338508 0.0564721 0.0291429 0.365087 0.0659873 0.0236304 0.362822 0.0661114 0.0228242 8.6 8.8 187048 115337 71711 11660 10844 8704
8.9 0.121943 0.0154776 0.023821 0.365991 0.0574541 0.0269388 0.354636 0.0512998 0.0291998 0.392389 0.0600336 0.0291969 0.381478 0.0602515 0.023558 8.8 9 151149 93052 58097 10202 9223 7159
9.1 0.137145 0.0134142 0.0260058 0.387913 0.0499235 0.0263795 0.373537 0.0399331 0.0350811 0.404835 0.0550707 0.0218334 0.416111 0.0475208 0.0267904 9 9.2 123926 76882 47044 8714 7818 6145
9.3 0.157214 0.0123852 0.0277717 0.412718 0.040501 0.0261465 0.377299 0.0429581 0.0303228 0.430306 0.0423149 0.022575 0.443787 0.0409802 0.0247518 9.2 9.4 103118 64479 38639 7233 6507 5070
9.5 0.177938 0.00849964 0.0278036 0.437853 0.0428208 0.0235823 0.385222 0.0434628 0.0299314 0.447935 0.0503084 0.016321 0.46065 0.0446154 0.021936 9.4 9.6 87763 55227 32536 5711 5762 4676
9.7 0.199971 0.00808658 0.0279124 0.462707 0.0395513 0.0171995 0.384357 0.0430802 0.0198142 0.487633 0.0336497 0.0236569 0.486763 0.0447416 0.0157292 9.6 9.8 74958 47902 27056 4168 4973 4004
9.9 0.227415 0.00750294 0.0288225 0.503332 0.0338224 0.019237 0.393049 0.0440125 0.0301133 0.52681 0.0348817 0.0173987 0.546265 0.0213099 0.0298399 9.8 10 64321 41211 23110 2791 4476 3588
10.1 0.264185 0.010039 0.0334764 0.536921 0.0383234 0.0137041 0.411942 0.047004 0.02705 0.553417 0.034596 0.0154813 0.564478 0.0354038 0.0169899 10 10.2 57243 37417 19826 1658 4053 3350
10.3 0.300529 0.021071 0.0315898 0.583707 0.0306434 0.0166836 0.411301 0.0659384 0.0175777 0.611643 0.0233856 0.0227717 0.602158 0.0290984 0.0144326 10.2 10.4 50381 33441 16940 761 3865 2873
10.5 0.347272 0.0275577 0.0322157 0.621401 0.0418497 0.00623089 0.423611 0.0763889 0.0290533 0.629065 0.0396221 0.00431144 0.658903 0.037806 0.00951695 10.4 10.6 43680 29438 14242 288 3413 2662
10.7 0.393055 0.0451251 0.0197011 0.658221 0.0470734 0.00388443 0.562044 0.0938004 0.0539793 0.645574 0.0469983 0.00345653 0.691001 0.049875 0 10.6 10.8 34790 24134 10656 137 2655 2178
10.9 0.48044 0.037353 0.0181606 0.709769 0.0515537 0.000885963 0.727273 0.139394 0.0606061 0.67559 0.0513587 -0.000142634 0.75266 0.0390877 0.00851893 10.8 11 23673 16999 6674 44 1569 1504
11.1 0.592113 0.0398533 0.0162995 0.77382 0.0515357 0.00206685 0.714286 0.152381 0.047619 0.714497 0.0650948 0.00144106 0.80022 0.0461754 0.00508064 11 11.2 13031 9662 3369 14 676 911
11.3 0.736712 0.0417111 0.0238546 0.861252 0.036298 0.0055536 1 0 1 0.72 0.113333 -0.00868213 0.905914 0.0103164 0.0362071 11.2 11.4 5622 4440 1182 1 125 372
11.5 0.867492 0.0263876 0.0405692 0.931148 0.0184928 0.0263856 0 0 0 0.909091 0.0909091 0.194805 0.947368 0.00116098 0.0462695 11.4 11.6 1920 1615 305 0 11 114
11.7 0.933945 0.0144022 0.0328214 0.942308 0.0576923 0.00752509 0 0 0 0 0 0 0.846154 0.153846 -0.0538461 11.6 11.8 597 545 52 0 0 13
11.9 0.974359 0.00421244 0.0362146 1 0 0.0769231 0 0 0 0 0 0 0 1 0 11.8 12 124 117 7 0 0 0
12.1 1 0 0.0454546 0 1 0 0 0 0 0 0 0 0 0 0 12 12.2 23 23 0 0 0 0
12.3 1 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 3 3 0 0 0 0
12.5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
