#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.1225e-05 0.0218746 3.88699e-06 1.14707e-05 0.129477 -1.34696e-05 2.98963e-05 0.149429 -1.0702e-06 0 0.164651 0 0 0.150284 0 7.2 7.4 654743 480385 174358 33449 18683 3538
7.5 1.8838e-05 0.0198424 -1.50597e-06 1.8816e-05 0.128881 -7.24782e-06 0 0.146084 -3.08709e-05 5.84215e-05 0.15934 7.74598e-07 0 0.136587 0 7.4 7.6 531028 371589 159439 32253 17117 3222
7.7 3.48929e-06 0.0184771 -4.98765e-06 3.37075e-05 0.118592 -5.14316e-06 0 0.133042 -3.07097e-05 0.00012529 0.1543 5.84403e-05 0 0.148322 0 7.6 7.8 434926 286591 148335 31999 15963 2829
7.9 4.49863e-06 0.0177424 -1.40048e-05 6.86902e-05 0.112546 -1.48359e-05 9.96843e-05 0.123598 -2.95346e-06 6.93433e-05 0.147429 -7.07421e-05 0 0.141278 0 7.8 8 353313 222290 131023 30095 14421 2654
8.1 1.7147e-05 0.0181594 -1.76127e-05 0.000284282 0.108428 0 0.000497056 0.118305 0.000172894 0.000404008 0.140684 -2.62108e-05 0.000453926 0.143969 -4.93448e-05 8 8.2 280487 174958 105529 26154 12376 2203
8.3 8.67503e-05 0.0181363 -1.39691e-05 0.000689956 0.111003 -5.14305e-05 0.000529871 0.114899 -8.58163e-05 0.00123328 0.140339 -6.22669e-05 0.00375134 0.131955 0.00202621 8.2 8.4 220942 138328 82614 22647 10541 1866
8.5 0.000201417 0.0181747 -3.95587e-05 0.00182041 0.109896 -2.22166e-05 0.001528 0.107887 1.91433e-06 0.00316742 0.135581 0 0.00592105 0.136936 0.000773994 8.4 8.6 172948 109226 63722 18979 8840 1520
8.7 0.00045209 0.0190548 -0.000227142 0.00455198 0.108507 -0.000135902 0.00274252 0.0987751 0 0.00688705 0.138817 -0.000357091 0.00884956 0.119625 -0.000765827 8.6 8.8 135036 86266 48770 15679 7260 1356
8.9 0.00156349 0.0191473 -0.00016116 0.0113784 0.102476 0.000650191 0.00714344 0.0895409 0 0.0168996 0.13446 0.000901015 0.0169173 0.117093 -0.00137539 8.8 9 103518 66518 37000 12319 6154 1064
9.1 0.00448431 0.0191747 0.000424765 0.0222675 0.101866 0.000917276 0.0105113 0.0812713 0 0.0363707 0.12597 0.00307753 0.0358343 0.0976552 0.00652594 9 9.2 80606 52628 27978 9133 5114 893
9.3 0.0110225 0.0202764 0.00191225 0.0454545 0.100851 0.00486803 0.0206961 0.0761325 0.00245347 0.059151 0.12469 0.00481782 0.0620384 0.116588 0.0114432 9.2 9.4 62960 41642 21318 6378 4311 677
9.5 0.0236402 0.0217386 0.00393491 0.0795406 0.0962148 0.00925386 0.0273145 0.0800228 -0.00167792 0.119665 0.105843 0.0275519 0.105882 0.11259 0.00980392 9.4 9.6 50213 33756 16457 4137 3702 595
9.7 0.0460818 0.0229035 0.00942957 0.138188 0.0866835 0.0235324 0.0557452 0.0663609 0.0126952 0.17555 0.0979375 0.022579 0.180812 0.0895134 0.0339717 9.6 9.8 41931 28623 13308 2637 3321 542
9.9 0.0826104 0.0246428 0.0140828 0.192311 0.0854764 0.0289841 0.04405 0.0855797 0 0.249268 0.0844085 0.0369049 0.284254 0.0619786 0.0475279 9.8 10 36389 25360 11029 1521 3073 489
10.1 0.139935 0.0242641 0.0208312 0.27844 0.0650809 0.0394072 0.0752972 0.0736927 0.0171154 0.352103 0.0595248 0.0473865 0.369615 0.0808359 0.0225826 10 10.2 32777 23468 9309 757 2948 441
10.3 0.212816 0.0213141 0.0248823 0.353196 0.0673599 0.034627 0.106329 0.0742639 0.022217 0.418842 0.0631722 0.0320249 0.498845 0.0414597 0.0482429 10.2 10.4 29544 21925 7619 395 2643 433
10.5 0.284191 0.024011 0.0222547 0.435566 0.0554726 0.0328278 0.135135 0.10089 0.0160875 0.494113 0.0479274 0.0312288 0.548781 0.0439797 0.0373126 10.4 10.6 25805 19698 6107 185 2378 410
10.7 0.347429 0.0352097 0.013847 0.514331 0.0554826 0.0238228 0.168831 0.0930736 0.0279861 0.549807 0.0528036 0.0266665 0.645646 0.0494763 0.0121052 10.6 10.8 20334 15868 4466 77 1817 333
10.9 0.416187 0.0414354 0.0163151 0.581659 0.0627694 0.0200542 0.227273 0.122727 0.0672727 0.567736 0.0543405 0.0196159 0.75 0.034 0.0304878 10.8 11 13857 11120 2737 22 1122 292
11.1 0.475983 0.0685201 0.00334761 0.634815 0.0858425 0.0181481 0.428571 0.238095 0.228571 0.558824 0.0866907 0.0152991 0.819672 0.0389137 0.0222037 11 11.2 7075 5725 1350 7 544 183
11.3 0.57247 0.100437 0.0034588 0.715328 0.0807242 0.0331579 0.5 0.5 0 0.596154 0.0887777 0.0145936 0.914286 0.0199248 0.0635394 11.2 11.4 2605 2194 411 2 156 70
11.5 0.669941 0.117882 0.032157 0.747126 0.112249 0.0169677 1 0 1 0.64 0.151667 0.118261 0.941176 0.0153453 0.0661765 11.4 11.6 596 509 87 1 25 17
11.7 0.7375 0.110601 0.0398256 0.916667 0.0833333 0.138889 0 0 0 0.666667 0.333333 0 1 0 0.25 11.6 11.8 92 80 12 0 3 2
11.9 0.625 0.375 -0.0892857 1 0 1 0 0 0 0 0 0 1 0 1 11.8 12 9 8 1 0 0 1
12.1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
