#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.947576 0.0199871 0.0455746 0.964462 0.00993717 0.0466504 0.964539 0.0120824 0.0409241 7.2 7.4 751861 21374 22747 20411
7.5 0.95286 0.0147122 0.0418284 0.964492 0.0127513 0.0383993 0.967723 0.0105438 0.0373724 7.4 7.6 651939 20861 21997 19551
7.7 0.954613 0.015232 0.041714 0.967038 0.0111635 0.0374918 0.972156 0.00915211 0.0395945 7.6 7.8 544552 18910 20362 18054
7.9 0.947741 0.0193897 0.0358753 0.96898 0.00948185 0.0363954 0.96993 0.00985688 0.0359809 7.8 8 443113 17100 18278 16048
8.1 0.937005 0.0231586 0.0311279 0.968272 0.0103814 0.0336766 0.96773 0.0111368 0.0329271 8 8.2 357548 14720 15951 13962
8.3 0.943182 0.0126734 0.0372007 0.967435 0.00789207 0.0342155 0.972532 0.00576758 0.0382411 8.2 8.4 286682 12896 13958 12190
8.5 0.940186 0.013518 0.0385497 0.969128 0.00463098 0.0390581 0.965638 0.00905269 0.0357934 8.4 8.6 235867 11761 12836 10720
8.7 0.925198 0.0206099 0.0319132 0.960119 0.00824046 0.0358912 0.961843 0.00936019 0.0294265 8.6 8.8 193671 10859 10842 9230
8.9 0.916893 0.0146431 0.0344606 0.952147 0.00718492 0.0331892 0.96515 0.00378066 0.0349856 8.8 9 158640 9614 9301 7889
9.1 0.893238 0.0190709 0.0243996 0.937833 0.00635475 0.0302238 0.950368 0.00731552 0.0312506 9 9.2 128806 8404 7751 6642
9.3 0.893899 0.00668383 0.0370103 0.925168 0.00664341 0.0305513 0.945877 0.00289708 0.039079 9.2 9.4 107053 6925 6580 5635
9.5 0.873309 0.0134909 0.0285965 0.899539 0.0150455 0.0270726 0.932379 0.00499904 0.0400944 9.4 9.6 90431 5435 5665 5000
9.7 0.866434 0.0105276 0.0308254 0.86651 0.0189146 0.0234635 0.89832 0.0179996 0.0288464 9.6 9.8 76151 3991 4906 4284
9.9 0.880933 0.00350833 0.0446929 0.81343 0.0280429 0.0186384 0.853144 0.0244525 0.0210008 9.8 10 64882 2694 4237 3861
10.1 0.871901 0.0112453 0.0286172 0.745748 0.0375518 0.0125036 0.802057 0.0170978 0.0285172 10 10.2 56449 1530 3880 3249
10.3 0.834356 0.0151425 0.0316035 0.667263 0.0385221 0.0104833 0.694764 0.0430047 0.0105249 10.2 10.4 49743 725 3552 3062
10.5 0.854167 0.0016892 0.0595238 0.587757 0.0300035 0.0202513 0.636997 0.015578 0.0277429 10.4 10.6 42773 277 3210 2736
10.7 0.784615 0.00848806 0.117949 0.539506 0.0368335 0.0205107 0.54609 0.0236567 0.0209734 10.6 10.8 34135 113 2436 2238
10.9 0.578947 0.190283 -0.0119617 0.540845 0.0203251 0.0516587 0.432589 0.0331419 0.0269527 10.8 11 23708 29 1521 1573
11.1 0.846154 0.010989 0.179487 0.548315 0.0270622 0.0825612 0.345382 0.039736 0.042575 11 11.2 13174 15 596 894
11.3 0 1 0 0.457627 0.0160571 0.124294 0.261905 0.02099 0.0686532 11.2 11.4 6054 1 140 427
11.5 0 0 0 0.571429 0.142857 0.571429 0.155963 0.0512439 0.0427558 11.4 11.6 2193 0 7 121
11.7 0 0 0 0 0 0 0.0952381 0.0426929 0.0952381 11.6 11.8 672 0 0 22
11.9 0 0 0 0 0 0 0 0.25 0 11.8 12 173 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 42 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
