#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00511978 0.0530706 0.00466033 0.0478094 0.160671 0.0420405 0.083344 0.216399 0.0685243 0.0852273 0.250437 0.0728816 0 0 0 7.2 7.4 385056 308021 77035 7775 176 0
7.5 0.0058125 0.0548461 0.00524159 0.0506035 0.167323 0.0433481 0.0882927 0.214462 0.0730996 0.0971429 0.221039 0.0813534 0 0 0 7.4 7.6 291518 228301 63217 7679 175 0
7.7 0.00778634 0.0566259 0.00702474 0.0556872 0.164067 0.0460765 0.0899555 0.216834 0.0704891 0.08 0.238182 0.0609524 0 0 0 7.6 7.8 215498 166959 48539 6959 150 0
7.9 0.0101467 0.0575278 0.00898735 0.0623488 0.16753 0.0491071 0.0970684 0.220472 0.0741708 0.122137 0.217732 0.10272 0 0 0 7.8 8 157052 121911 35141 6140 131 0
8.1 0.0127099 0.0564777 0.0109711 0.0713837 0.164252 0.0517857 0.11133 0.214663 0.0806128 0.155172 0.211734 0.119774 0 0 0 8 8.2 112871 88986 23885 5075 116 0
8.3 0.0163794 0.0561981 0.0135888 0.0806372 0.16318 0.0552786 0.126548 0.213157 0.0832782 0.0779221 0.312322 0.035187 0 0 0 8.2 8.4 80363 64105 16258 4117 77 0
8.5 0.0199827 0.0589748 0.01585 0.0916796 0.17213 0.0588113 0.128675 0.213264 0.0800566 0.184783 0.175683 0.13415 0 0 0 8.4 8.6 57113 46140 10973 3435 92 0
8.7 0.023697 0.0603171 0.0176425 0.102935 0.171155 0.0612188 0.140887 0.197295 0.0872381 0.128571 0.259664 0.0785714 0 0 0 8.6 8.8 40325 33000 7325 2683 70 0
8.9 0.0288108 0.0585977 0.0195326 0.116632 0.177916 0.0738127 0.14375 0.197268 0.0861093 0.288462 0.185223 0.208462 0 0 0 8.8 9 28387 23637 4750 2080 52 0
9.1 0.0372576 0.0605334 0.0235601 0.141554 0.163173 0.0782399 0.167785 0.18422 0.0976213 0.288889 0.247696 0.158454 0 0 0 9 9.2 19632 16453 3179 1639 45 0
9.3 0.0436897 0.0619814 0.0255464 0.142708 0.158187 0.0700547 0.145719 0.185355 0.0740349 0.361111 0.172222 0.236111 0 0 0 9.2 9.4 13426 11513 1913 1098 36 0
9.5 0.0508475 0.0652917 0.0265676 0.171244 0.14686 0.0902872 0.17036 0.147985 0.0924742 0.277778 0.222222 0.116487 0 0 0 9.4 9.6 8967 7729 1238 722 36 0
9.7 0.0582777 0.0643564 0.0299533 0.1491 0.163095 0.057951 0.103604 0.161155 0.0501152 0.363636 0.105114 0.170088 0 0 0 9.6 9.8 6166 5388 778 444 33 0
9.9 0.070764 0.062396 0.0321468 0.168919 0.145438 0.066585 0.0877193 0.135053 0.0364372 0.428571 0.133929 0.193277 0 0 0 9.8 10 3991 3547 444 228 21 0
10.1 0.0755735 0.0735906 0.0325731 0.17803 0.128159 0.0753113 0.105263 0.104527 0.041043 0.526316 0.120743 0.267057 0 0 0 10 10.2 2487 2223 264 114 19 0
10.3 0.0641361 0.0837757 0.0172996 0.17284 0.12487 0.0599363 0.115385 0.0688259 0.0753846 0.4 0.190909 0.209524 0 0 0 10.2 10.4 1690 1528 162 52 15 0
10.5 0.0810256 0.0638507 0.0210256 0.207792 0.14853 0.0600649 0.0666667 0.183333 0.0166667 0.285714 0.214286 0.119048 0 0 0 10.4 10.6 1052 975 77 15 14 0
10.7 0.0824373 0.0813054 0.0191962 0.235294 0.108456 0.110294 0.25 0.0833333 0.25 0.142857 0.257143 0.031746 0 0 0 10.6 10.8 609 558 51 8 14 0
10.9 0.124646 0.0489876 0.0519186 0.133333 0.233333 0.00833334 0 0.25 0 0.428571 0.171429 0.285714 0 0 0 10.8 11 383 353 30 5 7 0
11.1 0.0526316 0.133936 0.000548247 0.5 0 0.357143 0 0 0 0.333333 0.166667 0.333333 0 0 0 11 11.2 143 133 10 1 3 0
11.3 0.104478 0.0906443 0.0544776 0 0.571429 0 0 0 0 0 0.333333 0 0 0 0 11.2 11.4 69 67 2 0 1 0
11.5 0.0588235 0.241176 -0.0152505 0 1 0 0 0 0 0 1 0 0 0 0 11.4 11.6 17 17 0 0 0 0
11.7 0.6 0 0.6 1 0 1 0 0 0 1 0 1 0 0 0 11.6 11.8 6 5 1 0 1 0
11.9 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 1 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
