#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00914361 0.0217698 0.0089639 -0.00365711 0.0892728 0.00153652 0.0241079 0.029088 0.0216416 0.0122298 0.0405189 0.0125364 8.625 8.875 28043 1955 118 333 359
9 0.00139643 0.00911399 0.00264211 0.0123767 0.000908993 0.0186095 -0.011705 0.0129455 -0.00217021 -0.00471719 0.00662874 -0.000102013 8.875 9.125 48272 5946 388 1030 1246
9.25 0.0258802 0.0226431 0.0239467 0.027533 0.0242377 0.0271959 0.0310609 0.0255186 0.0288268 0.0255804 0.0169418 0.0235192 9.125 9.375 218496 31478 2202 5650 6109
9.5 0.0740689 0.0455268 0.059338 0.0560817 0.0454104 0.0454595 0.092105 0.0509581 0.0723789 0.106915 0.059742 0.086063 9.375 9.625 758943 75609 7217 11253 11437
9.75 0.0824721 0.0396246 0.0400671 0.0857327 0.0506223 0.0445088 0.123388 0.0592674 0.0608131 0.137814 0.0654851 0.0668486 9.625 9.875 2.06882e+06 234873 24358 29061 26523
10 0.0982265 0.0564455 0.028219 0.10254 0.0615699 0.0307359 0.128068 0.0688506 0.0325903 0.136239 0.0671905 0.0335866 9.875 10.125 3.24715e+06 527399 60559 65482 56856
10.25 0.11632 0.0657934 0.0230235 0.122607 0.071576 0.0245717 0.146542 0.0711858 0.0224004 0.146243 0.0690887 0.0235868 10.125 10.375 2.45654e+06 525094 64986 67109 54811
