#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -3.32979e-06 0.104054 -1.58062e-05 1.54625e-05 0.123585 1.64491e-05 -4.82724e-05 0.137442 -8.11727e-05 -4.82724e-05 0.126247 -9.17468e-05 7.2 7.4 675184 178005 31380 22430 8445
7.5 9.24276e-06 0.110146 -0.000123135 -1.03224e-05 0.123537 -0.000110923 -1.03224e-05 0.13874 -0.000251448 -1.03224e-05 0.128083 -5.71465e-05 7.4 7.6 540842 153334 28617 19707 7313
7.7 4.39673e-05 0.111765 -0.0002391 2.32284e-05 0.12051 -0.00013037 4.20169e-05 0.13878 -0.000444265 -1.31829e-05 0.126765 -0.000295662 7.6 7.8 443405 139982 27464 18116 6528
7.9 6.878e-05 0.103067 -0.000568558 -8.41443e-06 0.109599 -0.000422902 0.000297041 0.126162 -0.00096436 0.000159455 0.114928 -0.000638652 7.8 8 367230 129543 26436 16369 5957
8.1 0.000226897 0.0954617 -0.00123913 0.000169381 0.0987011 -0.00126784 0.000381508 0.124407 -0.00185321 0.000168171 0.113563 -0.00197112 8 8.2 299332 112001 24825 14509 4995
8.3 0.000818928 0.0922651 -0.00237561 0.000804248 0.0953643 -0.00191999 0.000959439 0.119192 -0.0041634 0.00155514 0.107983 -0.00357101 8.2 8.4 236259 89269 21284 12406 4259
8.5 0.00226003 0.0913457 -0.0039381 0.0016964 0.0909984 -0.00387685 0.00398088 0.11359 -0.00569379 0.00289304 0.117563 -0.00663797 8.4 8.6 185487 69711 17860 10267 3548
8.7 0.00485908 0.0910331 -0.00581558 0.00357707 0.0835595 -0.00471184 0.00582895 0.111642 -0.0103564 0.00826868 0.105896 -0.0071664 8.6 8.8 145298 54214 15107 8496 2956
8.9 0.0115835 0.0865759 -0.00814729 0.00738146 0.0745676 -0.00664636 0.0160392 0.102964 -0.00847372 0.0172676 0.102314 -0.00926759 8.8 9 112319 41217 12129 6995 2374
9.1 0.0239923 0.0833972 -0.00692579 0.0125118 0.0685328 -0.00759292 0.0328982 0.100899 -0.00914874 0.0376372 0.0862755 -0.0103634 9 9.2 88014 32014 9306 5845 1983
9.3 0.0405309 0.0809869 -0.00698693 0.0178577 0.0588639 -0.00204376 0.0525767 0.103524 -0.00820339 0.0669342 0.0850401 -0.00210398 9.2 9.4 71011 25383 7052 4935 1615
9.5 0.0694162 0.0741628 0.00173964 0.0132494 0.065608 -0.00212271 0.0985204 0.0825523 0.0081559 0.101664 0.0924323 0.00491685 9.4 9.6 58690 20716 5113 4444 1417
9.7 0.104148 0.0701737 0.0161871 0.0119982 0.0718648 0.00652614 0.147095 0.06728 0.0252788 0.161063 0.0650436 0.0298989 9.6 9.8 50746 17567 3551 4051 1351
9.9 0.127815 0.0761694 0.0230007 -0.0130295 0.0808968 0.0121657 0.176578 0.0712378 0.0273237 0.179271 0.0743483 0.0162546 9.8 10 45429 14961 2191 3765 1282
10.1 0.149958 0.0680121 0.0230757 -0.0619368 0.086762 0.0135064 0.212284 0.0615251 0.0315602 0.235064 0.0343059 0.0363662 10 10.2 42673 13287 1357 3724 1176
10.3 0.165509 0.0631431 0.0307836 -0.0881893 0.085949 0.0399838 0.235237 0.0440511 0.0418368 0.25294 0.0469255 0.0271597 10.2 10.4 40074 11751 711 3639 1168
10.5 0.160866 0.0635797 0.0267673 -0.154027 0.117469 0.009872 0.21685 0.060947 0.0293345 0.270954 0.0471981 0.0267688 10.4 10.6 35707 9599 335 3158 1036
10.7 0.16655 0.0499829 0.0311518 -0.0968741 0.0919839 0.0539047 0.181029 0.0505261 0.0234468 0.279333 0.0270983 0.0325171 10.6 10.8 28750 6935 130 2464 902
10.9 0.159086 0.0387053 0.0271858 -0.115951 0.192683 0.0343823 0.154345 0.0292746 0.0315804 0.280855 0.0285615 0.0334352 10.8 11 18603 4292 35 1551 653
11.1 0.153547 0.0314171 0.0238978 0.234459 0.101408 0.179122 0.0887162 0.0299557 0.0245835 0.278027 0.0113315 0.0463923 11 11.2 9660 2042 9 693 431
11.3 0.140753 0.00919873 0.0478131 0.356534 -0.0196632 1.08881 0.075097 0.0412005 0.0771273 0.207183 -0.00414145 0.0773853 11.2 11.4 3437 621 1 167 154
11.5 0.141631 0.00276172 0.0652972 -0.771755 0.954009 0.0836173 0.0703506 0.0926154 0.0507802 0.169422 0.00221521 0.0916435 11.4 11.6 828 127 0 19 51
11.7 0.118812 -0.00295824 0.0927075 -0.881188 0.0315149 0.0537232 0.118812 0.00426501 1.04635 0.118812 0.00794864 0.0708667 11.6 11.8 107 6 0 1 2
11.9 0 0.1 1 -1 0.125 0 -1 0.137931 0 0 0.1 1 11.8 12 19 1 0 0 1
12.1 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12 12.2 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
