#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.857143 0 0 0.947368 0 0 0.785714 0 8.625 8.875 31416 242 430 224
9.00 0 0.716667 0 0 0.793478 0 0 0.838235 0 8.875 9.125 56503 808 1429 768
9.25 0 0.776772 0 0 0.834372 0 0 0.833333 0 9.125 9.375 272251 5780 9448 5474
9.50 0 0.801802 0 0 0.856993 0 0 0.846853 0 9.375 9.625 1.12371e+06 21549 25592 13113
9.75 0.333333 0.513045 -0.0350877 0.294118 0.590198 -0.060721 0 0.895925 -0.25 9.625 9.875 3.07933e+06 57499 52832 24690
10.00 0.3 0.627565 -0.144444 0.25 0.679916 -0.113636 1.5 -0.552535 0.928571 9.875 10.125 3.9275e+06 90774 77524 34456
10.25 1 -0.0497925 0.25 0 0.951505 -0.666667 0 0.957647 -0.4 10.125 10.375 2.75391e+06 88450 70839 30523
10.50 1 -0.027027 0.17536 1 -0.036036 0.160729 0 0.954545 -0.8 10.375 10.625 1.72102e+06 75541 55469 23022
10.75 1 -0.0434783 0.161559 0.882353 0.0730488 0.0438069 1 -0.0434783 0.165162 10.625 10.875 1.06842e+06 62172 40340 16239
11.00 0.9 0.0410548 0.0764939 0.943925 0.00783944 0.116432 1 -0.0540541 0.174812 10.875 11.125 640045 46633 27581 10497
11.25 0.929293 0.0105567 0.111259 0.95 -0.00539905 0.128727 0.932432 0.00547606 0.13378 11.125 11.375 367705 31486 17854 6709
11.50 0.939823 -0.00167871 0.12426 0.934314 -0.00124288 0.120181 0.901602 0.0172463 0.132605 11.375 11.625 210842 17716 11812 4071
11.75 0.897038 -0.000486374 0.0903154 0.897119 -0.00600189 0.108359 0.886076 0.00453174 0.101949 11.625 11.875 120812 5549 7953 2645
12.00 0.85446 -0.0112169 0.0762174 0.769918 0.0129809 0.0626397 0.744856 0.0166671 0.0763598 11.875 12.125 68453 571 5412 1649
12.25 0.848485 0.0126262 0.0749 0.567947 0.029304 0.0490854 0.552273 0.0328591 0.0447058 12.125 12.375 38355 78 3515 1080
12.50 0.733333 0.0666667 0.0862745 0.356164 0.0536508 0.0494258 0.325792 0.0449947 0.054291 12.375 12.625 21182 17 2018 699
12.75 0.6 0 0.1 0.220126 0.0602975 0.0604359 0.230189 0.0399262 0.0366403 12.625 12.875 11413 5 658 546
13.00 0 0 0 0.196078 0.0196078 0.061463 0.140127 0.0206443 0.0350318 12.875 13.125 5924 0 53 318
13.25 0 0 0 0.333333 0 0 0.0521327 0.0255875 0.00451365 13.125 13.375 2956 0 3 216
13.50 0 0 0 0 0 0 0.0378788 0.0271619 0 13.375 13.625 1407 0 0 135
13.75 0 0 0 0 0 0 0.0909091 0.00665188 0.0227273 13.625 13.875 629 0 0 45
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 237 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 70 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 11 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
