#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 4.02174e-05 0.0211769 2.46974e-05 0.000735986 0.129568 0.000640785 0.00112573 0.159943 0.000905114 0.00103687 0.172091 0.000918242 0 0.140625 0 7.2 7.4 618766 447567 171199 33756 8680 201
7.5 6.67561e-05 0.0197595 4.39062e-05 0.00103285 0.126163 0.000907098 0.00159533 0.150715 0.00133624 0.00179619 0.166754 0.00153283 0 0.153488 0 7.4 7.6 502354 344538 157816 33222 8351 211
7.7 0.000175766 0.0190452 0.000137666 0.00176343 0.119783 0.0014222 0.00291461 0.142144 0.00245978 0.00402388 0.150823 0.00308853 0 0.164021 0 7.6 7.8 396676 261712 134964 31222 7704 199
7.9 0.000329824 0.0191839 0.000251381 0.00301295 0.113837 0.00220419 0.00450694 0.136574 0.00332046 0.00610392 0.153598 0.00446511 0.00595238 0.150764 0.00595238 7.8 8 307311 200107 107204 27735 6717 168
8.1 0.00066946 0.0204674 0.000478583 0.00592609 0.114043 0.00408449 0.00756168 0.130864 0.00512749 0.0117768 0.15081 0.00899328 0.0078125 0.158854 0.0078125 8 8.2 236853 155349 81504 23672 5859 128
8.3 0.00124656 0.0215679 0.000815815 0.00980864 0.11579 0.00641635 0.0117048 0.123677 0.00744642 0.0164789 0.151021 0.0103156 0.0254237 0.139282 0.0168767 8.2 8.4 179782 119529 60253 19650 4794 118
8.5 0.00228569 0.0244193 0.00148046 0.0167639 0.109602 0.0104001 0.0167013 0.117656 0.0104326 0.0279653 0.141981 0.017072 0.00952381 0.2 -0.00197044 8.4 8.6 138723 93626 45097 16346 4148 105
8.7 0.0041861 0.0259889 0.00230247 0.0264962 0.113017 0.0138861 0.0220742 0.111095 0.012118 0.0450425 0.139603 0.0231215 0.0571429 0.199267 0.0324515 8.6 8.8 106802 73099 33703 13364 3530 70
8.9 0.00748351 0.0302763 0.00370388 0.0440049 0.108115 0.0205369 0.0324803 0.10248 0.0164919 0.0724103 0.132525 0.0303012 0.1 0.109677 0.0574468 8.8 9 80777 56257 24520 10160 2983 60
9.1 0.0134795 0.0308668 0.00571157 0.0626959 0.107984 0.0227853 0.0395336 0.0909992 0.016652 0.0957272 0.136745 0.0354708 0.137255 0.104124 0.0747549 9 9.2 61241 43696 17545 7032 2434 51
9.3 0.0246688 0.0303735 0.00934559 0.0894335 0.109201 0.033422 0.0419704 0.091608 0.0136889 0.129675 0.137105 0.0492824 0.047619 0.163919 0.00506586 9.2 9.4 45888 33443 12445 4527 2059 42
9.5 0.038963 0.0333708 0.0123822 0.120915 0.114487 0.0365282 0.0479151 0.0871457 0.0167274 0.188312 0.127573 0.0629421 0.190476 0.119869 0.113553 9.4 9.6 34782 25999 8783 2734 1694 42
9.7 0.0543633 0.0396371 0.012931 0.158247 0.116022 0.0404778 0.0510638 0.0780142 0.0100522 0.229428 0.125461 0.0522388 0.173913 0.201087 -0.0165631 9.6 9.8 26638 20363 6275 1410 1434 23
9.9 0.0819292 0.0365605 0.018333 0.198198 0.120817 0.040366 0.0735294 0.0796396 0.0186848 0.269959 0.145781 0.0482015 0.285714 0.154286 0.12782 9.8 10 20405 15965 4440 680 1215 21
10.1 0.11384 0.0377407 0.0199475 0.250298 0.102123 0.0446352 0.0915254 0.0858939 0.0265904 0.346429 0.093068 0.0745162 0.458333 0.11859 0.108333 10 10.2 16102 12746 3356 295 1120 24
10.3 0.154653 0.0328583 0.02294 0.297569 0.0889419 0.0419043 0.140187 0.0641142 0.0492778 0.365427 0.088712 0.0446145 0.416667 0.105072 0.0666667 10.2 10.4 12680 10294 2386 107 914 24
10.5 0.189507 0.0364839 0.0179389 0.359686 0.0818863 0.0480833 0.166667 0.179487 0.057971 0.420624 0.0827958 0.0629218 0.541667 0.0946969 0.101667 10.4 10.6 9910 8253 1657 30 737 24
10.7 0.217628 0.0451587 0.0112416 0.377408 0.0991478 0.0549591 0.166667 0.133333 0.0897436 0.397527 0.104124 0.0525788 0.714286 0.0248447 0.135338 10.6 10.8 7212 6070 1142 18 566 21
10.9 0.259366 0.0535558 0.01518 0.400304 0.111 0.0261934 0.25 0.0833333 0.25 0.375385 0.11201 0.0266108 0.541667 0.172619 0.0616667 10.8 11 4821 4164 657 4 325 24
11.1 0.287622 0.0665535 0.0102825 0.462462 0.082727 0.0411142 0 0.333333 0 0.388889 0.0812604 0.0523504 0.6 0.169231 0.0545455 11 11.2 2579 2246 333 2 180 10
11.3 0.333333 0.0880952 0.0262881 0.408333 0.161667 0.0212366 0 0 0 0.365079 0.093937 0.0492899 0.571429 0.228571 0.238095 11.2 11.4 1110 990 120 0 63 7
11.5 0.339286 0.143067 0.0276915 0.5 0.184211 0.0714286 0 0 0 0.277778 0.222222 0.0470086 0 1 0 11.4 11.6 308 280 28 0 18 0
11.7 0.384615 0.155614 0.0883191 0.666667 0.333333 0.666667 0 0 0 0 0.333333 0 0 0 0 11.6 11.8 55 52 3 0 1 0
11.9 0.25 0.35 0.0833333 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 8 8 0 0 0 0
12.1 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
