#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0616354 0.073442 0.0304644 0.0660307 0.0835281 0.0341885 0.0825107 0.0924829 0.0387883 0.0776314 0.0895479 0.0364454 7.2 7.4 711626 185273 27057 24988 17666
7.5 0.062389 0.072078 0.025066 0.0611876 0.0802854 0.0254861 0.081802 0.0879033 0.0314029 0.0772045 0.0832963 0.0300198 7.4 7.6 587918 160266 24823 22336 15780
7.7 0.0703983 0.0686549 0.0214763 0.073555 0.0750287 0.0230829 0.0857235 0.082502 0.0213054 0.0777307 0.0818192 0.0152365 7.6 7.8 479153 135152 21838 19398 13428
7.9 0.0806519 0.0710535 0.0157246 0.0819796 0.0693315 0.0179454 0.0959994 0.0758559 0.012388 0.0904561 0.0752687 0.0153129 7.8 8 390593 117483 19687 17167 11768
8.1 0.0876062 0.0704221 0.00627443 0.0877259 0.0668339 0.0110105 0.103289 0.0755077 0.00444801 0.0992525 0.0712694 0.00506782 8 8.2 320836 107353 18703 15541 10507
8.3 0.0876147 0.0644796 -0.000951938 0.083772 0.0647131 0.000365548 0.102229 0.0726021 -0.00613279 0.101159 0.0725406 -0.00529151 8.2 8.4 261888 95571 17387 13728 9190
8.5 0.0979004 0.057809 -0.00405292 0.0949304 0.0578372 -0.00172753 0.119432 0.063102 -0.00259759 0.114454 0.0663558 -0.00543452 8.4 8.6 208315 78725 15232 11933 7622
8.7 0.113902 0.0530332 -0.00371061 0.108804 0.0514872 -0.00208721 0.135906 0.0621261 -0.00141247 0.133813 0.0602625 -0.00397462 8.6 8.8 164314 62875 12996 9958 6400
8.9 0.132999 0.0532815 -0.00247236 0.122316 0.0462897 0.00235759 0.153244 0.0611517 -0.00252123 0.157259 0.064044 -0.00138485 8.8 9 131426 49892 11137 8244 5229
9.1 0.153705 0.0527989 -0.00101326 0.129854 0.0460793 0.0030314 0.177446 0.0552214 -0.000313416 0.180959 0.0523178 7.06911e-05 9 9.2 106906 40283 9118 7196 4519
9.3 0.174729 0.0497268 0.00377584 0.135874 0.0446566 0.00617211 0.199199 0.0495636 0.00295687 0.198062 0.0580645 0.00253272 9.2 9.4 88727 33069 7279 6079 3875
9.5 0.196482 0.0490544 0.00621459 0.127834 0.053229 0.00271606 0.225084 0.0491526 0.00453004 0.23197 0.0465748 0.0154118 9.4 9.6 76261 27639 5915 5295 3529
9.7 0.218855 0.0479836 0.0123244 0.117551 0.0565339 0.00729788 0.257296 0.0439674 0.0174312 0.244053 0.0533497 0.0122266 9.6 9.8 66337 23771 4264 4933 3128
9.9 0.227715 0.0489688 0.0139534 0.0898193 0.0628689 0.0147455 0.266594 0.0491709 0.0150414 0.267758 0.0443619 0.00977942 9.8 10 60002 20903 2976 4532 2909
10.1 0.229517 0.0495821 0.0133549 0.0514485 0.0798405 0.00971022 0.277367 0.0356801 0.0208877 0.26048 0.0535383 0.00651866 10 10.2 54872 18285 1819 4317 2639
10.3 0.236929 0.0480391 0.00908026 -0.018712 0.124851 -0.00285658 0.272377 0.0477038 0.0112961 0.296924 0.0285201 0.030378 10.2 10.4 50749 16182 895 4206 2594
10.5 0.247127 0.043443 0.016 0.0286269 0.0867121 0.0205555 0.272399 0.0485371 0.0141319 0.29693 0.0361097 0.0207662 10.4 10.6 44367 13451 417 3760 2275
10.7 0.22174 0.0486287 0.0152234 -0.0292684 0.110554 0.0255644 0.224276 0.0434856 0.0201335 0.278078 0.0438064 0.0132008 10.6 10.8 35369 9920 120 2878 1824
10.9 0.210305 0.0387457 0.023746 -0.0185384 0.175677 0.0472534 0.163934 0.0431431 0.017716 0.285686 0.0227067 0.0399999 10.8 11 23438 6139 46 1727 1410
11.1 0.169702 0.0285645 0.0224543 0.139411 0.128032 0.139306 0.0734589 0.0377658 0.012193 0.250536 0.0178729 0.0435365 11 11.2 12075 2981 10 746 773
11.3 0.108015 0.022176 0.0291167 0.290564 0.0207212 1.01365 -0.0540306 0.0473096 0.0445705 0.198727 0.00597 0.0579987 11.2 11.4 4612 871 1 148 294
11.5 0.0370831 0.0417924 0.00632644 -0.85539 0.0250253 0.0430257 -0.212533 0.309136 0.0735728 0.0407139 0.0726731 -0.017983 11.4 11.6 1327 186 0 14 77
11.7 0.0311448 0.0529308 -0.000291348 -0.931818 0.0310245 0.011039 -0.931818 0.0450868 0.0109428 0.0681818 0.0209655 0.0378788 11.6 11.8 291 27 0 0 12
11.9 0.0384616 0.0192307 0.0384616 -0.961538 0.0195094 0.0384616 -0.961538 0.0195094 0.0384616 0.0384616 0.0195094 0.0384616 11.8 12 58 6 0 0 3
12.1 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12 12.2 7 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
