#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.692308 0 0 0.4 0 0 0 0 8.625 8.875 118257 156 83 2
9.00 0 0.666667 0 0 0.710526 0 0 0 0 8.875 9.125 198974 662 355 7
9.25 0 0.579256 0 0 0.623188 0 0 0.588235 0 9.125 9.375 777356 5880 3173 78
9.50 0 0.660855 0 0 0.686856 0 0 0.609756 0 9.375 9.625 2.50135e+06 36899 16375 369
9.75 0 0.703074 0 0 0.746725 0 0 0.666667 0 9.625 9.875 4.6607e+06 85626 31000 685
10.00 0.5 0.327778 0.5 0 0.891089 0 0 1 0 9.875 10.125 4.07101e+06 96919 32461 739
10.25 0.818182 0.0517369 0.165046 0.5 0.397436 -0.158033 0 0.787671 0 10.125 10.375 2.65784e+06 92151 28490 634
10.50 0.96875 0.00267857 0.279779 0.923077 -0.0265252 0.923077 1 -0.130435 1 10.375 10.625 1.65844e+06 85075 23620 572
10.75 0.833333 0.0555556 0.150611 0.754717 0.153302 0.0891396 0 0.846154 0 10.625 10.875 978139 64455 16487 403
11.00 0.790274 0.0645652 0.120567 0.764331 0.0743161 0.107288 0.75 0.25 0.163793 10.875 11.125 534182 43788 10851 251
11.25 0.780488 0.0497261 0.122997 0.742331 0.0901811 0.118264 0.583333 0.305556 -0.0357143 11.125 11.375 287199 27908 7374 164
11.50 0.774631 0.0521411 0.133905 0.750405 0.0722299 0.135717 0.75 0.0961539 0.159091 11.375 11.625 152856 13882 4778 98
11.75 0.75431 0.0456896 0.120977 0.721893 0.0643215 0.118257 0.785714 0.0714286 0.226891 11.625 11.875 79924 3872 3223 55
12.00 0.746988 0.0565835 0.116553 0.679954 0.0550278 0.113943 0.583333 0.143939 0.154762 11.875 12.125 40386 375 2141 44
12.25 0.5 0.125 0.1 0.593434 0.0625889 0.0751097 0.705882 0.0309597 0.155882 12.125 12.375 19720 12 1349 31
12.50 0 0 0 0.489035 0.0415771 0.0693754 0.285714 0.0989011 0.0857143 12.375 12.625 9193 0 685 18
12.75 0 0 0 0.454545 0.0411067 0.111688 0.333333 0.111111 0.0555556 12.625 12.875 3956 0 172 19
13.00 0 0 0 0.304348 0.0289855 0.113872 0.4 0.1 0.127273 12.875 13.125 1588 1 26 11
13.25 0 0 0 0 0 0 0.333333 0 0.166667 13.125 13.375 552 0 0 6
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 163 0 0 3
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 34 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 4 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
