#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00673081 0 0 0.013207 0 0 0.0161266 0 0 0.0656218 0 8.625 8.875 74552 1681 211 204 13
9 -7.87321e-06 7.87321e-06 0.00613144 -7.87321e-06 7.87321e-06 0.00884466 -7.87321e-06 0.00516688 7.87321e-06 -7.87321e-06 0.0188613 0.013941 8.875 9.125 131705 4692 920 748 80
9.25 0 0.0302071 1.91375e-06 0 0.0364985 3.8275e-06 0 0.048223 1.91375e-06 0 0.039352 3.8275e-06 9.125 9.375 559317 36783 6791 6121 705
9.5 2.08035e-05 0.0626302 3.71453e-06 2.52245e-05 0.0868082 4.46256e-06 3.76048e-05 0.106464 -1.11564e-06 -3.34692e-06 0.105607 1.11564e-06 9.375 9.625 1.99973e+06 207036 35000 24419 2613
9.75 2.49032e-05 0.0717675 1.15656e-05 1.54371e-06 0.113867 -1.3396e-05 8.11412e-05 0.138046 6.54885e-05 -4.54571e-05 0.135128 -1.04058e-05 9.625 9.875 4.20609e+06 554290 85105 47394 4690
10 1.01039e-06 0.0781901 -1.66622e-06 -3.33831e-06 0.116655 -6.41738e-07 -1.35936e-05 0.135388 -1.52921e-05 -3.23934e-05 0.130763 -9.6612e-06 9.875 10.125 4.17784e+06 658607 103252 53192 5327
10.25 1.13587e-05 0.0862951 -2.05066e-07 2.6719e-05 0.12215 -2.09701e-06 6.01037e-05 0.140067 1.46609e-06 -4.06191e-06 0.12552 0 10.125 10.375 2.79934e+06 583633 97463 46754 4601
