#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.000578394 0.0235419 -0.000536408 -0.00663376 0.0062259 0.0689587 -0.00663376 0.0062259 0.0689587 -0.00663376 0.0062259 0.0689587 8.625 8.875 169035 2312 0 0 0
9 0.0043597 0.0180656 0.00371227 -0.00852086 0.00802241 0.0792831 -0.00852086 0.00802241 0.0792831 -0.00852086 0.00802241 0.0792831 8.875 9.125 235285 2562 1 0 0
9.25 0.00469948 0.021602 0.00411714 -0.00657728 0.199031 0.00439719 -0.00657728 0.00606835 0.0655081 -0.00657728 0.00606835 0.0655081 9.125 9.375 545577 5232 4 0 0
9.5 0.00596083 0.0317254 0.00543778 0.0195826 0.125062 0.0209674 -0.00744444 0.00679953 0.0643275 -0.00744444 0.00679953 0.0643275 9.375 9.625 965396 17978 37 0 0
9.75 0.0222658 0.0629123 0.0197996 0.0024097 0.180239 0.0024179 -0.011876 0.0106872 0.0840573 -0.011876 0.0106872 0.0840573 9.625 9.875 883756 29934 70 0 0
10 0.0547362 0.11783 0.046648 0.158645 0.182815 0.150435 -0.014082 0.0127883 0.0901225 -0.014082 0.0127883 0.0901225 9.875 10.125 450516 26926 110 0 0
10.25 0.0820604 0.135188 0.0659252 0.201266 0.267437 0.150299 -0.0166824 0.0149908 0.0924999 -0.0166824 0.0149908 0.0924999 10.125 10.375 186153 14715 78 0 0
10.5 0.0875882 0.121865 0.0631217 0.140038 0.171163 0.0792756 -0.0199624 0.0180047 0.0927673 -0.0199624 0.0180047 0.0927673 10.375 10.625 69865 4993 50 0 0
10.75 0.101676 0.0694515 0.0775182 0.165513 0.231982 0.116999 -0.0296092 0.0258303 0.0958965 -0.0296092 0.0258303 0.0958965 10.625 10.875 23925 1432 41 0 0
11 0.113792 0.035466 0.0788527 0.144383 0.195567 0.0741253 -0.043117 0.034379 0.110586 -0.043117 0.034379 0.110586 10.875 11.125 7408 427 32 0 0
11.25 0.110792 0.0370177 0.0698578 0.259915 0.0471898 0.156218 -0.0558747 0.0417755 0.121671 -0.0558747 0.0417755 0.121671 11.125 11.375 2005 90 19 0 0
11.5 0.00459689 0.0937058 0.00459689 0.0240774 0.132313 -0.00742574 -0.0668317 0.0519802 0.136139 -0.0668317 0.0519802 0.136139 11.375 11.625 418 14 11 0 0
11.75 -0.128205 0.102564 0.0897436 -0.128205 0.102564 0.0897436 -0.128205 0.102564 0.102564 -0.128205 0.102564 0.102564 11.625 11.875 81 3 3 0 0
12 0 0 0.153846 0 0 0.153846 0 0 0.153846 0 0 0.153846 11.875 12.125 13 0 0 0 0
12.25 0 0 1 0 0 1 0 0 1 0 0 1 12.125 12.375 1 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
