#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.00111758 0.0182014 -0.00107885 -0.00347253 0.0171088 -0.00272698 0.00552128 0.0271817 0.00552128 -0.000152932 0.0305297 -0.000152932 8.625 8.875 28292 2472 224 479 351
9 -0.00126671 0.0124126 -0.00102177 -0.0047378 0.0262697 -0.00469084 -0.00305521 0.0149196 -0.00131916 0.00862217 0.00697403 0.00864565 8.875 9.125 50096 7508 689 1563 1156
9.25 0.0141988 0.0337537 0.0141988 0.0146704 0.0305838 0.0146704 0.0145253 0.0358378 0.0145253 0.0195547 0.0378824 0.0195547 9.125 9.375 238533 45647 4717 9364 6992
9.5 0.0347392 0.0620477 0.0346635 0.0303763 0.0654655 0.0303285 0.0425347 0.0773369 0.0424561 0.0491883 0.0837279 0.0491319 9.375 9.625 911156 130048 15844 21295 15006
9.75 0.041308 0.0676325 0.0410796 0.0476547 0.0857498 0.0474109 0.0633223 0.103323 0.0629528 0.0696983 0.106576 0.069122 9.625 9.875 2.59007e+06 356610 43732 45856 29106
10 0.0399078 0.0755227 0.0390781 0.0446538 0.0873634 0.0438668 0.058182 0.10115 0.0567253 0.0612214 0.103458 0.0598621 9.875 10.125 3.68617e+06 607219 79507 76438 46737
10.25 0.0365186 0.0800153 0.0340893 0.0418116 0.0931409 0.0394618 0.0514202 0.100375 0.0468743 0.0486554 0.100124 0.0446053 10.125 10.375 2.65365e+06 572821 80537 72603 41861
