#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 1 -0.0714286 1 0.842105 0.157895 0.0421053 0.897436 0.0437406 0.0974359 8.625 8.875 35054 126 388 462
9.00 0.829268 0.0225836 0.162602 0.795455 0.0272055 0.0454546 0.816754 0.0832461 0.00937688 8.875 9.125 56662 372 1178 1481
9.25 0.703448 0.129885 0.0230359 0.77594 0.107781 0.0456834 0.767702 0.111816 0.0383478 9.125 9.375 239540 2386 5773 6425
9.50 0.652 0.146276 0.0603393 0.705802 0.137335 0.0734019 0.735347 0.131722 0.0695792 9.375 9.625 759711 6608 10498 10989
9.75 0.655501 0.156832 0.0954691 0.693546 0.153728 0.100981 0.751148 0.123496 0.0949588 9.625 9.875 1.99812e+06 21104 26145 24984
10.00 0.866934 0.0585562 0.0660095 0.88914 0.0483746 0.0673501 0.907989 0.0380028 0.0622676 9.875 10.125 3.13052e+06 55651 62352 56639
10.25 0.927741 0.0234262 0.0546402 0.936766 0.0210675 0.0505599 0.935382 0.0205002 0.0476509 10.125 10.375 2.39942e+06 60630 65547 55671
10.50 0.933609 0.0186141 0.0397933 0.948269 0.0097636 0.0480907 0.947216 0.0117505 0.0453547 10.375 10.625 1.53325e+06 49472 52472 43290
10.75 0.934694 0.0127567 0.0409811 0.946078 0.012385 0.0399296 0.946705 0.0139443 0.036473 10.625 10.875 954013 37825 38776 31136
11.00 0.928651 0.0104254 0.0398012 0.946076 0.00607377 0.044016 0.94564 0.00900292 0.0420288 10.875 11.125 590752 29168 27030 21286
11.25 0.906105 0.0134513 0.0392233 0.927402 0.00687611 0.0414507 0.934349 0.00909746 0.040468 11.125 11.375 354268 21381 17491 13622
11.50 0.857513 0.00835353 0.0431156 0.89047 0.0062288 0.0367552 0.911027 0.0103066 0.0413428 11.375 11.625 210062 13006 11313 8454
11.75 0.799739 0.00881523 0.0391897 0.820399 0.00664103 0.0356764 0.855328 -0.00132841 0.0497391 11.625 11.875 124274 4523 7181 5367
12.00 0.700297 0.0278586 0.0313072 0.658259 0.0208697 0.0358675 0.699344 0.0138951 0.0401207 11.875 12.125 72657 551 4883 3390
12.25 0.590164 0.111964 -0.000745118 0.480124 0.016431 0.0338208 0.463542 0.0405234 0.0221898 12.125 12.375 42360 80 3097 2097
12.50 0.466667 0.0787879 0.05 0.282946 0.0492868 0.0142119 0.268199 0.0520819 0.0179632 12.375 12.625 24652 17 1924 1301
12.75 0.166667 0.166667 0 0.20841 0.051259 0.0169201 0.179487 0.0317016 0.0236268 12.625 12.875 14353 6 673 894
13.00 0 0 0 0.116667 0.0420635 0.0198925 0.0930693 0.0283435 0.00856227 12.875 13.125 7995 2 69 562
13.25 0 0 0 0.1 0.1 0.00909091 0.0708215 0.0389346 0.00205363 13.125 13.375 4547 1 12 380
13.50 0 0 0 0 0 0 0.0224215 0.0374075 0.0044843 13.375 13.625 2398 0 1 239
13.75 0 0 0 0 0 0 0 0.0428571 -0.0135135 13.625 13.875 1277 0 0 77
14.00 0 0 0 0 0 0 0.142857 0.142857 0.0178571 13.875 14.125 627 0 0 8
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 300 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 112 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 43 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 5 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
