#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 4.82724e-05 0.0244802 -1.92216e-05 4.49426e-05 0.131967 -5.57184e-05 6.37349e-05 0.148838 -1.55847e-06 0 0.165794 -0.000110314 0 0.155033 -0.000121286 7.2 7.4 675184 497179 178005 31380 22430 8445
7.5 1.03224e-05 0.0222442 -2.90071e-05 1.95651e-05 0.134788 -0.000154016 0 0.145543 -0.00014687 0 0.163536 -0.000309913 0 0.149945 -0.000109951 7.4 7.6 540842 387508 153334 28617 19707 7313
7.7 1.31829e-05 0.020353 -2.94413e-05 5.71502e-05 0.130178 -0.000283824 3.64113e-05 0.139781 -0.00015805 5.51998e-05 0.16033 -0.000480419 0 0.146368 -0.000336134 7.6 7.8 443405 303423 139982 27464 18116 6528
7.9 8.41443e-06 0.020011 -6.00269e-05 7.71944e-05 0.120262 -0.000633246 0 0.128627 -0.000498718 0.000305455 0.148878 -0.00105178 0.00016787 0.136981 -0.000732058 7.8 8 367230 237687 129543 26436 16369 5957
8.1 3.20289e-05 0.0194596 -9.76833e-05 0.000258926 0.114551 -0.00131488 0.00020141 0.119393 -0.00136715 0.000413536 0.143999 -0.00197807 0.0002002 0.132658 -0.002079 8 8.2 299332 187331 112001 24825 14509 4995
8.3 8.84414e-05 0.0191286 -0.000197017 0.00090737 0.11371 -0.00262806 0.000892689 0.11616 -0.00217244 0.00104788 0.142801 -0.00444427 0.00164358 0.13035 -0.00397557 8.2 8.4 236259 146990 89269 21284 12406 4259
8.5 0.000207297 0.0199885 -0.000338116 0.00246733 0.114569 -0.00430504 0.0019037 0.111615 -0.0041204 0.00418818 0.137891 -0.00658725 0.00310034 0.135393 -0.00724857 8.4 8.6 185487 115776 69711 17860 10267 3548
8.7 0.000526986 0.0201452 -0.000812839 0.00538606 0.114045 -0.00669925 0.00410406 0.105652 -0.00560245 0.00635593 0.138364 -0.0111434 0.00879567 0.127627 -0.00795347 8.6 8.8 145298 91084 54214 15107 8496 2956
8.9 0.00168772 0.0193131 -0.000844414 0.0132712 0.109335 -0.0105039 0.00906917 0.0945168 -0.00895461 0.0177269 0.126244 -0.0105038 0.0189553 0.126699 -0.0120398 8.8 9 112319 71102 41217 12129 6995 2374
9.1 0.00371429 0.0203624 -0.00093115 0.0277066 0.102376 -0.0086317 0.0162261 0.0870389 -0.0105124 0.0366125 0.121619 -0.0103789 0.0413515 0.110227 -0.0118341 9 9.2 88014 56000 32014 9306 5845 1983
9.3 0.00922679 0.0219663 -0.000509019 0.0497577 0.0998348 -0.00848119 0.0270845 0.0767494 -0.00826031 0.0618034 0.117789 -0.00908582 0.076161 0.100232 -0.00411714 9.2 9.4 71011 45628 25383 7052 4935 1615
9.5 0.0225417 0.0209578 0.00209512 0.0919579 0.0850751 0.00186911 0.0357911 0.0762238 -0.00622726 0.121062 0.094629 0.00664981 0.124206 0.104415 0.00255658 9.4 9.6 58690 37974 20716 5113 4444 1417
9.7 0.0454504 0.0207359 0.0066541 0.149599 0.0809563 0.0121229 0.0574486 0.0775807 0.00167831 0.192545 0.0780557 0.0201313 0.206514 0.077465 0.0270472 9.6 9.8 50746 33179 17567 3551 4051 1351
9.9 0.0906197 0.0215946 0.0131474 0.218435 0.0738876 0.0224947 0.0775901 0.0798902 0.00842018 0.267198 0.0724033 0.0261383 0.269891 0.0752012 0.0180054 9.8 10 45429 30468 14961 2191 3765 1282
10.1 0.151841 0.0221606 0.0193334 0.301799 0.0661204 0.02218 0.0899042 0.0831727 0.0120148 0.364125 0.0567155 0.0278788 0.386905 0.0378901 0.0358774 10 10.2 42673 29386 13287 1357 3724 1176
10.3 0.231649 0.0190599 0.0231999 0.397158 0.0525061 0.0257905 0.14346 0.074216 0.0288294 0.466887 0.0368088 0.0347647 0.484589 0.0372597 0.0238295 10.2 10.4 40074 28323 11751 711 3639 1168
10.5 0.306266 0.0269029 0.0147781 0.467132 0.0601428 0.0138733 0.152239 0.110119 0.00454649 0.523116 0.0580643 0.0152254 0.57722 0.0434372 0.0132437 10.4 10.6 35707 26108 9599 335 3158 1036
10.7 0.389182 0.0299779 0.0112543 0.555732 0.0557779 0.0157171 0.292308 0.0961815 0.0361094 0.570211 0.0547352 0.0113019 0.668514 0.0330899 0.0224663 10.6 10.8 28750 21815 6935 130 2464 902
10.9 0.458808 0.0477664 0.00500828 0.617894 0.0710056 0.0100644 0.342857 0.22236 0.00952381 0.613153 0.0569503 0.0179566 0.739663 0.0545953 0.0120094 10.8 11 18603 14311 4292 35 1551 653
11.1 0.543318 0.0738222 0.00354874 0.696866 0.0883691 0.00697219 0.777778 0.111111 0.152778 0.632035 0.0849866 0.00449842 0.821346 0.0473894 0.0163457 11 11.2 9660 7618 2042 9 693 431
11.3 0.643466 0.115701 -0.00677139 0.784219 0.0885725 0.0129186 1 0 1 0.718563 0.0978928 0.0267025 0.850649 0.0596645 0.0154221 11.2 11.4 3437 2816 621 1 167 154
11.5 0.771755 0.0839155 0.0314949 0.913386 0.0415692 0.0383858 0 1 0 0.842105 0.157895 0.0728745 0.941176 0.0302521 0.0548128 11.4 11.6 828 701 127 0 19 51
11.7 0.881188 0.0537232 0.0315149 1 0 0.111111 0 0 0 1 0 1 1 0 0 11.6 11.8 107 101 6 0 1 2
11.9 1 0 0.125 1 0 1 0 0 0 0 0 0 1 0 1 11.8 12 19 18 1 0 0 1
12.1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
