#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00203888 0.0205089 0.00151653 -0.00312336 0.00295127 0.0411457 -0.00312336 0.00295127 0.0411457 -0.00312336 0.00295127 0.0411457 8.625 8.875 117577 1356 0 0 0
9 5.14244e-05 0.0147108 0.000347164 -0.00395392 0.00375461 0.0443031 -0.00395392 0.00375461 0.0443031 -0.00395392 0.00375461 0.0443031 8.875 9.125 157040 1498 0 0 0
9.25 0.00693789 0.0145072 0.00616714 -0.00343694 0.00321844 0.036832 -0.00343694 0.00321844 0.036832 -0.00343694 0.00321844 0.036832 9.125 9.375 341661 2988 1 0 0
9.5 0.00832867 0.0418406 0.00789431 -0.00652562 0.00604205 0.0523323 -0.00652562 0.00593191 0.0524373 -0.00652562 0.00593191 0.0524373 9.375 9.625 589913 8819 5 0 0
9.75 0.0269442 0.070687 0.023698 0.0979254 0.074669 0.0981539 -0.0131858 0.0118962 0.0816183 -0.0131858 0.0118962 0.0816183 9.625 9.875 503306 13232 9 0 0
10 0.054021 0.117371 0.0453594 -0.0172844 0.154017 0.00834032 -0.0172844 0.0155001 0.0959835 -0.0172844 0.0155001 0.0959835 9.875 10.125 232957 11023 12 0 0
10.25 0.0773597 0.124932 0.063736 -0.0178417 0.0417469 0.0533085 -0.0178417 0.0161333 0.0984721 -0.0178417 0.0161333 0.0984721 10.125 10.375 88309 5189 5 0 0
10.5 0.0830972 0.122787 0.0661401 0.421711 0.285859 0.310636 -0.022733 0.0199362 0.0978522 -0.022733 0.0199362 0.0978522 10.375 10.625 29467 1578 9 0 0
10.75 0.0803079 0.074247 0.0609675 0.111037 0.258342 0.115941 -0.0318203 0.0276004 0.101277 -0.0318203 0.0276004 0.101277 10.625 10.875 9205 437 7 0 0
11 0.0584845 0.078373 0.0394463 0.456633 0.416241 0.468112 -0.0433673 0.0365646 0.123724 -0.0433673 0.0365646 0.123724 10.875 11.125 2460 108 2 0 0
11.25 0.265372 -0.00598708 0.137864 0.932039 0.00582522 0.937864 -0.0679612 0.0582524 0.11068 -0.0679612 0.0582524 0.11068 11.125 11.375 527 12 1 0 0
11.5 -0.1 0.37 0.06 -0.1 0.07 0.12 -0.1 0.07 0.12 -0.1 0.07 0.12 11.375 11.625 102 2 1 0 0
11.75 -0.142857 0.0714286 0.142857 -0.142857 0.0714286 0.142857 -0.142857 0.0714286 0.142857 -0.142857 0.0714286 0.142857 11.625 11.875 14 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 1 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
