#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00431254 0.0148 0.00431254 -0.0110654 0.0269533 0.00173293 -1.52737e-05 0.0230525 -1.52737e-05 0.0035092 0.00801469 0.0035092 8.625 8.875 28063 2363 207 428 354
9 0.00124858 0.016246 0.000970415 -0.00310117 0.0288389 -0.00450813 0.008238 0.0201266 0.008238 0.00993889 0.022784 0.00993889 8.875 9.125 49464 7190 699 1461 1200
9.25 0.0149729 0.0315661 0.0149729 0.0135995 0.0295984 0.0135995 0.0175424 0.0288855 0.0175424 0.0210915 0.0414532 0.0210915 9.125 9.375 233845 43869 4429 8923 7002
9.5 0.040858 0.0588762 0.040733 0.0382132 0.0583186 0.0380261 0.0519854 0.0718876 0.0517685 0.0575309 0.08236 0.057346 9.375 9.625 883058 122221 14506 19915 14854
9.75 0.0473035 0.0622421 0.0466665 0.0545442 0.077748 0.0538189 0.0730173 0.092867 0.0719087 0.0764756 0.10218 0.0751958 9.625 9.875 2.50175e+06 339534 40460 43978 29875
10 0.0477518 0.0720759 0.045604 0.0540793 0.081766 0.0520329 0.068727 0.0940289 0.0647838 0.0694396 0.0998954 0.0658218 9.875 10.125 3.63491e+06 597510 77019 75837 49252
10.25 0.0459304 0.0770855 0.0408678 0.0515625 0.0874044 0.0465404 0.0624538 0.097509 0.0538045 0.0618428 0.0937402 0.0529541 10.125 10.375 2.63057e+06 567262 78690 72468 44548
