#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -1.31415e-05 0.00806241 0 -1.31415e-05 1.31415e-05 0.00927514 -1.31415e-05 0.00204021 0.000693211 -1.31415e-05 0.00439582 0.0228136 8.625 8.875 77765 1670 216 180 10
9 0 0 0.0077593 0 0 0.00459249 0 0 0.0183573 0 0.0162422 0.00681829 8.875 9.125 136154 4579 853 732 69
9.25 0 0.0296048 0 0 0.0363662 1.85939e-06 0 0.048957 0 0 0.0334595 1.85939e-06 9.125 9.375 574255 36445 6859 5839 600
9.5 1.53671e-05 0.0632406 5.77056e-06 2.44099e-05 0.0901128 0 -3.82596e-06 0.108152 -1.09313e-06 -3.82596e-06 0.11292 1.09313e-06 9.375 9.625 2.03802e+06 208409 35416 23881 2275
9.75 1.30553e-05 0.070683 4.60261e-06 2.75709e-05 0.112174 1.66277e-05 2.19662e-05 0.139693 3.4437e-06 -4.25471e-05 0.138852 2.00541e-05 9.625 9.875 4.24756e+06 557530 85570 46502 4011
10 3.79975e-06 0.0784823 4.56049e-06 9.90314e-07 0.11684 8.83551e-06 1.05137e-05 0.135867 3.98045e-06 -2.81464e-05 0.128085 1.99015e-06 9.875 10.125 4.17468e+06 657357 102963 51733 4594
10.25 1.27609e-05 0.0858048 -6.27933e-07 3.8453e-05 0.123729 8.21525e-06 4.14042e-05 0.141809 -2.02897e-06 -2.71279e-06 0.132646 0 10.125 10.375 2.79338e+06 581632 97168 45334 3910
