#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.00194e-05 0.0217105 4.02076e-06 2.29345e-05 0.124699 -6.40809e-06 2.88867e-05 0.149265 1.00048e-06 7.42556e-05 0.166693 7.42556e-05 0 0.157714 0 7.2 7.4 640775 466365 174410 34618 13467 832
7.5 2.8051e-05 0.0194649 5.24685e-06 0.000115885 0.122835 6.80856e-05 0.000116316 0.141728 5.88599e-05 0.000314688 0.159996 0.000155109 0 0.145386 0 7.4 7.6 520449 356493 163956 34389 12711 845
7.7 3.66935e-05 0.0189679 1.52366e-05 0.000230734 0.117262 0.000156369 0.000178433 0.13235 0.000109148 0.00102969 0.152733 0.000774414 0 0.12922 0 7.6 7.8 419884 272528 147356 33626 11654 805
7.9 7.11865e-05 0.0180541 3.09139e-05 0.000594678 0.114447 0.000315955 0.000829655 0.12773 0.000529275 0.00143664 0.148831 0.000690793 0 0.139814 0 7.8 8 331788 210714 121074 30133 10441 725
8.1 0.000164249 0.0183197 6.62724e-05 0.001248 0.11159 0.000591947 0.00157686 0.125266 0.000648716 0.00221092 0.146965 0.00098227 0 0.140845 0 8 8.2 258936 164385 94551 26001 9046 590
8.3 0.000333566 0.0193038 6.47721e-05 0.00267555 0.113941 0.00103515 0.00264478 0.1232 0.00131834 0.00549091 0.147091 0.00270622 0.0019685 0.141208 0.0019685 8.2 8.4 200671 128910 71761 21930 7649 508
8.5 0.000850744 0.0191042 0.000264321 0.00630099 0.108426 0.00273783 0.00591366 0.110948 0.00283724 0.0109663 0.148262 0.00394816 0.00896861 0.140176 0.0044024 8.4 8.6 156000 101088 54912 18601 6292 446
8.7 0.00173062 0.0202409 0.000414909 0.0112098 0.11456 0.00392846 0.00849032 0.107686 0.00346519 0.0155138 0.141063 0.00410833 0.025 0.130556 0.00613208 8.6 8.8 121043 79740 41303 15076 5479 320
8.9 0.00370854 0.021081 0.000912762 0.0223737 0.108813 0.00690896 0.0147097 0.0936192 0.00510362 0.0352683 0.136408 0.0117342 0.0612245 0.0961182 0.0257914 8.8 9 92680 62019 30661 11625 4565 294
9.1 0.00830056 0.0231559 0.00189877 0.0391508 0.100182 0.0125232 0.0209169 0.0782951 0.00579089 0.0636743 0.123763 0.0170279 0.0956938 0.0875523 0.0265694 9 9.2 70966 48310 22656 8223 3832 209
9.3 0.0171978 0.0246502 0.00365009 0.065803 0.101826 0.0169028 0.0273897 0.0837214 0.00429335 0.100384 0.124895 0.0219788 0.0898876 0.111605 0.0147431 9.2 9.4 54489 37970 16519 5440 3128 178
9.5 0.030108 0.0280862 0.00560396 0.0982851 0.108097 0.0200473 0.0407363 0.0787496 0.00912988 0.139858 0.124074 0.027628 0.145251 0.108173 0.0354248 9.4 9.6 42188 29826 12362 3314 2810 179
9.7 0.053445 0.0275655 0.0111373 0.143647 0.101852 0.0262895 0.0446137 0.0780821 0.00906745 0.19957 0.101061 0.0360227 0.203252 0.0899811 0.0508711 9.6 9.8 33230 24006 9224 1838 2325 123
9.9 0.0812992 0.0288168 0.0144736 0.201973 0.0988172 0.0368295 0.0674518 0.0737782 0.0219468 0.274988 0.100719 0.0500246 0.268908 0.105005 0.076247 9.8 10 27193 20197 6996 934 2011 119
10.1 0.126962 0.0273581 0.018355 0.270632 0.0890155 0.0417185 0.0837104 0.077794 0.019266 0.344145 0.0972168 0.0517283 0.394495 0.0721712 0.0722732 10 10.2 22771 17391 5380 442 1819 109
10.3 0.178189 0.0286215 0.0178094 0.326559 0.0796172 0.0413141 0.121693 0.0743853 0.0280971 0.399055 0.0794356 0.0480424 0.44 0.115556 0.04 10.2 10.4 19209 14928 4281 189 1694 75
10.5 0.232003 0.0296139 0.0179531 0.376482 0.084397 0.0350596 0.129032 0.117721 0.0179211 0.436162 0.0836695 0.0368786 0.417582 0.123594 0.021978 10.4 10.6 15651 12530 3121 93 1261 91
10.7 0.277026 0.0357271 0.0120209 0.436101 0.0664797 0.0270307 0.242424 0.0700758 0.0659537 0.483607 0.0497268 0.0402867 0.666667 0.0798122 0.0784314 10.6 10.8 12042 9898 2144 33 976 87
10.9 0.32523 0.0450165 0.0124116 0.503639 0.0607523 0.0260074 0.230769 0.185897 0.0307692 0.461774 0.0697578 0.0134476 0.743902 0.0351673 0.0505691 10.8 11 8120 6746 1374 13 654 82
11.1 0.366825 0.0630019 0.00991076 0.507353 0.108872 0.0126721 0.333333 0.333333 0.333333 0.425397 0.102793 0.00463182 0.761905 0.047619 0.0730159 11 11.2 4472 3792 680 3 315 42
11.3 0.403204 0.102012 0.0079788 0.524 0.147233 -0.000714839 0 0 0 0.456897 0.134013 0.0140394 0.714286 0.137566 -0.00985217 11.2 11.4 1748 1498 250 1 116 28
11.5 0.460591 0.157876 0.012789 0.666667 0.0833333 0.0579711 0 0 0 0.666667 0.0133333 0.166667 0.857143 0.142857 0.142857 11.4 11.6 466 406 60 0 21 7
11.7 0.655172 0.100925 0.101326 0.833333 0.166667 0.333333 0 0 0 0.5 -0.166667 0.5 0 1 0 11.6 11.8 64 58 6 0 2 0
11.9 0.571429 0.31746 0.0714286 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 7 7 0 0 0 0
12.1 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
