#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.6 0.0363636 0.6 0.833333 0.0238096 0.833333 1 0 1 8.625 8.875 28639 233 507 341
9.00 0.95 -0.126471 0.95 0.690476 0.0595238 0.690476 0.933333 -0.0833333 0.933333 8.875 9.125 50771 753 1517 1137
9.25 0.751825 -0.00410444 0.751825 0.832685 -0.0249925 0.832685 0.901408 -0.0186924 0.901408 9.125 9.375 242504 5006 9566 6862
9.50 0.823872 0.153401 0.216125 0.869732 0.00563055 0.254042 0.882647 -0.0244969 0.882647 9.375 9.625 943158 17243 22437 15170
9.75 0.871412 -0.0407639 0.371412 0.897953 -0.042531 0.380711 0.904896 0.0152373 0.233238 9.625 9.875 2.68667e+06 46732 47625 29116
10.00 0.93788 -0.00628543 0.230563 0.956542 -0.00848973 0.173848 0.951524 -0.00615209 0.162662 9.875 10.125 3.73834e+06 81980 77244 45323
10.25 0.958598 -0.0056082 0.123993 0.961528 0 0.117627 0.962924 0.00120604 0.11356 10.125 10.375 2.67676e+06 82810 72714 40187
10.50 0.962881 -0.00320375 0.104913 0.96618 -0.00440109 0.0954395 0.961667 0.000950158 0.102572 10.375 10.625 1.67938e+06 68730 56402 30347
10.75 0.960674 -0.00554597 0.105987 0.963938 -0.0035215 0.100308 0.953317 0.00327742 0.0827689 10.625 10.875 1.04230e+06 55506 40949 21219
11.00 0.950842 0 0.10001 0.956493 0.00229579 0.100885 0.959318 0 0.104666 10.875 11.125 634854 42455 28664 13999
11.25 0.96201 -0.00659579 0.106441 0.963164 -0.00630152 0.102922 0.960091 -0.00611943 0.125795 11.125 11.375 367926 29408 18304 8971
11.50 0.950027 -0.0129592 0.109012 0.953046 -0.00943989 0.0944055 0.945854 -0.00955945 0.113105 11.375 11.625 213826 17117 12103 5479
11.75 0.915538 -0.0126181 0.092389 0.909814 -0.00803387 0.0940961 0.882148 0.00455499 0.0841681 11.625 11.875 123420 5351 8144 3566
12.00 0.803333 0.0163946 0.0449235 0.761249 0.0130001 0.0656993 0.745364 0.0075348 0.0738732 11.875 12.125 70925 620 5521 2266
12.25 0.640625 0.0445602 0.0474046 0.552881 0.0206483 0.0476465 0.515583 0.0334535 0.0457846 12.125 12.375 40473 83 3558 1400
12.50 0.666667 0.0666667 0.0784314 0.313076 0.0538085 0.0508543 0.284371 0.0564042 0.0565232 12.375 12.625 22503 21 2061 920
12.75 0.5 0.25 0.25 0.196825 0.0581088 0.0430987 0.199675 0.0446977 0.0348402 12.625 12.875 12545 4 676 655
13.00 0 0 0 0.0983607 0.0395704 0.0483607 0.105 0.0175 0.0103708 12.875 13.125 6748 2 64 409
13.25 0 0 0 0 0 0 0.0413793 0.0215578 0.000562984 13.125 13.375 3511 0 6 293
13.50 0 0 0 0 0 0 0.0316456 0.0118327 0.0120377 13.375 13.625 1728 0 0 161
13.75 0 0 0 0 0 0 0.0740741 0.00284901 0.0348584 13.625 13.875 814 0 0 54
14.00 0 0 0 0 0 0 0.166667 0.166667 0 13.875 14.125 344 0 0 6
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 126 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 29 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
