#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00250588 0.00701384 0.00250588 0.0047038 0.0021944 0.0128235 0.00086642 0.0256013 0.00086642 -0.00442579 0.0104907 0.00531676 8.625 8.875 29559 2271 235 448 275
9 -6.10882e-05 0.0108572 -3.93472e-05 -0.000953307 0.0271349 -0.000931566 0.00202915 0.0104167 0.00205089 -0.00401497 0.00716168 0.00288995 8.875 9.125 53105 7109 811 1502 971
9.25 0.00478692 0.0394094 0.00477485 0.00401511 0.0442826 0.00401511 0.00559221 0.0360937 0.00559221 0.00595401 0.0447531 0.00595401 9.125 9.375 252417 45953 5294 9732 5988
9.5 0.0156014 0.075272 0.0155556 0.0150333 0.0789352 0.0148949 0.0211436 0.101263 0.0210295 0.0203876 0.107804 0.0203933 9.375 9.625 1.01912e+06 147604 19418 24575 13770
9.75 0.0182362 0.0835714 0.0181954 0.023433 0.105285 0.0233703 0.0292225 0.133437 0.0291317 0.0333196 0.14279 0.0330639 9.625 9.875 2.87274e+06 399416 52215 50936 26345
10 0.0161571 0.0898873 0.0160906 0.0196401 0.107723 0.0195788 0.0250844 0.125856 0.0250157 0.0270296 0.129072 0.0268682 9.875 10.125 3.83373e+06 629059 86566 78226 39271
10.25 0.0139461 0.0921935 0.0137774 0.0163423 0.108833 0.0161746 0.0213972 0.123288 0.021126 0.0212093 0.115542 0.0207895 10.125 10.375 2.71621e+06 585054 85689 72693 34577
