#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0668117 0 0 0.0678643 0 0 0.102041 0 0 0.0638298 0 0 0 0 8.625 8.875 147278 145274 2004 147 47 0
9.00 4.17526e-06 0.0999808 0 0 0.100928 0 0 0.0912779 0 0 0.0967742 0 0 0 0 8.875 9.125 243063 239506 3557 493 186 0
9.25 1.13661e-06 0.0820768 1.13661e-06 0 0.0941004 0 0 0.105551 0 0 0.109812 0 0 0 0 9.125 9.375 907100 879810 27290 5116 1967 2
9.50 0 0.0585555 -1.56512e-06 9.29079e-06 0.0966428 4.64539e-06 2.87803e-05 0.133023 2.87803e-05 0 0.163375 0 0 0.181818 0 9.375 9.625 2.77098e+06 2.55571e+06 215267 34746 11189 11
9.75 8.69807e-06 0.071465 4.70166e-07 3.96712e-05 0.122108 2.88511e-05 5.01857e-05 0.181573 3.76383e-05 0.000146606 0.200714 0.000146606 0 0.147059 0 9.625 9.875 4.80838e+06 4.25382e+06 554559 79704 20463 34
10.00 2.14407e-05 0.0515556 1.25071e-05 0.000125341 0.125816 0.000111941 0.000202783 0.183711 0.000180202 0.000425512 0.201185 0.000425512 0 0.125 0 9.875 10.125 3.95647e+06 3.3581e+06 598370 88765 21151 40
10.25 3.07904e-05 0.0404948 2.78106e-05 0.000458942 0.134468 0.000415433 0.000687513 0.182546 0.0005917 0.00159966 0.197486 0.00132635 0 0.0909091 0 10.125 10.375 2.52784e+06 2.01362e+06 514226 84362 18754 24
10.50 6.93669e-05 0.0334392 5.88301e-05 0.00158571 0.150416 0.00140257 0.00280873 0.177875 0.00248808 0.00313039 0.188524 0.00286208 0 0.162162 0 10.375 10.625 1.56581e+06 1.13887e+06 426939 76903 15653 45
10.75 0.000205207 0.033279 0.000177435 0.00540678 0.147434 0.0045412 0.00739793 0.171092 0.00635589 0.0127967 0.194084 0.00962591 0 0.25 0 10.625 10.875 899107 648126 250981 57043 10784 32
11.00 0.000646506 0.0366788 0.000516095 0.0173621 0.160315 0.0131238 0.0197883 0.179609 0.0151973 0.0321946 0.182442 0.0233833 0.111111 0.222222 0.0555556 10.875 11.125 483368 360399 122969 38255 7113 18
11.25 0.00290014 0.0423987 0.00203971 0.0503062 0.155807 0.0320927 0.0482759 0.162112 0.032582 0.0800753 0.174396 0.0432818 0 0.444444 0 11.125 11.375 255224 197577 57647 24070 4783 8
11.50 0.0112945 0.0530457 0.00683491 0.119112 0.156181 0.059853 0.0871583 0.151559 0.0462591 0.170375 0.169077 0.0791677 0.166667 0.106061 0.0238095 11.375 11.625 131690 106512 25178 11634 3146 12
11.75 0.0383576 0.0591383 0.0168788 0.22669 0.142718 0.0730583 0.151363 0.115773 0.0580796 0.28486 0.157881 0.081041 0.333333 0.333333 0.333333 11.625 11.875 66937 55869 11068 3191 2173 3
12.00 0.0964605 0.0736503 0.0297462 0.358914 0.12411 0.0757724 0.234921 0.08766 0.052812 0.433582 0.140668 0.0919154 0 0 0 11.875 12.125 32648 27970 4678 315 1340 1
12.25 0.212857 0.0721346 0.0471591 0.507786 0.0832583 0.0791351 0.6 0.257143 0.0444444 0.556442 0.0946939 0.0854447 1 0 0 12.125 12.375 15051 13253 1798 10 877 2
12.50 0.372581 0.0797089 0.0618488 0.597504 0.062903 0.0508801 0 0 0 0.594966 0.0755951 0.044507 1 0 0 12.375 12.625 6688 6047 641 0 437 2
12.75 0.528531 0.109672 0.0651558 0.72973 0.0548007 0.072121 0 0 0 0.684211 0.0657895 0.0859963 0.5 0 0.5 12.625 12.875 2656 2471 185 0 114 2
13.00 0.710145 0.104794 0.0914158 0.676923 0.0923077 0.0769231 0 0 0 0.470588 0.117647 0.0588235 0.666667 0 0.333333 12.875 13.125 962 897 65 0 17 3
13.25 0.838816 0.0756579 0.111842 1 0 0.181818 0 0 0 0 0 0 0 0 0 13.125 13.375 315 304 11 0 0 0
13.50 0.923077 0.0307692 0.0769231 1 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 70 65 5 0 0 0
13.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 9 9 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
