#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.928571 0 0 0.8 0 0 0.8 0 8.625 8.875 38342 254 350 134
9.00 0 0.704545 0 0 0.733333 0 0 0.833333 0 8.875 9.125 68543 834 1300 467
9.25 0 0.71179 0 0 0.795699 0 0 0.809524 0 9.125 9.375 327857 6389 9075 3573
9.50 0 0.766854 0 0 0.759452 0 0 0.923345 0 9.375 9.625 1.33178e+06 25900 27412 9756
9.75 0.210526 0.613102 -0.0513785 0.0769231 0.7307 -0.034188 1 -0.141694 1 9.625 9.875 3.38914e+06 66624 54901 17880
10.00 0.444444 0.473672 0.194444 0.333333 0.575951 0.211382 0 0.886154 0 9.875 10.125 4.04656e+06 96315 74287 23260
10.25 1 -0.0533458 0.666667 0.5 0.5 -0.1 0 0.932731 0 10.125 10.375 2.80141e+06 93295 66809 20267
10.50 1 0 0.238471 0 0.947368 -0.666667 0 0.949153 0 10.375 10.625 1.74641e+06 81045 52430 15495
10.75 0.25 0.679368 -0.453919 1 -0.0416667 0.182335 1 -0.0277778 0.2 10.625 10.875 1.08315e+06 66995 38081 10979
11.00 0.894737 0.0427632 0.0967025 0.805556 0.12472 0.0198764 1 -0.051282 0.215142 10.875 11.125 638180 48828 25961 7018
11.25 0.903614 0.027657 0.114033 0.890244 0.0425919 0.095956 0.883333 0.035034 0.115628 11.125 11.375 363081 32737 16800 4463
11.50 0.892216 0.0255927 0.114402 0.9 0.013349 0.124356 0.820755 0.080525 0.0814182 11.375 11.625 206648 18029 11207 2741
11.75 0.894094 -0.00856107 0.116879 0.87078 0.00966692 0.109534 0.828194 0.0330306 0.0964865 11.625 11.875 116850 5559 7563 1815
12.00 0.805882 0.0127451 0.072549 0.776434 0.0170282 0.0774977 0.745819 0.0250139 0.081176 11.875 12.125 65530 568 5106 1101
12.25 0.690476 0.0345238 0.0844156 0.607796 0.0237826 0.0613691 0.555172 0.0297332 0.0463489 12.125 12.375 36110 60 3301 737
12.50 0.588235 0.0117647 0.0882353 0.410256 0.0364061 0.0592669 0.369565 0.0376078 0.0610067 12.375 12.625 19700 18 1894 497
12.75 0.6 0.0666667 0 0.256318 0.0681605 0.0587868 0.277457 0.0289017 0.0519664 12.625 12.875 10180 5 585 360
13.00 1 0 0 0.213115 0.0580717 0.05522 0.134783 0.0376312 0.0222285 12.875 13.125 5210 1 63 236
13.25 0 0 0 1 0 0 0.0583942 0.0191252 0.0139497 13.125 13.375 2491 0 1 141
13.50 0 0 0 0 0 0 0.0348837 0.0365449 0.0118952 13.375 13.625 1132 0 0 88
13.75 0 0 0 0 0 0 0.115385 0.00461538 0 13.625 13.875 443 0 0 26
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 173 0 0 3
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 32 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 5 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
