#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.625 0 0 0.888889 0 0 1 0 8.625 8.875 67355 226 208 25
9.00 0 0.623188 0 0 0.683168 0 0 0.733333 0 8.875 9.125 118290 853 789 115
9.25 0 0.629139 0 0 0.666065 0 0 0.654321 0 9.125 9.375 516930 6905 6608 918
9.50 0.5 0.220854 0.433333 0 0.677956 0 0 0.664516 0 9.375 9.625 1.88816e+06 34175 25594 3423
9.75 0.333333 0.362319 0.151515 0.333333 0.666667 0.151515 0 0.719075 0 9.625 9.875 4.0837e+06 83055 49675 6126
10.00 0.166667 0.7 0.0238095 0 0.809819 0 1 0 1 9.875 10.125 4.18155e+06 102848 57354 7053
10.25 0.5 0.428571 0 0.5 0.363233 0.166667 0 1 0 10.125 10.375 2.81482e+06 97216 50319 6051
10.50 0 0.892308 0 1 0 0.249423 0 0.880435 0 10.375 10.625 1.75508e+06 88321 40491 4688
10.75 0.666667 0.212454 0.051282 0.625 0.263889 -0.0854294 0 0.884906 0 10.625 10.875 1.07446e+06 72163 29274 3423
11.00 0.944444 -0.0396825 0.219199 0.84375 0.0548986 0.126749 1 -0.101648 0.409931 10.875 11.125 608719 50296 19424 2229
11.25 0.81982 0.0731138 0.0966241 0.845638 0.0279065 0.136501 0.8 0.075 0.151097 11.125 11.375 337726 32629 13005 1393
11.50 0.82906 0.0420513 0.113606 0.786127 0.0816265 0.102608 0.808219 0.0883325 0.160219 11.375 11.625 186881 17233 8447 823
11.75 0.811518 0.026593 0.102335 0.793961 0.0391975 0.124067 0.756303 0.0519167 0.124724 11.625 11.875 102496 4937 5837 558
12.00 0.716049 0.0302193 0.0844705 0.72389 0.0393022 0.0925829 0.704545 0.00246096 0.166534 11.875 12.125 55237 541 3960 374
12.25 0.538462 0.0702341 0.0584616 0.633929 0.0463938 0.0583535 0.596591 0.0640152 0.0594481 12.125 12.375 28932 40 2450 228
12.50 1 0 0.25 0.488351 0.0369013 0.0601903 0.503546 0.0195308 0.0780142 12.375 12.625 14854 7 1360 157
12.75 1 0 0 0.332362 0.0522539 0.0535736 0.290323 0.0808114 0.0185834 12.625 12.875 7204 1 379 98
13.00 0 0 0 0.459459 0.0262548 0.126126 0.2 0.0318841 0.0405797 12.875 13.125 3323 0 39 71
13.25 0 0 0 0 0 0 0.212766 0.0263645 0.106383 13.125 13.375 1387 0 3 47
13.50 0 0 0 0 0 0 0.0454545 0.0497836 0 13.375 13.625 528 0 0 22
13.75 0 0 0 0 0 0 0.142857 0.0238095 0 13.625 13.875 181 0 0 7
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 38 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 5 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
