#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0705205 0 0 0.0899839 0 0 0.107438 0 0 0.075 0 0 0.0769231 0 8.625 8.875 43401 41534 1867 242 320 91
9.00 0 0.105719 0 0 0.119295 0 0 0.117714 0 0 0.124088 0 0 0.116343 0 8.875 9.125 78231 72447 5784 875 1233 361
9.25 3.09256e-06 0.0844021 3.09256e-06 4.68999e-05 0.131812 2.345e-05 0.000304785 0.13761 0.000152393 0 0.133372 0 0 0.142552 0 9.125 9.375 366001 323357 42644 6562 8585 2806
9.50 1.2561e-05 0.0560435 3.92533e-06 3.30841e-05 0.142223 1.6542e-05 3.59441e-05 0.154955 0 3.59635e-05 0.176796 1.29512e-09 0 0.182631 0 9.375 9.625 1.45514e+06 1.27378e+06 181356 27821 27806 8049
9.75 8.64088e-05 0.0640104 1.92382e-05 0.000149518 0.154526 7.5777e-05 0.000310156 0.188008 0.000140978 0.000181274 0.214467 0.000108753 0.000138466 0.223068 6.92329e-05 9.625 9.875 3.55505e+06 3.06682e+06 488235 70932 55165 14444
10.00 6.66004e-05 0.052418 3.40273e-05 7.1195e-05 0.148563 3.02871e-05 8.08146e-05 0.176843 3.02636e-05 2.79384e-05 0.198837 1.39579e-05 0.000222185 0.197688 0.000111204 9.875 10.125 4.09858e+06 3.43842e+06 660159 98992 71586 18003
10.25 6.75641e-06 0.0383435 2.70256e-06 2.34479e-05 0.141205 8.17218e-06 3.14802e-05 0.171627 1.04528e-05 4.71217e-05 0.189028 -1.5722e-05 6.44621e-05 0.18346 6.44621e-05 10.125 10.375 2.81718e+06 2.22011e+06 597069 95298 63665 15513
10.50 3.1253e-06 0.0309842 0 1.89384e-05 0.135851 -5.35128e-08 2.38969e-05 0.158771 -7.15192e-07 3.9778e-05 0.175453 -9.30286e-07 8.22504e-05 0.167837 -5.85947e-07 10.375 10.625 1.7551e+06 1.27988e+06 475224 83693 50279 12158
10.75 1.34432e-06 0.0258957 -1.34432e-06 6.41106e-05 0.13446 -2.07284e-05 4.31885e-05 0.144347 -1.73671e-05 0.000136791 0.165317 -8.84909e-05 0.000231992 0.156968 -0.000124134 10.625 10.875 1.08703e+06 743870 343157 69463 36552 8621
11.00 4.61573e-06 0.0247888 -6.92359e-06 0.000411774 0.134773 -0.000190867 0.000100375 0.136026 -0.000299877 0.00130039 0.16378 -0.000399856 0.00127111 0.153949 -0.000832543 10.875 11.125 634868 433301 201567 49813 24608 5507
11.25 3.16877e-05 0.0263879 -3.16877e-05 0.00448591 0.142546 -0.00216714 0.00192562 0.133216 -0.000862481 0.00771384 0.158871 -0.00360481 0.01033 0.149988 -0.004273 11.125 11.375 358797 252464 106333 33236 16075 3485
11.50 0.000736631 0.0278095 -0.000439275 0.0346315 0.140921 -0.00337156 0.0155992 0.125266 -0.00480227 0.0491711 0.145314 -0.000819575 0.0652174 0.140743 0.00222136 11.375 11.625 203614 147971 55643 18142 10677 2070
11.75 0.0102976 0.0352336 -9.43653e-05 0.160117 0.13427 0.0182373 0.0793506 0.110437 0.00957882 0.194626 0.148211 0.0268645 0.227983 0.121593 0.0392339 11.625 11.875 114068 84777 29291 5482 7332 1408
12.00 0.0883403 0.0542559 0.0184478 0.433051 0.075671 0.047704 0.258333 0.0963379 0.0338777 0.477149 0.077951 0.0477695 0.533569 0.0590237 0.0470192 11.875 12.125 63721 48732 14989 600 4967 849
12.25 0.36186 0.0565636 0.0420921 0.729626 0.0327261 0.028826 0.758065 0.016129 0.0380645 0.74572 0.0341346 0.0293782 0.763889 0.0364524 0.0436816 12.125 12.375 34490 27226 7264 62 3154 576
12.50 0.732446 0.0944426 0.110749 0.901768 0.0336718 0.0510706 1 0 0.25 0.889971 0.0390647 0.0517704 0.937173 0.0209424 0.0371728 12.375 12.625 18588 15025 3563 8 1745 382
12.75 0.928149 0.0325909 0.101548 0.957022 0.0201828 0.031898 1 0 0 0.941068 0.0259044 0.0523787 0.963636 0.0143048 0.0208883 12.625 12.875 9599 7947 1652 4 543 275
13.00 0.966691 0.00340384 0.0325796 0.983232 0.000768304 0.0123729 0 0 0 0.942308 0.0192307 0.0403469 0.977528 0 0.0130311 12.875 13.125 4769 4113 656 0 52 178
