#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00334902 0.0238063 0.00307481 0.0287062 0.110709 0.0264973 0.0312468 0.121325 0.028813 0.0396155 0.131678 0.0358873 0.0380205 0.126095 0.0342914 7.2 7.4 694350 512090 182260 29443 24031 12993
7.5 0.00307723 0.0213928 0.00269279 0.0290617 0.111344 0.024918 0.0298575 0.122004 0.0257451 0.0390698 0.128589 0.0331846 0.034423 0.124003 0.0290047 7.4 7.6 563778 407834 155944 26526 21500 11533
7.7 0.00279414 0.0201433 0.002215 0.030089 0.113083 0.0232646 0.0300922 0.120283 0.0236192 0.0389673 0.127993 0.0292135 0.0352396 0.118786 0.0264266 7.6 7.8 458094 323892 134202 23860 18708 9932
7.9 0.00258069 0.0194206 0.00167125 0.030451 0.110167 0.0183031 0.0284615 0.115243 0.0181242 0.0399741 0.123465 0.0231748 0.0350877 0.121723 0.0201885 7.8 8 378238 255746 122492 22873 16961 8721
8.1 0.00287405 0.018847 0.00138557 0.0294128 0.10329 0.0126231 0.028111 0.111255 0.0143222 0.0367995 0.120071 0.0136929 0.0358935 0.110166 0.0131953 8 8.2 311794 200414 111380 21842 15435 7773
8.3 0.00311497 0.0187048 0.000559606 0.0310057 0.096661 0.00514896 0.0305059 0.0992167 0.0072711 0.0390001 0.114464 0.00484188 0.0382263 0.107777 0.00411148 8.2 8.4 249904 156663 93241 19570 13282 6540
8.5 0.00399846 0.0179041 0.000342091 0.0364569 0.0907959 -0.00264281 0.0326989 0.0914729 0.000336207 0.0461881 0.106904 -0.00742267 0.0471768 0.106684 -0.00252459 8.4 8.6 196357 122297 74060 16392 11215 5384
8.7 0.00569643 0.0178941 -0.000748152 0.0460087 0.0894823 -0.0105188 0.0433512 0.0838973 -0.00526358 0.0562258 0.103199 -0.0137082 0.0593607 0.0970905 -0.0101271 8.6 8.8 153688 96025 57663 14025 9284 4380
8.9 0.00839406 0.0186203 -0.00144246 0.0621738 0.0837256 -0.0144022 0.0537514 0.0752077 -0.00946044 0.0771346 0.0964178 -0.016188 0.0721141 0.0958613 -0.0182154 8.8 9 121292 75887 45405 11609 7636 3647
9.1 0.0121465 0.0196532 -0.00176468 0.0897906 0.077281 -0.0117356 0.0669768 0.069088 -0.0137491 0.110955 0.0870153 -0.0109335 0.107648 0.0825302 -0.00859472 9 9.2 96766 61005 35761 9242 6408 3112
9.3 0.0213046 0.021844 -0.000630524 0.11966 0.0789589 -0.0121653 0.0821314 0.0664157 -0.0110451 0.136274 0.0950592 -0.0153171 0.153846 0.0826653 -0.0114431 9.2 9.4 79532 50224 29308 7488 5577 2691
9.5 0.0386331 0.0216489 0.00334162 0.170546 0.0709504 0.000987008 0.10191 0.0663639 -0.00387797 0.205756 0.0701661 0.00190932 0.204659 0.0692319 0.00186779 9.4 9.6 67595 43279 24316 5603 4899 2404
9.7 0.0653272 0.0204366 0.00770983 0.224233 0.0635938 0.00749232 0.126316 0.0680458 0.00402782 0.256844 0.070648 0.0074915 0.268363 0.054518 0.0151162 9.6 9.8 58656 37825 20831 4180 4493 2083
9.9 0.106264 0.0195455 0.0129345 0.290772 0.053023 0.0147554 0.148803 0.060992 0.00784317 0.349663 0.0391862 0.0264146 0.342486 0.0547408 0.0168327 9.8 10 54165 35666 18499 2883 4307 2076
10.1 0.170879 0.0178517 0.0196905 0.365985 0.0458389 0.0117442 0.151569 0.0778428 0 0.41288 0.0445272 0.0137424 0.431772 0.0356138 0.0198867 10 10.2 49960 33667 16293 1689 4115 1964
10.3 0.238722 0.0185857 0.0199267 0.444513 0.0406135 0.0119824 0.207763 0.0692993 0.0106299 0.480128 0.0387159 0.0134771 0.51936 0.0281029 0.0203412 10.2 10.4 47240 32741 14499 876 4051 1937
10.5 0.315758 0.0181513 0.0170568 0.519377 0.0462358 0.00742829 0.265882 0.0665919 0.0102262 0.560562 0.0376279 0.0185082 0.588619 0.0336418 0.0117178 10.4 10.6 42265 30137 12128 425 3773 1687
10.7 0.385333 0.0303256 0.00530893 0.585174 0.0575513 0.00561988 0.286667 0.124624 0.0163964 0.605428 0.0564702 0.00276315 0.645116 0.0506303 0.00990468 10.6 10.8 33652 24641 9011 150 2874 1423
10.9 0.461683 0.0575203 0.00859314 0.655639 0.063022 0.00525659 0.40625 0.248922 0.0238971 0.628757 0.0645683 0.00590932 0.770985 0.0244465 0.0214988 10.8 11 21991 16520 5471 32 1697 1096
11.1 0.566221 0.0737199 0.00946909 0.744373 0.0682756 0.00863606 0.714286 0.142857 0.0892857 0.672035 0.0570289 0.0129842 0.818336 0.0564433 0.00200963 11 11.2 11020 8532 2488 14 683 589
11.3 0.693165 0.0885564 0.00562239 0.816464 0.067574 0.0113668 1 0 0 0.646707 0.12448 0 0.879227 0.0468813 0.00774109 11.2 11.4 4062 3321 741 2 167 207
11.5 0.821549 0.0664064 0.0044241 0.888889 0.0403146 0.031746 1 0 1 0.833333 0.0555556 0.19697 0.95082 0.0287722 0.035926 11.4 11.6 1035 891 144 1 12 61
