#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000170459 0.0232027 0.000143133 0.0026977 0.131393 0.0023852 0.00474678 0.167199 0.00434605 0.00519481 0.17834 0.00425301 0 0 0 7.2 7.4 596112 434122 161990 30547 5775 0
7.5 0.000276907 0.0218802 0.000228087 0.00345877 0.126941 0.00294534 0.00557958 0.157213 0.00484453 0.00621008 0.176473 0.00520404 0 0 0 7.4 7.6 478826 332242 146584 30289 5636 0
7.7 0.000480277 0.0226568 0.000397139 0.0051788 0.122746 0.00423554 0.0079957 0.153554 0.00649199 0.012977 0.165751 0.0108834 0 0 0 7.6 7.8 373781 251938 121843 27890 5163 0
7.9 0.00092273 0.0237335 0.000768051 0.00836656 0.118327 0.0064642 0.0124181 0.149402 0.00972292 0.0160107 0.168292 0.0114901 0 0 0 7.8 8 286365 191822 94543 24722 4497 0
8.1 0.00157277 0.0258154 0.00129396 0.0138326 0.112815 0.0102776 0.0194282 0.135709 0.0149084 0.0251817 0.158881 0.0174788 0 0 0 8 8.2 216580 146239 70341 20846 3852 0
8.3 0.00259125 0.0285226 0.00207491 0.0198627 0.109923 0.0137299 0.0247896 0.122803 0.0172001 0.033252 0.153068 0.0216795 0 0 0 8.2 8.4 164157 112301 51856 17467 3278 0
8.5 0.00441229 0.0307891 0.00338709 0.0295336 0.109036 0.0186226 0.0340254 0.122822 0.0224719 0.0502366 0.142468 0.0305931 0 0 0 8.4 8.6 125200 86803 38397 14401 2747 0
8.7 0.00787683 0.0338929 0.00560933 0.0432987 0.115788 0.0260601 0.0388149 0.123302 0.0217249 0.0753012 0.139281 0.04468 0 0 0 8.6 8.8 94885 67032 27853 11645 2324 0
8.9 0.0127719 0.0349644 0.00751736 0.0577586 0.114103 0.0319066 0.0467856 0.112335 0.0254566 0.0897566 0.15018 0.0474639 0 0 0 8.8 9 71161 51441 19720 8742 1972 0
9.1 0.0192542 0.0337737 0.00896241 0.0782067 0.126981 0.0362527 0.0573959 0.111533 0.0273829 0.125 0.151262 0.0595088 0 0 0 9 9.2 53383 39420 13963 6098 1608 0
9.3 0.029587 0.0366518 0.0128186 0.104199 0.127787 0.0434127 0.0546715 0.113997 0.018839 0.160289 0.14072 0.0652769 0 0 0 9.2 9.4 39619 29878 9741 3896 1385 0
9.5 0.0412852 0.0436353 0.0138389 0.139798 0.119441 0.053978 0.0657895 0.092622 0.0285554 0.214408 0.128861 0.0860706 0 0 0 9.4 9.6 29444 22720 6724 2280 1166 0
9.7 0.0618033 0.0395846 0.0184165 0.170913 0.12169 0.0516774 0.0638298 0.0941611 0.0185399 0.245509 0.13417 0.0687463 0 0 0 9.6 9.8 22023 17313 4710 1175 1002 0
