#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0406099 0.0778798 0.0324026 0.0436212 0.0885061 0.0359836 0.0541618 0.0977063 0.0416022 0.0534561 0.0917286 0.0409838 7.2 7.4 701227 183718 28339 24264 14690
7.5 0.0396689 0.0763848 0.0273824 0.0392364 0.0881669 0.0281737 0.0532812 0.0962264 0.0359631 0.0504153 0.0894825 0.0356393 7.4 7.6 574386 157288 25600 21797 13012
7.7 0.0435781 0.0775332 0.0254205 0.0449762 0.0854409 0.028675 0.053679 0.0933741 0.030214 0.0486603 0.0884197 0.0265004 7.6 7.8 466896 133538 23020 19111 11281
7.9 0.0466819 0.0785771 0.0191257 0.0471015 0.0838673 0.0225082 0.0558783 0.0924143 0.0200348 0.0531492 0.0877953 0.0209392 7.8 8 383361 119856 21242 17187 9891
8.1 0.0473627 0.0739651 0.0104272 0.0461209 0.0782961 0.0115802 0.058276 0.0850516 0.0119113 0.0573722 0.0780429 0.0134463 8 8.2 316788 110076 20595 15489 8959
8.3 0.0488923 0.063658 0.00336741 0.0493332 0.06582 0.0041174 0.0603196 0.077063 0.000725489 0.0603782 0.0766387 0.00286069 8.2 8.4 255222 94141 18574 13651 7399
8.5 0.0557066 0.060751 -0.00205505 0.0503573 0.0622583 -0.00296319 0.0707539 0.0658773 -0.0023745 0.0677555 0.0726948 -0.00564768 8.4 8.6 201701 75971 16083 11538 6219
8.7 0.0672937 0.056957 -0.00500315 0.063687 0.0535781 -0.00266443 0.0818507 0.0694559 -0.00840755 0.0820352 0.0700603 -0.00542418 8.6 8.8 158196 59702 13566 9535 5101
8.9 0.0845935 0.0559919 -0.00736643 0.0779378 0.0514888 -0.00321592 0.0984034 0.0696926 -0.0103488 0.0973807 0.0715125 -0.0114874 8.8 9 125584 46879 11251 7949 4243
9.1 0.107056 0.0565853 -0.00712388 0.0881031 0.0467639 -0.00112125 0.13231 0.0624697 -0.00606656 0.12934 0.0604632 -0.00187919 9 9.2 100839 37763 9214 6755 3551
9.3 0.133768 0.0523681 0 0.089084 0.0528038 -0.0015417 0.154844 0.0659457 0 0.154571 0.0554892 0.00377895 9.2 9.4 83633 30919 7425 5813 3103
9.5 0.161414 0.0508369 0.00594945 0.0986856 0.0493752 0.0102082 0.197621 0.0485182 0.0103104 0.194581 0.0527464 0.0140085 9.4 9.6 71342 25805 5822 5180 2754
9.7 0.188154 0.0477731 0.0139037 0.0839471 0.0599704 0.00556418 0.222722 0.0433663 0.0157494 0.219666 0.0424625 0.0146471 9.6 9.8 62520 22136 4178 4727 2446
9.9 0.208734 0.0423531 0.0174631 0.0687468 0.0586111 0.014582 0.259554 0.0369799 0.022614 0.261647 0.0395952 0.0242012 9.8 10 56553 19511 2895 4375 2415
