#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0273896 0.0488302 0.0273896 0.0332384 0.0655271 0.0332384 0.0465116 0.104651 0.0465116 0.0323383 0.0646766 0.0323383 0.0350877 0.0584795 0.0350877 8.625 8.875 27152 25046 2106 172 402 342
9.00 0.0395126 0.0685201 0.0395126 0.0428028 0.0816424 0.0426443 0.0423573 0.0791897 0.0423573 0.0419255 0.0830745 0.0419255 0.0387263 0.0834768 0.0387263 8.875 9.125 48573 42265 6308 543 1288 1162
9.25 0.0326112 0.0603827 0.0326006 0.0508777 0.0946982 0.0508522 0.0507655 0.0937416 0.0504969 0.0522733 0.0935012 0.0522733 0.0569592 0.0956795 0.0569592 9.125 9.375 229554 190303 39251 3723 7786 6689
9.50 0.0249447 0.0493566 0.0249016 0.0710676 0.107548 0.070767 0.0716063 0.106366 0.0713655 0.0794499 0.12104 0.0790045 0.0884443 0.127147 0.0880993 9.375 9.625 853096 743285 109811 12457 17961 14495
9.75 0.031338 0.0616658 0.0308566 0.0866596 0.118876 0.0842119 0.0931636 0.127207 0.0909785 0.115245 0.1443 0.111991 0.124737 0.151722 0.121193 9.625 9.875 2.40018e+06 2.08393e+06 316249 36613 41173 30472
10.00 0.0212268 0.0451808 0.0205132 0.0765362 0.114459 0.0702247 0.0829787 0.124859 0.076662 0.0996713 0.132993 0.0893943 0.0998506 0.139979 0.0902179 9.875 10.125 3.57136e+06 2.9874e+06 583959 73790 74525 52208
10.25 0.0153724 0.0363121 0.0143356 0.0693105 0.114339 0.0565814 0.0740989 0.124376 0.0609941 0.0891237 0.129654 0.0694902 0.0864467 0.128111 0.0676441 10.125 10.375 2.60075e+06 2.04086e+06 559886 76155 72102 48099
10.50 0.0116068 0.0291918 0.00971044 0.0648116 0.106348 0.0394721 0.0688762 0.114622 0.0439239 0.0837044 0.119467 0.0457053 0.0804314 0.120552 0.0433375 10.375 10.625 1.63905e+06 1.20808e+06 430972 62576 55923 36441
10.75 0.00996349 0.0244107 0.00616947 0.0739049 0.101753 0.0209192 0.0730533 0.106471 0.0237271 0.0915858 0.112132 0.0191213 0.0886165 0.105886 0.0179418 10.625 10.875 1.01863e+06 714810 303823 49854 41109 25695
11.00 0.0116615 0.0224001 0.00311368 0.0988943 0.0924751 -0.000695258 0.0924826 0.093686 0.00367901 0.117651 0.0987787 -0.00378005 0.119993 0.0912836 -0.00616807 10.875 11.125 625386 423615 201771 38537 28661 17176
11.25 0.019346 0.023422 0.000550918 0.159009 0.0783127 -0.0114906 0.133951 0.0735682 -0.00638202 0.184404 0.0800364 -0.0137273 0.191022 0.0770974 -0.0126121 11.125 11.375 365453 250491 114962 26883 18530 10983
11.50 0.0431787 0.0239245 0.000186548 0.268365 0.0691002 -0.00744608 0.2044 0.0634838 -0.00818709 0.299762 0.0719594 -0.00648472 0.313341 0.0677995 -0.0082579 11.375 11.625 214051 150097 63954 15817 12193 6836
11.75 0.106503 0.0284688 0.0062279 0.423767 0.0504136 0.00588095 0.326919 0.0527756 0.00628769 0.445154 0.0532854 0.00642788 0.481063 0.0522864 0.00830612 11.625 11.875 124408 89115 35293 5093 7986 4251
12.00 0.230831 0.0267646 0.0185982 0.608505 0.0314652 0.0183618 0.527919 0.0344772 0.0166405 0.62484 0.0305057 0.0166079 0.63231 0.0265737 0.0171496 11.875 12.125 72167 52532 19635 591 5483 2736
12.25 0.423191 0.0211 0.0362496 0.759617 0.0205359 0.0261371 0.826667 0.0133333 0.0266666 0.754601 0.0179904 0.026967 0.783175 0.0183604 0.0320259 12.125 12.375 41540 31090 10450 75 3586 1688
12.50 0.630813 0.0245118 0.0631261 0.872734 0.0143925 0.0285349 0.956522 0.00181156 0.0636646 0.856861 0.0160456 0.0277003 0.897653 0.0126528 0.0265285 12.375 12.625 23275 17869 5406 23 2026 1065
12.75 0.799111 0.0301479 0.0714079 0.941522 0.00944436 0.0270397 1 0 0 0.921764 0.00723016 0.0369844 0.941482 0.00851756 0.0280457 12.625 12.875 13239 10349 2890 5 703 769
13.00 0.907128 0.0164496 0.0582591 0.969317 0.00348675 0.0230715 1 0 0 0.952381 0 0.0507416 0.964948 0.00733793 0.0200666 12.875 13.125 7270 5836 1434 1 63 485
