#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0154659 0.0675217 0.0153904 0.0159731 0.08533 0.0159731 0.0311111 0.0666667 0.0311111 0.0124224 0.0890269 0.0124224 0.0199336 0.0863787 0.0199336 8.625 8.875 28889 26510 2379 225 483 301
9.00 0.020593 0.089683 0.0205703 0.0236426 0.0984192 0.0236426 0.0227848 0.0987342 0.0227848 0.0252492 0.0963455 0.0252492 0.0233209 0.0951492 0.0233209 8.875 9.125 51319 44044 7275 790 1505 1072
9.25 0.013718 0.0702021 0.013718 0.0216141 0.104105 0.0215925 0.0212766 0.10326 0.0210814 0.0223103 0.103107 0.0223103 0.0249549 0.107787 0.0249549 9.125 9.375 246798 200393 46405 5123 9592 6652
9.50 0.00906274 0.0558107 0.00903507 0.0325995 0.124571 0.0325287 0.0309811 0.12509 0.03087 0.0385721 0.148367 0.0385292 0.0434753 0.154987 0.0434753 9.375 9.625 972324 831095 141229 18011 23307 14698
9.75 0.0107729 0.0685482 0.0105228 0.0388628 0.144408 0.0385295 0.0448825 0.166006 0.0445761 0.053903 0.183535 0.0535779 0.0607993 0.188634 0.0604804 9.625 9.875 2.76345e+06 2.37941e+06 384043 48950 49218 28224
10.00 0.00729068 0.0536819 0.00710855 0.0329252 0.136342 0.0325647 0.037981 0.147716 0.0376227 0.0455507 0.168062 0.0451019 0.0480423 0.171067 0.0473693 9.875 10.125 3.77851e+06 3.15704e+06 621469 83726 77979 43087
10.25 0.00485175 0.0416507 0.0047855 0.027536 0.125339 0.0270124 0.031691 0.141366 0.0311758 0.0392353 0.155828 0.0382935 0.036356 0.155241 0.0353776 10.125 10.375 2.69407e+06 2.11305e+06 581022 83904 73021 37958
10.50 0.00332672 0.0310838 0.00323467 0.0234297 0.121437 0.0213882 0.0254196 0.131258 0.0237917 0.0330253 0.143246 0.0290828 0.0302691 0.137351 0.0266732 10.375 10.625 1.68857e+06 1.23846e+06 450112 70300 56593 28610
10.75 0.00241575 0.0260442 0.00211206 0.0240649 0.122042 0.0155578 0.0229072 0.126722 0.0159745 0.0327801 0.137559 0.017946 0.0293257 0.129077 0.0152198 10.625 10.875 1.0484e+06 727725 320674 57100 41153 20153
11.00 0.00230804 0.0251675 0.00131456 0.0290941 0.122112 0.00225864 0.0252118 0.122229 0.00351604 0.0384764 0.128265 0 0.0404821 0.124265 -0.00117194 10.875 11.125 636544 429801 206743 43432 28563 13191
11.25 0.00363842 0.0268382 -0.000299913 0.0562467 0.109967 -0.0149217 0.0417433 0.109207 -0.0129548 0.0707137 0.120837 -0.0195024 0.0790504 0.109165 -0.0156402 11.125 11.375 368116 253407 114709 29897 18285 8425
11.50 0.0115303 0.0274209 -0.00369764 0.140644 0.0972111 -0.0163775 0.0892577 0.094694 -0.0176159 0.170569 0.106081 -0.0158643 0.192219 0.0941708 -0.0112168 11.375 11.625 213533 150907 62626 17231 12171 5192
11.75 0.0485667 0.0384191 -0.00193502 0.316324 0.0828306 0.00774273 0.205033 0.0813227 0.000202566 0.348803 0.0847947 0.0119112 0.379573 0.0789639 0.0112892 11.625 11.875 123182 88888 34294 5404 8145 3417
12.00 0.17167 0.0440149 0.016212 0.555969 0.0417848 0.0221273 0.466549 0.0474858 0.0163714 0.580709 0.0379421 0.0261872 0.606887 0.0366969 0.0151592 11.875 12.125 70465 51937 18528 568 5588 2091
12.25 0.421744 0.0311574 0.0341216 0.768158 0.0264199 0.0269073 0.747126 0.0278735 0.0280253 0.772816 0.0290713 0.0251164 0.80543 0.024188 0.0273167 12.125 12.375 40110 30362 9748 87 3605 1326
12.50 0.699444 0.0504109 0.0721727 0.905638 0.0190725 0.0320052 0.909091 0 0.0143541 0.89175 0.0212307 0.0344014 0.929385 0.01313 0.0311601 12.375 12.625 22333 17278 5055 22 2097 878
12.75 0.881746 0.0359771 0.071341 0.95748 0.0101863 0.029408 1 0 0 0.938806 0.0103719 0.0299961 0.963141 0.00974572 0.031395 12.625 12.875 12324 9784 2540 4 670 624
13.00 0.955229 0.0115178 0.0388259 0.978706 0.00442654 0.0185028 1 0 0 0.953125 0.015129 0.0209216 0.984848 0.00246114 0.0149031 12.875 13.125 6604 5383 1221 1 64 396
13.25 0.962807 0.0126316 0.0115789 0.978723 0.00354612 0.0127127 0 0 0 1 0 0 0.982578 0.00631046 0.0117755 13.125 13.375 3414 2850 564 0 4 287
