#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0824463 0.078462 0.0258605 0.088688 0.0838318 0.0305151 0.104577 0.0964137 0.0286751 0.102813 0.0916232 0.0294376 7.2 7.4 718856 185682 26112 24696 18570
7.5 0.0843638 0.0744514 0.0175416 0.0860482 0.0825826 0.0196908 0.106515 0.0862885 0.019708 0.0981483 0.0881367 0.014653 7.4 7.6 599294 162292 23936 22559 16782
7.7 0.0914533 0.0720038 0.0110044 0.0947279 0.0731752 0.0172224 0.114062 0.0826107 0.0116443 0.10626 0.0762854 0.00924928 7.6 7.8 491512 138362 21653 19687 14656
7.9 0.10893 0.0638407 0.010292 0.10518 0.0651726 0.0109637 0.13252 0.0727206 0.012984 0.119061 0.0744717 0.00786287 7.8 8 396389 117542 18849 17390 12656
8.1 0.121678 0.0620152 0.00428677 0.121133 0.0610546 0.00962143 0.133178 0.0721665 0 0.130574 0.0694663 0.000139177 8 8.2 324596 105421 17573 15391 10943
8.3 0.123819 0.0612886 -0.000783138 0.122214 0.0601968 0.00339925 0.142034 0.0670287 -0.00133735 0.141121 0.0640293 0.0016889 8.2 8.4 265511 95305 16459 13952 9592
8.5 0.132687 0.0554025 -0.000266179 0.123694 0.0548611 2.51532e-05 0.157377 0.0637157 -0.00164193 0.156526 0.0567698 0.00252515 8.4 8.6 214092 80806 14590 12101 8353
8.7 0.147033 0.0530578 0.000672594 0.142985 0.0437397 0.00733529 0.166897 0.0609233 -0.00202164 0.171653 0.0579084 -0.00118807 8.6 8.8 169431 65208 12672 10396 6967
8.9 0.166673 0.0490212 0.00251909 0.151301 0.0411227 0.00873037 0.193078 0.0535739 0.00264069 0.194824 0.0564048 0.00447166 8.8 9 136514 51951 10707 8480 5802
9.1 0.183011 0.0505126 0.00284114 0.155678 0.0446005 0.00742169 0.203974 0.0576409 0.00061582 0.222358 0.0487034 0.0105308 9 9.2 111101 42093 9076 7325 4911
9.3 0.199358 0.0492509 0.00382954 0.152781 0.0490581 0.00257044 0.229356 0.0477868 0.00666927 0.22238 0.0574149 0.0041749 9.2 9.4 92661 34787 7433 6257 4206
9.5 0.216258 0.0481186 0.00860652 0.159043 0.0463 0.0139177 0.230575 0.0537514 0.001901 0.244921 0.0502338 0.0111163 9.4 9.6 79813 29334 5969 5603 3723
9.7 0.231887 0.0451885 0.00937285 0.133333 0.0583524 0.00674421 0.263874 0.0444106 0.0175035 0.263587 0.0420519 0.0159321 9.6 9.8 68758 24663 4230 4923 3381
9.9 0.239557 0.0493297 0.00650512 0.104258 0.074483 0.00270995 0.281409 0.0440962 0.0119672 0.271582 0.050571 0.00839481 9.8 10 61805 21825 3085 4571 3128
10.1 0.252367 0.04673 0.0109223 0.0723754 0.0714397 0.00609715 0.286921 0.0471615 0.0162911 0.288893 0.0469568 0.00907713 10 10.2 56354 19025 1885 4282 2968
10.3 0.253371 0.0436063 0.0127875 0.0375265 0.085097 0.0185021 0.280553 0.037845 0.0131433 0.289293 0.0356915 0.0148952 10.2 10.4 50861 16420 919 4119 2622
10.5 0.249719 0.0466833 0.0120486 0.0139951 0.108457 0.0191447 0.271851 0.0433652 0.0154178 0.289345 0.0472944 0.0130217 10.4 10.6 44774 13858 377 3716 2406
10.7 0.237749 0.0483423 0.0155804 0.0742874 0.101748 0.0602982 0.243878 0.0395938 0.0227892 0.290869 0.0387276 0.0274886 10.6 10.8 35240 10207 132 2892 1943
10.9 0.21225 0.0435374 0.0201315 0.0448551 0.170743 0.0154244 0.176315 0.0431108 0.024268 0.261727 0.0441689 0.0169044 10.8 11 23699 6410 48 1761 1381
11.1 0.175152 0.0404148 0.0257151 0.215566 0.159475 0.104736 0.0700554 0.052536 0.0215675 0.258996 0.0234184 0.0495846 11 11.2 12358 3027 9 688 811
