#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0304982 0.0475091 0.0304982 0.0355438 0.0546419 0.0355438 0.0277778 0.0555556 0.0277778 0.0445682 0.0473538 0.0445682 0.025641 0.0673077 0.025641 8.625 8.875 26575 24690 1885 144 359 312
9.00 0.0457404 0.0668532 0.0457165 0.0523002 0.0895575 0.0523002 0.0589431 0.101626 0.0589431 0.0515098 0.0817052 0.0515098 0.0523939 0.0957543 0.0523939 8.875 9.125 47540 41823 5717 492 1126 1107
9.25 0.0379489 0.0625967 0.0379224 0.0654598 0.0938569 0.0654046 0.0577874 0.0905439 0.0577874 0.0689655 0.0966625 0.068827 0.0702678 0.0979537 0.0702678 9.125 9.375 225016 188780 36236 3236 7221 6646
9.50 0.0287558 0.0494164 0.0286597 0.0835428 0.104331 0.0827994 0.0805734 0.10479 0.079594 0.0965041 0.116184 0.0958318 0.105503 0.121508 0.10445 9.375 9.625 830180 727957 102223 11232 16362 14246
9.75 0.03694 0.0643184 0.0361476 0.0982624 0.116238 0.0933086 0.106125 0.128315 0.101617 0.128572 0.147099 0.121555 0.142982 0.150117 0.134597 9.625 9.875 2.32574e+06 2.02171e+06 304033 34384 39192 31011
10.00 0.0254233 0.0457588 0.0240908 0.0888132 0.115362 0.0762263 0.0941658 0.123525 0.0818733 0.113916 0.135295 0.0940207 0.116106 0.139548 0.0968489 9.875 10.125 3.52118e+06 2.94199e+06 579193 71767 73554 55363
10.25 0.0188157 0.0371375 0.0167465 0.0830755 0.113925 0.0604856 0.0881153 0.12164 0.0647566 0.105363 0.131449 0.0717182 0.101637 0.129827 0.0687948 10.125 10.375 2.57816e+06 2.0206e+06 557565 74743 71619 51310
10.50 0.0145581 0.0294149 0.0112468 0.0791642 0.105104 0.0388197 0.0839343 0.113674 0.0424775 0.10084 0.119721 0.0407418 0.0951415 0.116774 0.0383512 10.375 10.625 1.62642e+06 1.19892e+06 427504 61012 55930 38942
10.75 0.0130021 0.0255974 0.00712658 0.0911958 0.0954909 0.0211541 0.0912555 0.0988181 0.0241519 0.11094 0.102518 0.0142274 0.108227 0.0994418 0.0126699 10.625 10.875 1.01084e+06 710579 300266 48293 40986 27396
11.00 0.0159663 0.0229597 0.00364284 0.124906 0.085451 -0.000497594 0.113799 0.0885473 0.00231066 0.147278 0.0921494 -0.00424367 0.150824 0.0855344 -0.00301756 10.875 11.125 621560 420825 200735 37329 28470 18379
11.25 0.0268577 0.0227747 0.00109787 0.190763 0.0760836 -0.0106588 0.161018 0.073854 -0.00722733 0.216239 0.0759469 -0.0120088 0.226654 0.0726921 -0.0105472 11.125 11.375 364739 249575 115164 26202 18572 11758
11.50 0.0568251 0.0241066 0.00266368 0.303945 0.0644377 -0.00434071 0.236723 0.0591572 -0.00455791 0.337551 0.0631885 -0.00300381 0.347466 0.0639344 -0.00306404 11.375 11.625 213752 149793 63959 15516 12093 7241
11.75 0.122357 0.0253086 0.0105163 0.449197 0.0475536 0.00748619 0.360518 0.0437412 0.0104774 0.468104 0.0486745 0.00914583 0.500666 0.0485616 0.00649124 11.625 11.875 124570 89100 35470 5015 7885 4506
12.00 0.243971 0.0235247 0.0178864 0.614434 0.0315477 0.016386 0.538462 0.0332597 0.0255082 0.635796 0.032337 0.0162844 0.63568 0.0272412 0.0143441 11.875 12.125 72396 52498 19898 572 5442 2926
12.25 0.419898 0.022451 0.0359216 0.760435 0.0199344 0.0255685 0.802632 0.0356038 0.0317982 0.751333 0.0191116 0.0272706 0.784718 0.0216417 0.0249257 12.125 12.375 41744 31179 10565 76 3563 1793
12.50 0.614392 0.0274719 0.0633967 0.866294 0.0157942 0.0311474 1 0 0 0.85565 0.0188792 0.0305502 0.892473 0.00546783 0.0298504 12.375 12.625 23524 17982 5542 15 2009 1116
12.75 0.776539 0.031923 0.0694683 0.929735 0.00991994 0.0307829 1 0 0 0.907381 0.014245 0.0349466 0.928398 0.00950623 0.0252534 12.625 12.875 13440 10494 2946 5 691 824
13.00 0.8887 0.0209326 0.061096 0.960133 0.00598007 0.0253074 1 0 1 0.956522 0 0.0162233 0.965385 0.0043124 0.0230769 12.875 13.125 7381 5876 1505 1 69 520
13.25 0.94441 0.00833845 0.0521927 0.976096 0.00555575 0.011208 1 0 1 1 0 0.1 0.981132 0.00577891 0.00727588 13.125 13.375 3991 3238 753 1 10 371
