#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00569211 0.00559004 0.00573062 -0.00445106 0.00543018 0.00514458 -0.000750672 0.0153709 0.00098376 -0.00321285 0.0233097 -0.00309731 8.625 8.875 28522 2556 243 496 339
9 -0.00196915 0.0139875 -0.00196915 -0.0108961 0.0230355 -0.00277815 -0.00237681 0.010358 -0.00237681 0.000280652 0.0168791 0.000280652 8.875 9.125 50663 7478 736 1525 1159
9.25 0.0141524 0.0348636 0.0141524 0.0148383 0.0356085 0.0148383 0.0136852 0.0365086 0.0136852 0.0175898 0.0387007 0.0175898 9.125 9.375 241399 46162 5003 9492 6902
9.5 0.0316124 0.0649045 0.0315387 0.0303177 0.0666675 0.0302508 0.0387399 0.0802854 0.038671 0.0455264 0.0903762 0.0454746 9.375 9.625 934507 135115 16924 22176 15253
9.75 0.0362941 0.0718468 0.0361972 0.0421322 0.0914291 0.0421561 0.0553485 0.11175 0.0550867 0.0612208 0.115011 0.0608902 9.625 9.875 2.66163e+06 368711 45988 47189 29380
10 0.0339144 0.0793937 0.0335222 0.038826 0.0921612 0.038469 0.0508275 0.108222 0.0500612 0.0528882 0.111324 0.0521933 9.875 10.125 3.72539e+06 613631 81362 77182 45872
10.25 0.0304119 0.0817261 0.0290441 0.034414 0.0957124 0.0330536 0.043675 0.103896 0.0415148 0.0421774 0.100969 0.0399919 10.125 10.375 2.67082e+06 576060 82272 72748 40795
