#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0010336 0.0230176 0.0010336 -0.00257814 0.0304904 -0.00254282 -0.000422966 0.00804207 0.00313567 0.00140593 0.0290736 0.00144124 8.625 8.875 30530 2215 227 464 251
9 0.000257707 0.0084111 0.00080132 0.00255574 0.0128828 0.00257672 0.000603077 -0.000603077 0.00691007 -0.00022134 0.00376818 0.0052764 8.875 9.125 54562 6887 813 1474 869
9.25 0.00169726 0.0447736 0.00167542 0.00164442 0.0406714 0.00146769 0.00188675 0.0504111 0.00188675 0.0026411 0.0528325 0.0026411 9.125 9.375 262085 45784 5514 9631 5786
9.5 0.0054495 0.0864941 0.00542988 0.00623432 0.0904108 0.00620098 0.00666683 0.11722 0.00661218 0.00785608 0.123998 0.00786368 9.375 9.625 1.07476e+06 153216 20543 25125 13568
9.75 0.00625627 0.0896776 0.00622143 0.00759069 0.113279 0.0075502 0.0105833 0.142726 0.0104996 0.0106761 0.155035 0.010484 9.625 9.875 2.98883e+06 414394 55174 52073 25599
10 0.00519922 0.0969903 0.00519127 0.0060478 0.118975 0.00600467 0.00829078 0.139052 0.008311 0.00900687 0.141187 0.00892443 9.875 10.125 3.88763e+06 636546 88827 77915 36588
10.25 0.00459665 0.102761 0.00453651 0.00500597 0.124132 0.00492483 0.00791393 0.138711 0.00782084 0.00787105 0.133502 0.00781107 10.125 10.375 2.73762e+06 587589 87417 71737 32409
