#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00777171 0.100329 0.00753473 0.00802554 0.118718 0.00784099 0.0118963 0.129792 0.0114149 0.0117519 0.123425 0.011242 7.2 7.4 684367 179802 30335 23656 10324
7.5 0.00816092 0.103014 0.00761186 0.00823709 0.114443 0.00769515 0.0126317 0.126527 0.011785 0.0106509 0.11436 0.00940912 7.4 7.6 550881 153826 27710 20383 9328
7.7 0.00790042 0.102464 0.00675359 0.00749342 0.112305 0.0064298 0.0125341 0.122934 0.0107996 0.00962884 0.115738 0.0072315 7.6 7.8 448755 136532 25753 18580 7962
7.9 0.0076147 0.0983204 0.00547688 0.00718232 0.101049 0.00531288 0.0105274 0.122537 0.00703477 0.0112697 0.108111 0.00731325 7.8 8 370943 126098 24764 16973 7228
8.1 0.00715007 0.0912299 0.00289851 0.00611166 0.0951461 0.00249166 0.0104185 0.116073 0.00384672 0.00842869 0.105714 0.00216504 8 8.2 305103 112041 23520 15148 6309
8.3 0.00856995 0.0868442 0.000636627 0.00771884 0.0881632 0.00137345 0.0127815 0.11191 0.000615636 0.0113957 0.103328 0.00140564 8.2 8.4 243988 92347 20484 13097 5344
8.5 0.0103921 0.0843919 -0.00390277 0.00889079 0.0876066 -0.00287101 0.0161245 0.107022 -0.00547159 0.0126658 0.0918358 -0.00555827 8.4 8.6 190853 72286 17214 10769 4507
8.7 0.0145886 0.0833178 -0.00848131 0.0120659 0.0794745 -0.0076658 0.0194147 0.10935 -0.0111168 0.0198355 0.0917054 -0.00973552 8.6 8.8 148880 55537 14430 8846 3525
8.9 0.0249186 0.0780224 -0.0109863 0.018341 0.0668056 -0.00781047 0.0339655 0.0984912 -0.0122749 0.0320325 0.0910318 -0.0110046 8.8 9 116472 43441 11917 7516 3064
9.1 0.0396705 0.0744024 -0.0119874 0.0252993 0.0572906 -0.00918037 0.0538068 0.0922724 -0.0150337 0.05431 0.0858236 -0.0117606 9 9.2 92729 34156 9565 6168 2410
9.3 0.0624065 0.074718 -0.00837746 0.0323114 0.0541598 -0.00535945 0.0815581 0.0872263 -0.00672662 0.0825277 0.088985 -0.00989876 9.2 9.4 74404 26996 7251 5171 2100
9.5 0.0975183 0.066237 0.0024408 0.0425509 0.0529305 0.00204926 0.126477 0.0764966 -0.00192738 0.125996 0.0727295 0.00346891 9.4 9.6 62901 22672 5401 4797 1832
9.7 0.128595 0.065738 0.0133421 0.0327368 0.063555 0.00553945 0.181103 0.0679165 0.0223543 0.174181 0.0695371 0.0126099 9.6 9.8 54987 19298 3869 4372 1650
9.9 0.150848 0.0669551 0.0142436 0.0170416 0.0770664 0.0132855 0.210695 0.0561138 0.0213971 0.211106 0.0633596 0.0131836 9.8 10 49473 16855 2570 4132 1608
10.1 0.17086 0.0608664 0.0181668 -0.0323502 0.102303 0.0149225 0.228589 0.0612376 0.0226671 0.237371 0.0588326 0.0152157 10 10.2 46399 14796 1540 3873 1534
10.3 0.188614 0.0519395 0.021833 -0.0936666 0.108508 0.00827168 0.238998 0.044901 0.0273408 0.274353 0.0349169 0.0297796 10.2 10.4 43983 13159 785 3974 1496
10.5 0.187394 0.044738 0.0279685 -0.119598 0.0976455 0.0257887 0.233728 0.0422123 0.0309212 0.284717 0.0215674 0.0338178 10.4 10.6 39193 10899 369 3531 1344
10.7 0.182025 0.0523328 0.022587 -0.0346784 0.114452 0.0600897 0.205319 0.0409037 0.0222417 0.269942 0.043197 0.0244533 10.6 10.8 31446 7934 123 2690 1151
10.9 0.158792 0.0482047 0.0140117 0.0227419 0.139154 0.0291409 0.141616 0.0470135 0.0149627 0.264116 0.0297615 0.0253207 10.8 11 20684 5022 49 1684 863
11.1 0.181327 0.0099048 0.0511072 0.014702 0.235245 0.128986 0.107485 0.00713664 0.0744878 0.272448 0.00554019 0.0601351 11 11.2 10325 2260 7 679 521
11.3 0.107932 0.00882185 0.036241 -0.176209 0.491235 0.571067 -0.00136262 0.013447 0.0439274 0.224314 -0.00407368 0.0916135 11.2 11.4 3720 681 2 163 191
11.5 0.0438958 0.0247152 0.0517899 0.207161 -0.964251 1.08412 -0.0537084 0.0356729 0.236435 0.111007 0.0186638 0.0556132 11.4 11.6 929 147 1 23 52
11.7 0.0805369 -0.00908202 0.102615 -0.919463 0.0329085 0.0285138 -0.919463 0.043119 0.0282493 0.0805369 -0.00646281 0.148799 11.6 11.8 159 10 0 0 5
11.9 0.0416667 0.0416666 0.982843 -0.958333 0.0694444 0.0416667 -0.958333 0.0694444 0.0416667 -0.958333 0.198333 0.0416667 11.8 12 25 1 0 0 0
12.1 -1 1 0 -1 0.0625 0 -1 0.0625 0 -1 0.2 0 12 12.2 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
