#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000822018 0.017835 0.000825225 -0.00122172 0.00118324 0.0586008 -0.00122172 0.00118324 0.0586008 -0.00122172 0.00118324 0.0586008 8.625 8.875 316749 4893 1 0 0
9 0.00111114 0.0217629 0.00111736 -0.00190787 0.129154 0.00219197 -0.00190787 0.00184773 0.0704169 -0.00190787 0.00184773 0.0704169 8.875 9.125 487845 5631 12 0 0
9.25 0.00318352 0.0332404 0.00312802 0.00128294 0.0767858 0.00141129 -0.00263863 0.00251027 0.0650773 -0.00263863 0.00251027 0.0650773 9.125 9.375 1.31737e+06 16317 255 0 0
9.5 0.00393262 0.0350486 0.00378657 0.0162461 0.0970193 0.0151452 -0.00454164 0.216969 7.6998e-05 -0.00454164 0.004267 0.0674869 9.375 9.625 2.50970e+06 81069 1828 9 0
9.75 0.0112475 0.0610753 0.0103995 0.0415571 0.139593 0.0373703 0.0526817 0.169264 0.054606 -0.00614188 0.00567455 0.0693287 9.625 9.875 2.57383e+06 155842 4172 17 0
10 0.033081 0.10153 0.0294218 0.0793558 0.180865 0.0679673 0.0726904 0.231582 0.0729148 -0.00730961 0.00674981 0.0814157 9.875 10.125 1.67826e+06 154516 5377 25 0
10.25 0.0649178 0.142713 0.0548091 0.114509 0.198232 0.093039 0.0649026 0.290781 0.0659182 -0.00917142 0.00846684 0.0844991 10.125 10.375 889375 127225 5401 27 0
10.5 0.0836949 0.142836 0.0656924 0.139292 0.194748 0.104648 0.196411 0.151152 0.154891 -0.0119222 0.0109391 0.0809854 10.375 10.625 419887 58797 3829 24 0
10.75 0.103808 0.120214 0.075879 0.16835 0.179911 0.110288 0.180801 0.15366 0.183205 -0.0191992 0.0170586 0.0849153 10.625 10.875 188988 22210 2538 15 0
11 0.111721 0.110889 0.0777953 0.186591 0.177948 0.130927 0.344435 0.0819772 0.345467 -0.0305651 0.0254175 0.0971778 10.875 11.125 79941 8258 1667 8 0
11.25 0.131868 0.0797395 0.0814359 0.196541 0.14411 0.111757 0.288019 0.0212424 0.147753 -0.0453148 0.0348333 0.102683 11.125 11.375 31348 2726 1013 3 0
11.5 0.117154 0.0526591 0.0592419 0.124572 0.0546176 0.0616156 0.268182 -0.0147422 0.3048 -0.0651512 0.0454632 0.109283 11.375 11.625 11260 746 506 3 0
11.75 0.103937 0.0386923 0.0825762 0.0501063 0.0391271 0.0466302 0.902819 -0.0239952 0.929514 -0.0971806 0.0611878 0.115777 11.625 11.875 3513 179 129 2 0
12 0.110831 0 0.0753177 -0.0619635 0.0708155 0.0675966 -0.124464 0.0600858 0.122318 -0.124464 0.0600858 0.122318 11.875 12.125 983 51 16 0 0
12.25 0.0300971 0.175728 0.0728155 -0.169903 0.0679612 0.106796 0.830097 0.0631068 0.106796 -0.169903 0.0679612 0.106796 12.125 12.375 211 5 0 1 0
12.5 -0.189189 0.418919 0.0540541 -0.189189 0.0810811 0.108108 -0.189189 0.0810811 0.108108 -0.189189 0.0810811 0.108108 12.375 12.625 39 2 0 0 0
12.75 -0.5 0.25 0.25 -0.5 0.25 0.25 -0.5 0.25 0.25 -0.5 0.25 0.25 12.625 12.875 8 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
