#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000723893 0.0309632 0.00063412 0.00973222 0.149971 0.00854473 0.0167211 0.188469 0.0144793 0.0181757 0.194456 0.0164262 0 0 0 7.2 7.4 552341 408900 143441 24819 2971 0
7.5 0.00107742 0.0303821 0.0009202 0.0120496 0.140534 0.0102469 0.0182043 0.181829 0.0155233 0.0216235 0.18671 0.0172795 0 0 0 7.4 7.6 435480 309999 125481 24280 2821 0
7.7 0.00164827 0.0323762 0.00140062 0.0153276 0.13605 0.0123654 0.0242701 0.163611 0.0195307 0.0316358 0.185755 0.0253988 0 0 0 7.6 7.8 334592 234185 100407 21920 2592 0
7.9 0.00273019 0.0337749 0.00241746 0.0204701 0.126638 0.0160768 0.0300353 0.154559 0.0235347 0.0420054 0.172682 0.0316147 0 0 0 7.8 8 252680 176178 76502 19244 2214 0
8.1 0.0042168 0.0372413 0.00365884 0.0278701 0.119866 0.020505 0.0391768 0.14614 0.0284545 0.0531154 0.163952 0.0376515 0 0 0 8 8.2 188453 132802 55651 16132 1958 0
8.3 0.00609268 0.0395984 0.00491359 0.0380402 0.122576 0.0255875 0.0522617 0.141282 0.0352862 0.0628366 0.148909 0.0390928 0 0 0 8.2 8.4 141273 101105 40168 13375 1671 0
8.5 0.00915581 0.0421171 0.0073166 0.0477568 0.130148 0.0297778 0.0594493 0.142131 0.0367965 0.0817378 0.167176 0.0485395 0 0 0 8.4 8.6 105032 76345 28687 11186 1358 0
8.7 0.0132375 0.0410358 0.0100547 0.061843 0.135043 0.0384477 0.0687428 0.14926 0.0422955 0.101619 0.188364 0.0557689 0 0 0 8.6 8.8 78526 58168 20358 8670 1112 0
8.9 0.0181453 0.0422517 0.0114908 0.0832631 0.137462 0.0481137 0.079003 0.140693 0.0485938 0.143443 0.174314 0.0684919 0 0 0 8.8 9 57616 43372 14244 6620 976 0
9.1 0.025762 0.0399181 0.0149467 0.101854 0.139632 0.0521574 0.087957 0.13212 0.0469173 0.167277 0.16308 0.0680815 0 0 0 9 9.2 42355 32645 9710 4650 819 0
