#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.020979 0 0 0.0245143 0 0 0.013523 0 0 3.49656e-05 0.0107028 8.625 8.875 41169 1845 232 334 96
9 0 0.0162594 0 0 0.0184123 0 0 0.0196534 0 0 0.00934041 0 8.875 9.125 74123 5908 879 1249 416
9.25 4.63962e-05 0.0431563 2.31981e-05 0.000305951 0.051585 0.000152975 0 0.0444739 3.25929e-06 0 0.0563245 3.25929e-06 9.125 9.375 349922 43107 6537 8916 3096
9.5 3.80589e-06 0.078882 -8.79026e-06 -1.30498e-05 0.0896471 -8.9717e-06 5.93668e-05 0.11449 1.38654e-05 -1.30498e-05 0.122238 2.44683e-06 9.375 9.625 1.40406e+06 177982 27024 27618 8638
9.75 5.77029e-05 0.0833121 4.28445e-05 0.000238679 0.117452 0.000142677 6.79096e-05 0.143161 1.40336e-05 9.47036e-05 0.157533 7.22262e-05 9.625 9.875 3.48661e+06 479776 69042 55432 15860
10 -1.84198e-05 0.0876921 -6.27106e-06 -2.36151e-05 0.113258 -2.16566e-05 -3.34957e-05 0.138576 0 7.53439e-05 0.136477 5.46217e-05 9.875 10.125 4.07835e+06 658905 98119 73032 20011
10.25 1.51926e-05 0.0957674 2.52458e-06 2.17507e-05 0.118751 8.60106e-06 5.15521e-05 0.137067 -3.43761e-06 -9.92961e-06 0.132601 -3.15942e-06 10.125 10.375 2.81268e+06 597080 94696 65060 17417
