#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00948756 0.0733954 0.00832567 0.072368 0.190312 0.0613808 0.125541 0.271689 0.104544 0 0.5 0 0 0 0 7.2 7.4 240472 205954 34518 1386 4 0
7.5 0.010932 0.07173 0.00963911 0.0770194 0.186987 0.0640541 0.141654 0.24113 0.113378 0.1 0.3 0.1 0 0 0 7.4 7.6 178965 151024 27941 1306 10 0
7.7 0.0125684 0.0688681 0.0110535 0.0800728 0.184201 0.0641212 0.144267 0.254269 0.108992 0.166667 0.233333 0.166667 0 0 0 7.6 7.8 129412 107969 21443 1317 6 0
7.9 0.0142783 0.0670526 0.0124443 0.0816272 0.186325 0.0604429 0.148116 0.256328 0.105423 0 0.285714 0 0 0 0 7.8 8 91748 76900 14848 1168 5 0
8.1 0.0171547 0.0675416 0.0143914 0.0907036 0.182777 0.064856 0.180884 0.237224 0.130205 0 0.333333 0 0 0 0 8 8.2 63864 53688 10176 973 3 0
8.3 0.0189268 0.0671964 0.0154321 0.100484 0.180877 0.0706106 0.192941 0.222249 0.130161 0.333333 0.166667 0.333333 0 0 0 8.2 8.4 43804 37196 6608 850 3 0
8.5 0.0206557 0.0676683 0.0157604 0.104356 0.184383 0.0647029 0.165179 0.227042 0.0954865 0.25 0.0833333 0.25 0 0 0 8.4 8.6 30097 25804 4293 672 4 0
8.7 0.0249587 0.0667249 0.0181728 0.11848 0.179718 0.0759605 0.198934 0.226921 0.123149 0 0.5 0 0 0 0 8.6 8.8 20233 17549 2684 563 1 0
8.9 0.0281465 0.0695714 0.0189768 0.124711 0.175977 0.076591 0.221748 0.197683 0.134071 0 1 0 0 0 0 8.8 9 13634 11902 1732 469 2 0
9.1 0.0338683 0.0704612 0.0225127 0.137089 0.164891 0.086866 0.205556 0.179538 0.139899 0.666667 0.333333 0.666667 0 0 0 9 9.2 8978 7913 1065 360 3 0
9.3 0.0409867 0.0670447 0.0273131 0.121406 0.17337 0.0632662 0.172691 0.197388 0.0880754 0 0.333333 0 0 0 0 9.2 9.4 5896 5270 626 249 1 0
9.5 0.0448525 0.0645405 0.0299568 0.165109 0.128821 0.0982301 0.213836 0.111878 0.142408 0 0 0 0 0 0 9.4 9.6 3643 3322 321 159 1 0
9.7 0.0405594 0.0679463 0.0226764 0.172897 0.132658 0.0976284 0.157025 0.154569 0.0850824 0 0 0 0 0 0 9.6 9.8 2359 2145 214 121 0 0
9.9 0.0554255 0.0672577 0.0327411 0.166667 0.105178 0.104811 0.131579 0.115335 0.0945419 0 0 0 0 0 0 9.8 10 1395 1281 114 76 1 0
10.1 0.0524297 0.0765614 0.0276772 0.127273 0.185227 0.0666667 0.1 0.133333 0.0791667 0 0 0 0 0 0 10 10.2 837 782 55 40 1 0
10.3 0.0432802 0.0809973 0.0123278 0.148148 0.257257 0.0692008 0 0.266667 0 0 1 0 0 0 0 10.2 10.4 466 439 27 13 0 0
10.5 0.0688406 0.0538867 0.0399944 0.277778 0.106838 0.186869 0.25 0.0833333 0.25 0 0 0 0 0 0 10.4 10.6 294 276 18 4 1 0
10.7 0.0273973 0.0987289 0.00791674 0.153846 0.290598 0.0769231 0.166667 0.261905 0.166667 0 0 0 0 0 0 10.6 10.8 159 146 13 6 0 0
10.9 0.0526316 0.0837321 0.0526316 0.142857 0.357143 0.142857 0.2 0.2 0.2 0 0 0 0 0 0 10.8 11 64 57 7 5 0 0
11.1 0.114286 0.043609 0.114286 0.25 0.0833333 0.25 0 0 0 0 0 0 0 0 0 11 11.2 39 35 4 2 0 0
11.3 0.111111 0.0763889 0.111111 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 9 9 0 0 0 0
11.5 0 0.142857 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 6 6 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 6 5 1 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 1 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
