#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000507236 0.0159441 0.00058268 0.0156453 0.0023203 0.015683 -0.0030435 0.0218242 -0.000690001 0.00446769 0.0222327 0.00454314 8.625 8.875 28889 2379 225 483 301
9 0.00304957 0.0103236 0.00307227 0.00219177 0.00973227 0.00223718 0.00465613 0.0097035 0.00467883 0.00272785 0.00712686 0.00470891 8.875 9.125 51319 7275 790 1505 1072
9.25 0.00789601 0.0342592 0.00787446 0.00755855 0.0345681 0.00737832 0.00859221 0.0322767 0.00859221 0.0112369 0.0387316 0.0112369 9.125 9.375 246798 46405 5123 9592 6652
9.5 0.0235368 0.0700449 0.023489 0.0219183 0.0703289 0.0218289 0.0295094 0.0907214 0.0294773 0.0344126 0.097687 0.0344234 9.375 9.625 972324 141229 18011 23307 14698
9.75 0.02809 0.076838 0.0280215 0.0341097 0.0959132 0.034065 0.0431302 0.119686 0.0430304 0.0500265 0.124447 0.0499172 9.625 9.875 2.76345e+06 384043 48950 49218 28224
10 0.0256345 0.0817433 0.0254337 0.0306904 0.0952766 0.0305189 0.03826 0.111873 0.037941 0.0407517 0.11469 0.0403219 9.875 10.125 3.77851e+06 621469 83726 77979 43087
10.25 0.0226842 0.08779 0.0221824 0.0268392 0.101999 0.0263458 0.0343835 0.115655 0.0335047 0.0315042 0.114499 0.0305728 10.125 10.375 2.69407e+06 581022 83904 73021 37958
