#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1 -0.0140845 1 0 0.983806 0 0 0.943662 0 7.2 7.4 640715 34807 13938 980
7.5 0 1 -0.714286 1 0 1 0 0.954545 0 7.4 7.6 523380 34616 12855 1007
7.7 0.777778 0.222222 -0.00793648 1 0 0.249188 0 0.97561 0 7.6 7.8 422230 33710 12123 888
7.9 0.8125 0.1875 0.0298913 1 0 0.211382 0 0.958333 0 7.8 8 332672 30082 10728 827
8.1 0.894737 0.0707654 0.104278 0.863636 0.136364 0.0944056 0 0.925 0 8 8.2 260364 26061 9214 724
8.3 0.876712 0.0843266 0.0600457 0.666667 0.270833 -0.0166667 0.666667 0.283333 0.166667 8.2 8.4 202154 22052 7869 573
8.5 0.831461 0.114715 0.0251831 0.753846 0.183217 0.0349478 0.571429 0.428571 -0.128571 8.4 8.6 157595 18618 6508 502
8.7 0.85 0.0930894 0.0367863 0.609756 0.280222 -0.0720621 0.6875 0.3125 0.00749999 8.6 8.8 121941 15144 5664 396
8.9 0.862745 0.0822904 0.0294118 0.753165 0.128754 0.0618305 0.555556 0.333333 -0.0444444 8.8 9 94012 11815 4658 332
9.1 0.913043 0.0263504 0.0736274 0.740909 0.136642 0.0630065 0.777778 0.0858586 0.13371 9 9.2 71915 8213 3885 263
9.3 0.921986 0.0317179 0.0719858 0.694006 0.131391 0.0499734 0.619048 0.202381 -0.017316 9.2 9.4 55246 5542 3301 220
9.5 0.938931 2.21729e-05 0.0823912 0.688889 0.114682 0.0570208 0.619048 0.168831 0.0973085 9.4 9.6 42671 3390 2774 169
9.7 0.848837 0.0697675 -0.00301468 0.731915 0.063099 0.109447 0.558824 0.210407 0.0325077 9.6 9.8 33761 1866 2435 155
9.9 0.943396 -0.025965 0.10398 0.676951 0.0749063 0.0826358 0.648649 0.0513514 0.138445 9.8 10 27627 945 2098 144
10.1 0.818182 0.0892256 0.00686103 0.687316 0.0424141 0.0671322 0.55102 0.11027 0.0829353 10 10.2 23544 450 1881 132
10.3 1 0 0.142857 0.708879 0.0219418 0.0594466 0.615385 0.0449927 0.106294 10.2 10.4 19779 199 1686 121
10.5 1 0 0.142857 0.681592 0.0406302 0.0403491 0.653061 0.0255102 0.116024 10.4 10.6 16399 90 1415 108
10.7 0.75 0.25 0 0.738775 0.010322 0.06423 0.536232 0.0530539 0.0695652 10.6 10.8 12756 28 1078 110
10.9 0.5 0.5 0 0.761468 0.0147752 0.0471821 0.393443 0.147734 -0.0208431 10.8 11 8442 5 655 86
11.1 1 0 0 0.812903 -0.0142019 0.0887653 0.5 0.0116279 0.117647 11 11.2 4655 4 341 62
11.3 0 1 0 0.803922 0.0392157 0.0539216 0.444444 0.0772947 0.166667 11.2 11.4 1791 3 111 23
11.5 0 0 0 0.555556 0.244444 0 0.333333 0.238095 0.166667 11.4 11.6 467 0 18 4
11.7 0 0 0 0 1 0 0 1 0 11.6 11.8 83 0 0 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 10 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
