#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.642857 0 0 0.789474 0 0 0.6 0 8.625 8.875 62799 245 244 33
9.00 0 0.64 0 0 0.7 0 0 0.75 0 8.875 9.125 110662 906 912 137
9.25 0 0.611316 0 0 0.677582 0 0 0.675497 0 9.125 9.375 490349 6837 7093 1142
9.50 0 0.666667 0 0 0.683752 0 0 0.670135 0 9.375 9.625 1.81679e+06 33370 26378 3833
9.75 0.25 0.428343 0.25 0.111111 0.608964 -0.0555556 0 0.704062 0 9.625 9.875 4.00453e+06 81320 51469 6838
10.00 0.285714 0.540545 0.0857143 0.5 0.318182 0.5 1 0 1 9.875 10.125 4.17816e+06 102713 60572 7864
10.25 0.666667 0.23449 0.666667 0.666667 0.234283 0.266667 0 0.872947 0 10.125 10.375 2.82141e+06 97250 53053 6710
10.50 1 0 0.347285 1 0 0.239124 0 0.925926 0 10.375 10.625 1.75836e+06 88028 42374 5222
10.75 0.4 0.481235 0.0666667 0.857143 0.0559006 0.107472 0 0.95 0 10.625 10.875 1.07974e+06 71889 30778 3792
11.00 0.947368 -0.0492203 0.206046 0.827586 0.0771757 0.100228 1 -0.0980392 0.4 10.875 11.125 613931 50212 20540 2441
11.25 0.831683 0.0559573 0.104854 0.838235 0.0437706 0.114131 0.88 0.0389189 0.217017 11.125 11.375 342084 32851 13598 1559
11.50 0.829193 0.0443015 0.108555 0.824663 0.0490746 0.128717 0.847458 0.0595191 0.178492 11.375 11.625 190168 17365 8938 905
11.75 0.809524 0.0302198 0.0982939 0.795222 0.0437534 0.111651 0.717557 0.104064 0.0565403 11.625 11.875 104524 5036 6188 618
12.00 0.8 -0.00618559 0.122917 0.729866 0.0361629 0.0937516 0.683673 0.042784 0.135001 11.875 12.125 56656 548 4201 416
12.25 0.657143 0.0571429 0.0285714 0.632378 0.0375307 0.0610297 0.590426 0.0484633 0.0706515 12.125 12.375 29859 46 2573 241
12.50 0.75 0.25 0 0.478117 0.0404638 0.0528796 0.438356 0.02786 0.0592712 12.375 12.625 15462 4 1453 165
12.75 1 0 0 0.353425 0.0476742 0.077383 0.346535 0.0612324 0.0340346 12.625 12.875 7650 1 410 108
13.00 0 0 0 0.409091 0.0194805 0.0979798 0.2 0.0333333 0.04375 12.875 13.125 3517 0 47 67
13.25 0 0 0 0 0.5 0 0.14 0.0436735 0.06 13.125 13.375 1524 0 2 51
13.50 0 0 0 0 0 0 0.037037 0.042963 0 13.375 13.625 590 0 0 27
13.75 0 0 0 0 0 0 0.0909091 0 0 13.625 13.875 218 0 0 11
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 42 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 7 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
