#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.997842 0 0.0930806 0.995127 0.000336051 0.0842879 0.998024 0.00197631 0.0829658 7.2 7.4 694762 29258 24258 13092
7.5 0.996394 0.00145614 0.0954327 0.994312 0.00314862 0.0839632 0.997743 -0.000517845 0.0791198 7.4 7.6 564208 26288 21289 11698
7.7 0.992453 0.00437254 0.0940154 1 0 0.0920376 0.997297 0.000112057 0.0957996 7.6 7.8 459276 24128 18654 10159
7.9 0.992 0.00236094 0.0915423 0.993351 0.00333768 0.0893177 0.997283 -0.00125086 0.0787641 7.8 8 379043 22676 17150 8961
8.1 0.993902 -0.00139308 0.0897897 0.99681 -0.00280333 0.0875745 0.996503 -0.00119829 0.0841747 8 8.2 313204 21447 15427 7937
8.3 0.99247 -0.00203359 0.088652 0.994941 -0.00046587 0.0839968 0.992958 4.10676e-05 0.090278 8.2 8.4 250701 19445 13451 6568
8.5 0.996737 -0.00456208 0.0924758 0.989547 0.00219703 0.0748712 0.974729 0.0122111 0.079357 8.4 8.6 196988 16496 11226 5506
8.7 0.987302 -1.66297e-05 0.0859903 0.983108 0.00226283 0.0843902 0.981413 0.00266379 0.108612 8.6 8.8 154224 13777 9290 4477
8.9 0.985207 -0.00364023 0.0766897 0.973354 0.00700587 0.0867183 0.957597 0.017132 0.101301 8.8 9 121760 11497 7650 3729
9.1 0.976119 -0.00279921 0.0705317 0.947977 0.0168118 0.0625736 0.914127 0.033241 0.0779828 9 9.2 97295 9274 6444 3125
9.3 0.974724 -0.00190175 0.0537001 0.926143 0.0267981 0.06064 0.90676 0.031278 0.0838717 9.2 9.4 80081 7498 5561 2727
9.5 0.971429 -0.00381202 0.0514286 0.888335 0.0318136 0.0574279 0.868668 0.0354854 0.0693368 9.4 9.6 68111 5748 4954 2415
9.7 0.936567 0.011224 0.0341282 0.850612 0.0250097 0.0715148 0.821181 0.0420413 0.0555348 9.6 9.8 59439 4056 4537 2127
9.9 0.93007 -0.00149852 0.0397878 0.794055 0.0282866 0.0440552 0.749347 0.0536084 0.0316054 9.8 10 54237 2898 4245 2155
10.1 0.904437 0.0094825 0.0280632 0.726912 0.041678 0.0227702 0.733411 0.0243828 0.0500336 10 10.2 50482 1721 4117 1993
10.3 0.853801 0.0325624 0.0110339 0.681056 0.0180543 0.0338429 0.632039 0.040886 0.0304609 10.2 10.4 47167 924 4008 1981
10.5 0.853933 0.0414163 0.0184895 0.626405 0.025588 0.0188384 0.54466 0.0302663 0.0123555 10.4 10.6 42682 367 3749 1768
10.7 0.787234 0.0699088 0.0491388 0.612559 0.00551301 0.0327773 0.505998 0.0167744 0.0283102 10.6 10.8 33595 151 2843 1426
10.9 0.944444 0 0.120915 0.609541 0.0046044 0.0531304 0.408213 0.0350864 0.0246509 10.8 11 22261 36 1781 1099
11.1 0.8 0.2 0.133333 0.587234 0.0203609 0.0586344 0.330612 0.0285714 0.0279488 11 11.2 11160 7 735 589
11.3 1 0 0.333333 0.650485 -0.0306507 0.166969 0.263415 0.0133711 0.0587363 11.2 11.4 4127 4 150 235
11.5 1 0 1 0.5625 0.0625 0.3125 0.2 -0.0125 0.132203 11.4 11.6 1001 2 19 55
11.7 0 0 0 0 0.5 0 0.0909091 0.026738 0.0909091 11.6 11.8 219 0 1 11
11.9 0 0 0 0 0 0 0 0 0 11.8 12 34 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
