#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 169035 0 0 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 235285 1 0 0
9.25 0 1 0 0 0 0 0 0 0 9.125 9.375 545577 4 0 0
9.50 0 0.6 0 0 0 0 0 0 0 9.375 9.625 965396 37 0 0
9.75 1 0 0.5 0 0 0 0 0 0 9.625 9.875 883756 70 0 0
10.00 0.894737 0.105263 0.253711 0 0 0 0 0 0 9.875 10.125 450516 110 0 0
10.25 0.647059 0.130719 0.12854 0 0 0 0 0 0 10.125 10.375 186153 78 0 0
10.50 0.875 0.125 0.25 0 0 0 0 0 0 10.375 10.625 69865 50 0 0
10.75 1 0 0.318182 0 0 0 0 0 0 10.625 10.875 23925 41 0 0
11.00 0.833333 -0.0555555 0.333333 0 0 0 0 0 0 10.875 11.125 7408 32 0 0
11.25 0.833333 0.166667 0.166667 0 0 0 0 0 0 11.125 11.375 2005 19 0 0
11.50 1 0 0.666667 0 0 0 0 0 0 11.375 11.625 418 11 0 0
11.75 0 0 0 0 0 0 0 0 0 11.625 11.875 81 3 0 0
12.00 0 0 0 0 0 0 0 0 0 11.875 12.125 13 0 0 0
12.25 0 0 0 0 0 0 0 0 0 12.125 12.375 1 0 0 0
12.50 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0
13.00 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
