#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0658537 0.0605322 0.0641168 0.0782014 0.0767351 0.0742913 0.0970874 0.0582524 0.0970874 0.0997151 0.0854701 0.0911681 0.0628141 0.080402 0.0628141 8.625 8.875 29106 27060 2046 103 351 398
9.00 0.110267 0.0945444 0.106619 0.111406 0.107261 0.109416 0.122549 0.0955882 0.117647 0.109653 0.11059 0.107779 0.109501 0.107085 0.10628 8.875 9.125 49345 43313 6032 408 1067 1242
9.25 0.0898116 0.100017 0.0852216 0.113669 0.111714 0.106762 0.111402 0.104412 0.10616 0.113387 0.120575 0.106199 0.113127 0.112146 0.106915 9.125 9.375 220813 189107 31706 2289 5565 6117
9.50 0.0500939 0.0550731 0.0440376 0.123571 0.106214 0.0986888 0.112327 0.102247 0.0902938 0.140297 0.108164 0.110156 0.150207 0.121925 0.118962 9.375 9.625 756186 682439 73747 6944 11048 11138
9.75 0.0809786 0.0839552 0.0570765 0.164527 0.128726 0.090565 0.168435 0.14086 0.0956826 0.203977 0.150497 0.10777 0.218923 0.151199 0.111325 9.625 9.875 2.05008e+06 1.82122e+06 228856 23463 28366 26032
10.00 0.0608263 0.0586265 0.0353474 0.164393 0.120618 0.0598766 0.168395 0.125937 0.0621888 0.19519 0.13593 0.0646107 0.201785 0.137917 0.0675566 9.875 10.125 3.21761e+06 2.69706e+06 520556 59408 64788 56486
10.25 0.0491428 0.044323 0.024702 0.173312 0.110649 0.0433076 0.180166 0.119205 0.0447801 0.203583 0.123615 0.0386185 0.203122 0.120123 0.0384893 10.125 10.375 2.44285e+06 1.92228e+06 520577 63880 66705 54770
10.50 0.0474013 0.0371038 0.0203924 0.189909 0.0908576 0.0286705 0.192968 0.0981126 0.0294045 0.224588 0.100384 0.0276797 0.223729 0.100869 0.0280217 10.375 10.625 1.55637e+06 1.15514e+06 401228 52159 53204 42109
10.75 0.0527852 0.0307784 0.0167971 0.236097 0.0770162 0.0205472 0.230618 0.0823786 0.0214241 0.268223 0.0797676 0.0184347 0.266693 0.0808515 0.0160153 10.625 10.875 968080 687560 280520 40127 39292 30267
11.00 0.0658594 0.0274141 0.0159429 0.298566 0.0676894 0.0146557 0.278181 0.0625951 0.0193691 0.3299 0.0679826 0.0149293 0.324151 0.0645556 0.0147429 10.875 11.125 598941 409023 189918 30872 27569 20546
11.25 0.093852 0.023679 0.0170335 0.370871 0.0521687 0.016183 0.341274 0.0539568 0.0230184 0.391878 0.0540616 0.0172175 0.412447 0.0509899 0.0170695 11.125 11.375 357515 244225 113290 22457 17730 13192
11.50 0.142656 0.0184223 0.0199829 0.456836 0.0427747 0.0177652 0.399546 0.039285 0.0239069 0.468506 0.0491818 0.0135427 0.505143 0.0441931 0.016587 11.375 11.625 211283 147376 63907 13643 11415 8069
11.75 0.210961 0.0164529 0.0240466 0.553506 0.0327408 0.0182276 0.485458 0.0318553 0.0219787 0.563896 0.0317643 0.0172318 0.585104 0.0332133 0.0157955 11.625 11.875 124650 88495 36155 4573 7340 5223
12.00 0.300358 0.0218644 0.0325477 0.650828 0.0255459 0.0151317 0.611215 0.019853 0.0350682 0.673969 0.0255003 0.0175118 0.670088 0.0259029 0.0134665 11.875 12.125 72834 52231 20603 535 5021 3313
12.25 0.4098 0.0316733 0.0446757 0.730755 0.0258494 0.0198709 0.772152 0.0188929 0.0424222 0.732176 0.0273977 0.0223232 0.737621 0.0256314 0.0210242 12.125 12.375 42215 31225 10990 79 3226 1959
12.50 0.528393 0.0538002 0.0595548 0.805408 0.0279796 0.0228294 1 0 0 0.800732 0.0328695 0.0216798 0.803528 0.0335455 0.0208104 12.375 12.625 24448 18420 6028 13 1912 1247
12.75 0.649853 0.0595369 0.0667034 0.855919 0.0242564 0.0266132 0.75 0 0.0833333 0.824225 0.0305334 0.0312797 0.856643 0.0260445 0.0262547 12.625 12.875 14153 10884 3269 4 677 858
13.00 0.754122 0.0541546 0.0733915 0.917784 0.0165562 0.0301505 0 0 0 0.897059 0.0106335 0.0340452 0.929105 0.0148955 0.0261063 12.875 13.125 7901 6186 1715 0 68 536
13.25 0.818028 0.0534049 0.0731845 0.934959 0.0133355 0.0329037 0 0 0 0.875 0 0 0.928571 0.0203533 0.0275019 13.125 13.375 4400 3539 861 0 8 378
