#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0589369 0.134933 0.0495612 0.115377 0.196839 0.0965128 0.133725 0.317601 0.134678 -0.00913254 0.0081728 0.0720786 7.2 7.4 262507 40444 2040 7 0
7.5 0.0643136 0.134701 0.0524573 0.121005 0.209468 0.0964 0.0814563 0.239774 0.0826855 -0.00945279 0.00832625 0.070474 7.4 7.6 195195 32386 1924 11 0
7.7 0.0680421 0.138411 0.0563102 0.127714 0.195637 0.0989161 0.154846 0.170027 0.157467 -0.0118205 0.0103793 0.0665085 7.6 7.8 142347 24755 1806 12 0
7.9 0.0668288 0.146331 0.0507057 0.141066 0.180474 0.107091 0.128718 0.118151 0.132258 -0.0141391 0.0123008 0.0638864 7.8 8 100966 17439 1585 7 0
8.1 0.0735006 0.133108 0.0543233 0.139795 0.187918 0.0932434 -0.0156609 0.321738 -0.0143372 -0.0156609 0.0132074 0.0663861 8 8.2 70334 11653 1338 7 0
8.3 0.086171 0.122414 0.0606815 0.167538 0.17271 0.114096 0.480765 -0.0511579 0.489944 -0.0192354 0.0155782 0.0655119 8.2 8.4 48835 7713 1119 4 0
8.5 0.0964884 0.119133 0.0682251 0.15667 0.195598 0.10651 -0.0212781 0.45405 0.00228154 -0.0212781 0.0161296 0.0669111 8.4 8.6 33640 4925 916 3 0
8.7 0.0897239 0.123177 0.0600305 0.165956 0.166415 0.107935 0.1737 0.245963 0.195881 -0.0262999 0.0194797 0.0630629 8.6 8.8 23075 3189 749 5 0
8.9 0.0915049 0.120521 0.0601706 0.15162 0.162546 0.0932477 0.220232 0.204896 0.259496 -0.0297685 0.0220279 0.0655864 8.8 9 15584 1979 634 4 0
9.1 0.0851441 0.116827 0.0521474 0.12932 0.159339 0.064973 0.299767 0.61736 0.302598 -0.0335666 0.0217141 0.067358 9 9.2 10418 1272 485 3 0
9.3 0.111176 0.0835964 0.0743783 0.17042 0.0822995 0.114133 0.959893 -0.0306418 0.984807 -0.0401065 0.0255189 0.064988 9.2 9.4 6789 780 361 1 0
9.5 0.0782577 0.0988199 0.0445886 0.0903789 0.113766 0.0559849 0.457046 0.000195503 0.498825 -0.0429544 0.0231108 0.0695709 9.4 9.6 4247 429 225 4 0
9.7 0.112725 0.0930465 0.0793586 0.100586 0.0991931 0.0788944 0.456008 -0.00764927 0.508059 -0.0439919 0.0210851 0.0656687 9.6 9.8 2723 268 166 2 0
9.9 0.0765624 0.0873913 0.0605688 0.0303957 0.101289 0.026493 0.440508 -0.0443924 0.556379 -0.059492 0.0359863 0.0639374 9.8 10 1643 147 89 2 0
10.1 0.094909 0.0712024 0.0643346 0.106978 0.012384 0.1079 -0.043022 0.388772 0.0618731 -0.043022 0.0165185 0.081864 10 10.2 1040 87 60 1 0
10.3 0.156874 0.0252274 0.12159 0.0157177 0.0650904 0.0561939 -0.0676157 0.93616 0.041628 -0.0676157 0.0338494 0.0713317 10.2 10.4 611 49 24 0 0
10.5 0.13591 0.0657163 0.097156 -0.0114117 0.0757056 0.055255 0.91716 -0.0251737 1.0365 -0.0828402 0.0518668 0.0662281 10.4 10.6 370 32 14 1 0
10.7 0.0971621 0.129101 0.104914 -0.0846561 0.187115 0.00395151 -0.0846561 0.0615792 0.0476191 -0.0846561 0.0534061 0.0615703 10.6 10.8 200 11 5 0 0
10.9 0.0529695 0.246466 0.131917 -0.0898876 0.0898876 0.0172552 -0.0898876 0.0723438 0.0212235 -0.0898876 0.0723438 0.0212235 10.8 11 96 7 3 0 0
11.1 -0.0425532 0.317063 0.0856519 -0.0425532 0.0425532 0.111293 -0.0425532 0.0425532 0.116538 -0.0425532 0.0425532 0.116538 11 11.2 49 2 0 0 0
11.3 0 0 0.131579 0 0 0.142857 0 0 0.151515 0 0 0.151515 11.2 11.4 20 1 1 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 7 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 1 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
